ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,db,record.id,record_uuid,source_place_name,source_au_uuid,match_id,record_id,Creation Place Widget,Creation Place Note,Creation Place Note Language,Creation Place Note Type,Start Date,Start Date Type,End Date,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Depicted Item Type,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
0715bd05-3144-5daa-a114-53542bd90551,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000677,referentienummer,False,,,,,,,,,,,,,,,,,,
0715bd05-3144-5daa-a114-53542bd90551,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1371,brocade id,False,,,,,,,,,,,,,,,,,,
0715bd05-3144-5daa-a114-53542bd90551,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1371/N,brocade url,False,,,,,,,,,,,,,,,,,,
0715bd05-3144-5daa-a114-53542bd90551,tg:lhsc:1371,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ffa76b86-eb06-5c3d-90ff-380dd914e276"", ""ontologyProperty"": """", ""resourceXresourceId"": ""62821776-7ec8-4f41-9b98-1c497dbd81e7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0715bd05-3144-5daa-a114-53542bd90551,tg:lhsc:1371,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frans Smits,constructed titles,Dutch (language),,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1366,https://data.letterenhuis.be/ark:/24970/0752d698-5559-5f26-9bc7-0c22f6cc4a98,Beeldhouwwerken,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,2062,In Copyright
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_CreationActors,,,au::4358,,,,lh,lhsc,Object,0c23a403-4280-5a37-81ed-3f31a8ec2e60,ar,artists (visual artists),au::4358:1,au::4358g:1,,"dlod={""suggest"":[""/agents/people/466306"",""au::4358"",""au::4358:1"",""ark:/83110/x0/0c23a403-4280-5a37-81ed-3f31a8ec2e60"",""Marcel Coole""],""name"":""Marcel Coole"",""ark"":""ark:/83110/x0/0c23a403-4280-5a37-81ed-3f31a8ec2e60"",""uri"":""/agents/people/466306"",""id"":""au::4358:1"",""isCapacity"":false}",ark:/83110/x0/0c23a403-4280-5a37-81ed-3f31a8ec2e60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_DepictedItems,,,au::16206,,,,lh,,,21af64c8-ec7a-54ca-a77b-2ae55660c3c2,kw,,au::16206:1,au::16206g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1734042"",""au::16206"",""au::16206:1"",""ark:/83110/x0/21af64c8-ec7a-54ca-a77b-2ae55660c3c2"",""Julien Ruymen""],""name"":""Julien Ruymen"",""ark"":""ark:/83110/x0/21af64c8-ec7a-54ca-a77b-2ae55660c3c2"",""uri"":""/agents/people/1734042"",""id"":""au::16206:1"",""isCapacity"":false}",ark:/83110/x0/21af64c8-ec7a-54ca-a77b-2ae55660c3c2,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Vierkant voetstuk in hout</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000672,referentienummer,False,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1366,brocade id,False,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1366/N,brocade url,False,,,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5db356b6-bf84-5356-9d33-cdc9f82b08c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""86b2daa6-7963-4e38-b4cf-3c8a55f14a97"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0752d698-5559-5f26-9bc7-0c22f6cc4a98,tg:lhsc:1366,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcel Coole,constructed titles,Dutch (language),,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:26,https://data.letterenhuis.be/ark:/24970/07771e20-2b34-58a3-97e8-8ba0aa3b5669,Voorwerpen,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.0,1996,No Copyright - Public Domain Mark 1.0
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_CreationActors,,,au::21346,,,,lh,lhob,Object,d0a75f26-672e-57f5-ad13-5be655d34a02,ar,artists (visual artists),au::21346:1,au::21346g:1,,"dlod={""suggest"":[""/agents/people/2284022"",""au::21346"",""au::21346:1"",""ark:/83110/x0/d0a75f26-672e-57f5-ad13-5be655d34a02"",""Leopold Wiener""],""name"":""Leopold Wiener"",""ark"":""ark:/83110/x0/d0a75f26-672e-57f5-ad13-5be655d34a02"",""uri"":""/agents/people/2284022"",""id"":""au::21346:1"",""isCapacity"":false}",ark:/83110/x0/d0a75f26-672e-57f5-ad13-5be655d34a02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>LEOPOLD WIENER, Medaille ter herinnering aan de Volkshulde aan Hendrik Conscience in 1881.  Brons, d. 60 mm, gesign. op de vz., langs de onderrand LEOP.  WIENER.<br />
Vz. in een pareirand, kop van H. Conscience in profiel naar rechts.<br />
Kz. langs de rand, twee lauwertakken, onderaan gestrikt; tussen de toppen van de takken, drie sterren.  In het veld: AAN / HENDRIK / CONSCIENCE / ZNE / TAALGENOOTEN / 1881.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000010,referentienummer,False,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:26,brocade id,False,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:26/N,brocade url,False,,,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b8fa50c1-213e-595d-aaa6-fbac8a531368"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b6229fef-6391-404b-8459-4635709045f6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_OriginalBrocade,,,au::4333,,,,lh,,,ebd00cc4-2119-5474-b6ef-42b56014bfd9,kw,,au::4333:1,au::4333g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/463631"",""au::4333"",""au::4333:1"",""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""Hendrik Conscience""],""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/463631"",""id"":""au::4333:1"",""isCapacity"":false}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9,agent,,,,,,,,,,,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medaille ter herinnering aan de Volkshulde aan Hendrik Conscience in 1881,titles proper,Dutch (language),,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1024,https://data.letterenhuis.be/ark:/24970/07a46c3b-de09-57ad-8c5e-fd8103ee16f1,Beeldhouwwerken,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954.0,2069,In Copyright
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19540113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954-01-13,reconstructie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_DepictedItems,,,au::1611,,,,lh,,,ec23d49f-350d-5d24-a214-68c4460e98d3,kw,,au::1611:1,au::1611g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/172377"",""au::1611"",""au::1611:1"",""ark:/83110/x0/ec23d49f-350d-5d24-a214-68c4460e98d3"",""Door van den Berghe""],""name"":""Door van den Berghe"",""ark"":""ark:/83110/x0/ec23d49f-350d-5d24-a214-68c4460e98d3"",""uri"":""/agents/people/172377"",""id"":""au::1611:1"",""isCapacity"":false}",ark:/83110/x0/ec23d49f-350d-5d24-a214-68c4460e98d3,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Aangezichtsmasker zonder voorhoofd en oren. Geen steunrand.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000408,referentienummer,False,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1024,brocade id,False,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1024/N,brocade url,False,,,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a93a48a0-d1e4-5062-ab4a-c75713e43704"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a164916-df0a-4d38-b7e9-340564bfb8c9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
07a46c3b-de09-57ad-8c5e-fd8103ee16f1,tg:lhsc:1024,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodenmasker van Door van den Berghe,constructed titles,Dutch (language),,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:440,https://data.letterenhuis.be/ark:/24970/07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,Voorwerpen,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874.0,1989,No Copyright - Public Domain Mark 1.0
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18740816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1874-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Recto: [Gekroond wapenschild Stad Antwerpen boven olijftak] REDERYKKAMER DE OLYFTAK /  PRYSKAMP / LABORE ET CONSTANTIA. Verso: ANTWERPEN / 16 OOGST 1874 / VOLKSLIEDEREN / 1E PRIJS / G. ANTHEUNIS. Merkteken bovenaan. Decoratieve draagring.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000375,referentienummer,False,,,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:440,brocade id,False,,,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:440/N,brocade url,False,,,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""366dc523-2d20-5b81-92a0-84628800e68e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa75a052-acfd-4063-9792-4744f4f58ef5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_OriginalBrocade,,,au::486,,,,lh,,,b0a94b5a-fcaa-52d8-9393-28e8dd9712ac,vb,,au::486:1,au::486g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/52002"",""au::486"",""au::486:1"",""ark:/83110/x0/b0a94b5a-fcaa-52d8-9393-28e8dd9712ac"",""Gentil Antheunis""],""name"":""Gentil Antheunis"",""ark"":""ark:/83110/x0/b0a94b5a-fcaa-52d8-9393-28e8dd9712ac"",""uri"":""/agents/people/52002"",""id"":""au::486:1"",""isCapacity"":false}",ark:/83110/x0/b0a94b5a-fcaa-52d8-9393-28e8dd9712ac,agent,,,,,,,,,,,,
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prijspenning G. Antheunis,titles proper,Dutch (language),,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1595,https://data.letterenhuis.be/ark:/24970/0800ebe2-f42c-57bb-be39-f647de31f641,Beeldhouwwerken,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,e73_DepictedItems,,,au::4010,,,,lh,,,3a8a7c99-3cce-5165-99b4-85dceb23fce6,kw,,au::4010:1,au::4010g:1,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/429070"",""au::4010"",""au::4010:1"",""ark:/83110/x0/3a8a7c99-3cce-5165-99b4-85dceb23fce6"",""René de Clercq""],""name"":""René de Clercq"",""ark"":""ark:/83110/x0/3a8a7c99-3cce-5165-99b4-85dceb23fce6"",""uri"":""/agents/people/429070"",""id"":""au::4010:1"",""isCapacity"":false}",ark:/83110/x0/3a8a7c99-3cce-5165-99b4-85dceb23fce6,agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/sc/000000682,referentienummer,False,,,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRES023\plaketten\199592.tif,commentaar gebruiker,False,,,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1595,brocade id,False,,,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhsc:1595/N,brocade url,False,,,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,,e73_LegacyInformation,3,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Schenking van Lutgart Dosfel 4/09/2003.</p>
",herkomst,False,,,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""15bd315f-a727-52c6-aa0a-4dc8203739a8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bb650235-c613-489d-a243-8c706c398de5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,René de Clercq.,constructed titles,Dutch (language),,,,,,,,,
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,e73_Titles,2,id.title/subTitle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profiel portret.,constructed titles,Dutch (language),,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:629,https://data.letterenhuis.be/ark:/24970/0805a40b-7603-5691-9bdb-2db9257c9fa1,Voorwerpen,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.0,2037,In Copyright
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Met draagoog. Recto: [Het gekroonde wapenschild van Oostende met een zeemeerman (links) en een zeemeermin (rechts) als schildhouders. De zeemeerman houdt een zwaard vast en de zeemeermin een spiegel. Onder het schild: de boeg van een bootje, twee gekruiste roeispanen en riet]. Bovenaan langs de rand: OSTENDE. Verso: [Centraal een cartouche met aan de linkerzijde een engeltje. Rechts leunt een staande vrouwenfiguur in een lang gewaad op de cartouche. In haar rechterhand houdt de vrouw enkele laurier- en palmtakken en in haar linkerhand houdt ze een bazuin vast]. In het midden van de cartouche: FÊTE INTERNATIONALE / DES / DRAPEAUX / 4 JUIN 1922 / 1R PRIX.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ob/000000531,referentienummer,False,,,,,,,,,,,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:629,brocade id,False,,,,,,,,,,,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhob:629/N,brocade url,False,,,,,,,,,,,,,,,,,,
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b2458eca-b6db-537e-a591-0148798f40a2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5eeb8c84-7ee5-449f-bf6a-5250bea618ca"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
