ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,adm.id_mat,adm.inv,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,ire.isaar.uuid,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier
2c628abc-2415-534a-9130-53740b33df69,tg:lhps:49920_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,"lay-out: Rite Ronse; affiche: Els Huygelen

tekst recto verso","lay-out: Rite Ronse; affiche: Els Huygelen

tekst recto verso",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
2c628abc-2415-534a-9130-53740b33df69,tg:lhps:49920_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"63 x 32,5",,,,,,,,,,,"63 x 32,5",,,,,,,,,,,,,,,
2c628abc-2415-534a-9130-53740b33df69,tg:lhps:49920_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,630.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2c628abc-2415-534a-9130-53740b33df69,tg:lhps:49920_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,325.0,breedte,millimeter,,,,,,,,,,,,,,,,
2c628abc-2415-534a-9130-53740b33df69,tg:lhps:49920_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:49920_#1,,S 849 / A,2c628abc-2415-534a-9130-53740b33df69,tr:lh:110342,,"lay-out: Rite Ronse; affiche: Els Huygelen

tekst recto verso",,,,,,,,
2c6c62fd-a526-5d64-8e59-27951b7b3929,tg:lhps:62474_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:62474_#1,https://data.letterenhuis.be/ark:/24970/2c6c62fd-a526-5d64-8e59-27951b7b3929
2c6c62fd-a526-5d64-8e59-27951b7b3929,tg:lhps:62474_#1,e22_Acquisitions,1,tr:lh:140390,"dlod={""name"":""Affiches Monty (1985-2020)"",""ark"":""ark:/24970/x0/e9e73c3f-510e-507b-9762-dbb75180fcba"",""uri"":""/repositories/11/accessions/16705"",""id"":""tr:lh:140390"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e9e73c3f-510e-507b-9762-dbb75180fcba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c6c62fd-a526-5d64-8e59-27951b7b3929,tg:lhps:62474_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"34,5 x 100",,,,,,,,,,,"34,5 x 100",,,,,,,,,,,,,,,
2c6c62fd-a526-5d64-8e59-27951b7b3929,tg:lhps:62474_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,345.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2c6c62fd-a526-5d64-8e59-27951b7b3929,tg:lhps:62474_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,1000.0,breedte,millimeter,,,,,,,,,,,,,,,,
2c6c62fd-a526-5d64-8e59-27951b7b3929,tg:lhps:62474_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:62474_#1,,MM 70 / A,2c6c62fd-a526-5d64-8e59-27951b7b3929,tr:lh:140390,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:50761_#1,https://data.letterenhuis.be/ark:/24970/2c780555-12b0-5449-a24d-1f0168329d50
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_AcquisitionNumbers,1,,,,225212/76,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_Acquisitions,1,tr:lh:7875,"dlod={""name"":""Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim"",""ark"":""ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c"",""uri"":""/repositories/11/accessions/13903"",""id"":""tr:lh:7875"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"59,5 x 36",,,,,,,,,,,"59,5 x 36",,,,,,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,595.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,360.0,breedte,millimeter,,,,,,,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:50761_#1,225212/76,S 99792 / A,2c780555-12b0-5449-a24d-1f0168329d50,tr:lh:7875,,,,,,,,,,
2c780555-12b0-5449-a24d-1f0168329d50,tg:lhps:50761_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,566b9d14-08a8-5626-85fd-b9d9679d31e6,au::46421,printers (people),"dlod={""name"":""Van Maele"",""ark"":""ark:/83110/x0/566b9d14-08a8-5626-85fd-b9d9679d31e6"",""uri"":""/agents/corporate_entities/21498"",""id"":""au::46421"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/566b9d14-08a8-5626-85fd-b9d9679d31e6,,,
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:62416_#1,https://data.letterenhuis.be/ark:/24970/2c7dc288-69d4-5d8b-905d-4728a65ed1ee
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,e22_Acquisitions,1,tr:lh:140382,"dlod={""name"":""Affiches Monty (circa 1991-2010)"",""ark"":""ark:/24970/x0/30e38749-9d3d-5ced-8a75-fe3c2463f344"",""uri"":""/repositories/11/accessions/16731"",""id"":""tr:lh:140382"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/30e38749-9d3d-5ced-8a75-fe3c2463f344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Foto: Jan Locus</p>
","<p>Foto: Jan Locus</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 40,,,,,,,,,,,60 x 40,,,,,,,,,,,,,,,
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,600.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,400.0,breedte,millimeter,,,,,,,,,,,,,,,,
2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tg:lhps:62416_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:62416_#1,,MM 70 / A,2c7dc288-69d4-5d8b-905d-4728a65ed1ee,tr:lh:140382,,,,,,,,,,
2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tg:lhps:54653_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:54653_#1,https://data.letterenhuis.be/ark:/24970/2d514830-8eb8-5c71-9a20-b1b7c5c38f1f
2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tg:lhps:54653_#1,e22_Acquisitions,1,tr:lh:110342,"dlod={""name"":""Affichecollectie verzameld door het Muziekcentrum Vlaanderen"",""ark"":""ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2"",""uri"":""/repositories/11/accessions/15710"",""id"":""tr:lh:110342"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tg:lhps:54653_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,42 x 30,,,,,,,,,,,42 x 30,,,,,,,,,,,,,,,
2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tg:lhps:54653_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,420.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tg:lhps:54653_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,300.0,breedte,millimeter,,,,,,,,,,,,,,,,
2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tg:lhps:54653_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:54653_#1,,J 287 / A,2d514830-8eb8-5c71-9a20-b1b7c5c38f1f,tr:lh:110342,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:9285_#1,https://data.letterenhuis.be/ark:/24970/2e6d71b9-c982-5956-aedb-8beb6acd31dc
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_AcquisitionNumbers,1,,,,184299,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_Acquisitions,1,tr:lh:7316,"dlod={""name"":""Oningeschreven gevonden in 1996"",""ark"":""ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d"",""uri"":""/repositories/11/accessions/11083"",""id"":""tr:lh:7316"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,70 x 40,,,,,,,,,,,70 x 40,,,,,,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,700.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,400.0,breedte,millimeter,,,,,,,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:9285_#1,184299,S 4685 / A,2e6d71b9-c982-5956-aedb-8beb6acd31dc,tr:lh:7316,,,,,,,,,,
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,printers (people),"dlod={""name"":""Excelsior"",""ark"":""ark:/83110/x0/86a6ec71-6014-5000-a76d-34723b273fe4"",""uri"":""/agents/corporate_entities/22344"",""id"":""au::6501"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/86a6ec71-6014-5000-a76d-34723b273fe4,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:2322_#1,https://data.letterenhuis.be/ark:/24970/2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_AcquisitionNumbers,1,,,,225261/381,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_Acquisitions,1,tr:lh:9937,"dlod={""name"":""Affichecollectie van het Volkskundemuseum"",""ark"":""ark:/24970/x0/14d5c66e-46c6-5674-8b5b-95f77f8e32a1"",""uri"":""/repositories/11/accessions/12645"",""id"":""tr:lh:9937"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/14d5c66e-46c6-5674-8b5b-95f77f8e32a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Oude nummering Volkskunde: 90.15.12</p>
","<p>Oude nummering Volkskunde: 90.15.12</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92204,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e"",""uri"":""/repositories/11/archival_objects/175080"",""id"":""isad:lh:92204"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Volkskundemuseum"",""resourceArk"":""ark:/24970/x0/ff3a8704-5c39-58a1-b9d0-7068a2eabc89"",""resourceURI"":""/repositories/11/resources/2263"",""resourceID"":""isad:lh:92201"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e,,,,,,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,50 x 70,,,,,,,,,,,50 x 70,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,500.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,700.0,breedte,millimeter,,,,,,,,,,,,,,,,
2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tg:lhps:2322_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:2322_#1,225261/381,V 75457 / A (VM381),2ecdeafb-9d9d-5f49-8424-e0ac0e9423d5,tr:lh:9937,isad:lh:92204,,,,,,,,,
2ecff252-a914-58da-aa1c-a5979fa71c76,tg:lhps:51075_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:51075_#1,https://data.letterenhuis.be/ark:/24970/2ecff252-a914-58da-aa1c-a5979fa71c76
2ecff252-a914-58da-aa1c-a5979fa71c76,tg:lhps:51075_#1,e22_Archives,1,,,,,,,,,,,isad:lh:106225,"dlod={""name"":""Affiches"",""ark"":""ark:/24970/x0/481d1396-1870-54c7-9b75-d7207eabf3a0"",""uri"":""/repositories/11/archival_objects/295307"",""id"":""isad:lh:106225"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van Herman J. Claeys"",""resourceArk"":""ark:/24970/x0/b4c0c924-1fb1-5259-8528-860815f8e771"",""resourceURI"":""/repositories/11/resources/3751"",""resourceID"":""isad:lh:944"",""capacity"":""Affiches"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/481d1396-1870-54c7-9b75-d7207eabf3a0,,,,,,,,,,,,,,,,,,,,
2ecff252-a914-58da-aa1c-a5979fa71c76,tg:lhps:51075_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,73 x 52,,,,,,,,,,,73 x 52,,,,,,,,,,,,,,,
2ecff252-a914-58da-aa1c-a5979fa71c76,tg:lhps:51075_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,730.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2ecff252-a914-58da-aa1c-a5979fa71c76,tg:lhps:51075_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,520.0,breedte,millimeter,,,,,,,,,,,,,,,,
2ecff252-a914-58da-aa1c-a5979fa71c76,tg:lhps:51075_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:51075_#1,,F 277 / A,2ecff252-a914-58da-aa1c-a5979fa71c76,,isad:lh:106225,,,,,,,,,
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:5860_#2,https://data.letterenhuis.be/ark:/24970/2f1f3a3e-4a0c-51bb-8ca2-958029f91579
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,e22_Acquisitions,2,tr:lh:103936,"dlod={""name"":""Verzameling affiches De Peuter"",""ark"":""ark:/24970/x0/e103bc46-2d43-574e-a58b-b97eb0982960"",""uri"":""/repositories/11/accessions/15177"",""id"":""tr:lh:103936"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e103bc46-2d43-574e-a58b-b97eb0982960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,54 x 38,,,,,,,,,,,54 x 38,,,,,,,,,,,,,,,
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,540.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,380.0,breedte,millimeter,,,,,,,,,,,,,,,,
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,tg:lhps:5860_#2,,K 162 / A,2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tr:lh:103936,,,,,,,,,,
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:6661_#2,https://data.letterenhuis.be/ark:/24970/2f339997-58fd-5f6c-8875-f1a359868a2c
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,e22_AcquisitionNumbers,2,,,,216829/954,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,85 x 59,,,,,,,,,,,85 x 59,,,,,,,,,,,,,,,
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,850.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,590.0,breedte,millimeter,,,,,,,,,,,,,,,,
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,tg:lhps:6661_#2,216829/954,M 936851 / A,2f339997-58fd-5f6c-8875-f1a359868a2c,,,,,,,,,,,
2f339997-58fd-5f6c-8875-f1a359868a2c,tg:lhps:6661_#2,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,f7e5373d-c08d-5ab1-bc94-502cac42bb39,au::44845,printers (people),"dlod={""name"":""Goekint"",""ark"":""ark:/83110/x0/f7e5373d-c08d-5ab1-bc94-502cac42bb39"",""uri"":""/agents/corporate_entities/19207"",""id"":""au::44845"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f7e5373d-c08d-5ab1-bc94-502cac42bb39,,,
2f7ab054-e066-55c1-9216-62c1989d8190,tg:lhps:7907_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:7907_#1,https://data.letterenhuis.be/ark:/24970/2f7ab054-e066-55c1-9216-62c1989d8190
2f7ab054-e066-55c1-9216-62c1989d8190,tg:lhps:7907_#1,e22_AcquisitionNumbers,1,,,,98525,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f7ab054-e066-55c1-9216-62c1989d8190,tg:lhps:7907_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,64 x 53,,,,,,,,,,,64 x 53,,,,,,,,,,,,,,,
2f7ab054-e066-55c1-9216-62c1989d8190,tg:lhps:7907_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,640.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2f7ab054-e066-55c1-9216-62c1989d8190,tg:lhps:7907_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,530.0,breedte,millimeter,,,,,,,,,,,,,,,,
2f7ab054-e066-55c1-9216-62c1989d8190,tg:lhps:7907_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:7907_#1,98525,V 255 / A,2f7ab054-e066-55c1-9216-62c1989d8190,,,,,,,,,,,
2fa5c200-de4b-5b7e-9d11-2960deb43174,tg:lhps:46095_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:46095_#1,https://data.letterenhuis.be/ark:/24970/2fa5c200-de4b-5b7e-9d11-2960deb43174
2fa5c200-de4b-5b7e-9d11-2960deb43174,tg:lhps:46095_#1,e22_AcquisitionNumbers,1,,,,225289/988,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fa5c200-de4b-5b7e-9d11-2960deb43174,tg:lhps:46095_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"59,5 x 40",,,,,,,,,,,"59,5 x 40",,,,,,,,,,,,,,,
2fa5c200-de4b-5b7e-9d11-2960deb43174,tg:lhps:46095_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,595.0,hoogte,millimeter,,,,,,,,,,,,,,,,
2fa5c200-de4b-5b7e-9d11-2960deb43174,tg:lhps:46095_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,400.0,breedte,millimeter,,,,,,,,,,,,,,,,
2fa5c200-de4b-5b7e-9d11-2960deb43174,tg:lhps:46095_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:46095_#1,225289/988,KK 10 / A,2fa5c200-de4b-5b7e-9d11-2960deb43174,,,,,,,,,,,
301707f8-cf52-52c6-9122-fbaa9e52a6fd,tg:lhps:41686_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:41686_#1,https://data.letterenhuis.be/ark:/24970/301707f8-cf52-52c6-9122-fbaa9e52a6fd
301707f8-cf52-52c6-9122-fbaa9e52a6fd,tg:lhps:41686_#1,e22_AcquisitionNumbers,1,,,,225276/193,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301707f8-cf52-52c6-9122-fbaa9e52a6fd,tg:lhps:41686_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"59,5 x 42",,,,,,,,,,,"59,5 x 42",,,,,,,,,,,,,,,
301707f8-cf52-52c6-9122-fbaa9e52a6fd,tg:lhps:41686_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,595.0,hoogte,millimeter,,,,,,,,,,,,,,,,
301707f8-cf52-52c6-9122-fbaa9e52a6fd,tg:lhps:41686_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,420.0,breedte,millimeter,,,,,,,,,,,,,,,,
301707f8-cf52-52c6-9122-fbaa9e52a6fd,tg:lhps:41686_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,tg:lhps:41686_#1,225276/193,A 357 / A,301707f8-cf52-52c6-9122-fbaa9e52a6fd,,,,,,,,,,,
3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:26734_#1,https://data.letterenhuis.be/ark:/24970/3064682c-9333-561c-a57f-55e321e9a111
3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,e22_AcquisitionNumbers,1,,,,225212/3716,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,e22_Acquisitions,1,tr:lh:7875,"dlod={""name"":""Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim"",""ark"":""ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c"",""uri"":""/repositories/11/accessions/13903"",""id"":""tr:lh:7875"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92200,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""uri"":""/repositories/11/archival_objects/178219"",""id"":""isad:lh:92200"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Openluchtmuseum der Beeldhouwkunst Middelheim"",""resourceArk"":""ark:/24970/x0/da0a5bd5-6d91-50a1-92c4-d7fbd16e71fd"",""resourceURI"":""/repositories/11/resources/2327"",""resourceID"":""isad:lh:92197"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769,,,,,,,,,,,,,,,,,,,,
3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,84 x 59,,,,,,,,,,,84 x 59,,,,,,,,,,,,,,,
3064682c-9333-561c-a57f-55e321e9a111,tg:lhps:26734_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,840.0,hoogte,millimeter,,,,,,,,,,,,,,,,
