ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatvoetsc,"h 20,5 b 15 d 18",,,,,,,,,,,,,,,"h 20,5 b 15 d 18 - height, width, depth, kenmerken/lhformatsc.lhformatvoetsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 33 b 22 d 25,,,,,,,,,,,,,,,"h 33 b 22 d 25 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,205,hoogte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,150,breedte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,180,diepte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,330,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,220,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,250,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:1121_#1,K2 B 58 B,02189262-b087-538f-93ef-c348651adadf,tr:lh:6342,234662,,,,,,,,,,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Marks,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Achteraan : <em>BOSCHMANS R</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,stone (worked rock),kenmerken/lhtechbasissc.lhtechsc,kenmerken/lhtechbasissc.lhkleur,white (color),,,,,,,,,,,,,,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heads (representations),,
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:71_#1,https://data.letterenhuis.be/ark:/24970/026ed033-b527-5104-b490-7f758bbbf556,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_AcquisitionNumbers,1,,,,29109,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_Acquisitions,1,tr:lh:1615,"dlod={""name"":""Archief van Julius J.B. Schrey"",""ark"":""ark:/24970/x0/8656f33e-3241-5674-ad2b-d988906811e6"",""uri"":""/repositories/11/accessions/172808"",""id"":""tr:lh:1615"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8656f33e-3241-5674-ad2b-d988906811e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Doos 1 / 3,Doos 1 / 3,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_Archives,1,,,,,,,,,,,isad:lh:134292,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/2387af41-93ed-599b-98d9-0f8dc0e5ca8f"",""uri"":""/repositories/11/archival_objects/14369247"",""id"":""isad:lh:134292"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Julius J.B. Schrey](au::16681)~"",""resourceArk"":""ark:/24970/x0/2f9e6e01-35d3-5f17-8ac5-4a7c01f235d7"",""resourceURI"":""/repositories/11/resources/10061748"",""resourceID"":""isad:lh:94035"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/2387af41-93ed-599b-98d9-0f8dc0e5ca8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatob.lhformathoob,24,,,,,,,,,,,,,,,"24 - dimension, kenmerken/lhformatob.lhformathoob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_Dimensions,,,,,,,kenmerken/lhformatob.lhformathoob,,,,,,,,,,,,,240,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhob,tg:lhob:71_#1,S 483 / V,026ed033-b527-5104-b490-7f758bbbf556,tr:lh:1615,29109,V3 B 1 A1,isad:lh:134292,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,wood (plant material),kenmerken/lhmateriaalob.lhmateriaalsoortob,kenmerken/lhmateriaalob.lhmateriaalkleurob,red (color),,,,,,,,,,,,,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeob,vschr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writing instruments,,
026ed033-b527-5104-b490-7f758bbbf556,tg:lhob:71_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.0,open
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1020_#1,https://data.letterenhuis.be/ark:/24970/02bc9c68-fd43-5ab8-9070-8300e552f62e,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_AcquisitionNumbers,1,,,,148416,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Acquisitions,1,tr:lh:6354,"dlod={""name"":""Archief van Maurice Gilliams"",""ark"":""ark:/24970/x0/dc1f2d87-1114-5e8a-aac6-9a0423dfd016"",""uri"":""/repositories/11/accessions/679881"",""id"":""tr:lh:6354"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dc1f2d87-1114-5e8a-aac6-9a0423dfd016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96700,"dlod={""name"":""Beeldhouwwerken"",""ark"":""ark:/24970/x0/eb5bbdbf-e66c-5eee-b73b-3d3c2d4d1c6a"",""uri"":""/repositories/11/archival_objects/10346903"",""id"":""isad:lh:96700"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van ~[Maurice Gilliams](au::7555)~"",""resourceArk"":""ark:/24970/x0/3294cf10-f1e4-5574-9cb0-0c22b1767235"",""resourceURI"":""/repositories/11/resources/2462822"",""resourceID"":""isad:lh:23017"",""capacity"":""Beeldhouwwerken"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/eb5bbdbf-e66c-5eee-b73b-3d3c2d4d1c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Conditions,1,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: verkleuring van de gips</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(07/09/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: verkleuring van de gips</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(07/09/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 28 b 18 d 15,,,,,,,,,,,,,,,"h 28 b 18 d 15 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,280,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,150,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:1020_#1,K2 B 47 C,02bc9c68-fd43-5ab8-9070-8300e552f62e,tr:lh:6354,148416,,isad:lh:96700,,,,,,,,,,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,death masks,,
02bc9c68-fd43-5ab8-9070-8300e552f62e,tg:lhsc:1020_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,permission required
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:699_#1,https://data.letterenhuis.be/ark:/24970/02ef797d-f739-5561-b9f8-939426c99220,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_AcquisitionNumbers,1,,,,50796/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>kleine licht-bruine vlekkenschimmel</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: een op rechterwang, een op linkerzijde vest<br />
(21/08/2001)</p>
</li>
</ul>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>kleine licht-bruine vlekkenschimmel</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: een op rechterwang, een op linkerzijde vest<br />
(21/08/2001)</p>
</li>
</ul>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,"h 49,5 b 36,3 d 3",,,,,,,,,,,,,,,"h 49,5 b 36,3 d 3 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,495,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,363,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,30,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:699_#1,K2 B 14 B,02ef797d-f739-5561-b9f8-939426c99220,,50796/1,,,,,,,,,,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rechtsonder: <em>Jan van Rijswijck</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,kenmerken/lhtechbasissc.lhkleur,beige (color),,,,,,,,,,,,,,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plaques (flat objects),,
02ef797d-f739-5561-b9f8-939426c99220,tg:lhsc:699_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:230_#1,https://data.letterenhuis.be/ark:/24970/031cd232-b652-5bf9-9c5c-b183565f1443,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_AcquisitionNumbers,1,,,,201537,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_Acquisitions,1,tr:lh:7776,"dlod={""name"":""Schenking van Rijkscentrum Frans Masereel"",""ark"":""ark:/24970/x0/1deaebdb-2cba-5436-a41d-15f19d2d21c8"",""uri"":""/repositories/11/accessions/832035"",""id"":""tr:lh:7776"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1deaebdb-2cba-5436-a41d-15f19d2d21c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Doos 11 / 9,Doos 11 / 9,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_Archives,1,,,,,,,,,,,isad:lh:134697,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/68b71e54-de31-54f0-b99e-3e7de6e8b25e"",""uri"":""/repositories/11/archival_objects/14412582"",""id"":""isad:lh:134697"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archiefstukken van ~[Frans Masereel](au::12318)~"",""resourceArk"":""ark:/24970/x0/e2f3fe4e-971b-5e8e-a380-f3cc29c8419a"",""resourceURI"":""/repositories/11/resources/10315338"",""resourceID"":""isad:lh:96405"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/68b71e54-de31-54f0-b99e-3e7de6e8b25e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_Conditions,1,,,,,,note.lhconditie,"<p>Gebroken aan de steel</p>
",,,,,,,,,"<p>Gebroken aan de steel</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamob,21,,,,,,,,,,,,,,,"21 - diameter, kenmerken.lhdiamob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamob,,,,,,,,,,,,,210,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhob,tg:lhob:230_#1,M 295 / V,031cd232-b652-5bf9-9c5c-b183565f1443,tr:lh:7776,201537,V3 B 1 A1,isad:lh:134697,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,wood (plant material),kenmerken/lhmateriaalob.lhmateriaalsoortob,kenmerken/lhmateriaalob.lhmateriaalkleurob,brown (color),,,,,,,,,,,,,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeob,vroo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smoking & recreational drug equipment,,
031cd232-b652-5bf9-9c5c-b183565f1443,tg:lhob:230_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0,permission required
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:725_#1,https://data.letterenhuis.be/ark:/24970/034f1ac0-3162-51c9-993a-1ec2408808a3,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_AcquisitionNumbers,1,,,,221309/13,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(21/08/2001)</p>
",,,,,,,,,"<ul>
<li>opp.vuil</li>
</ul>
<p>(21/08/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,"h 56 b 42,5 d 5 ",,,,,,,,,,,,,,,"h 56 b 42,5 d 5  - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,560,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,425,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,50,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:725_#1,K2 B 15 E,034f1ac0-3162-51c9-993a-1ec2408808a3,,221309/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rechtsonder: _O.Van Dongen _</p>
<p>Linksboven: <em>1853</em></p>
<p>Rechtsboven: _ 1916_</p>
<p>Onderaan: <em>EDWARD KEURVELS / 1853 8 MAART 1953</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,bronze (metal),kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plaques (flat objects),,
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,permission required
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:7199_#1,https://data.letterenhuis.be/ark:/24970/036b9a14-24f2-5ad0-865d-902a5b24012d,,,
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,e22_AcquisitionNumbers,1,,,,219231,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,e22_Conditions,2,,,,,,note.lhconditie,"<p>19/01/2007: Goed</p>
<p>OPPASSEN: het beeld is niet verankerd aan de sokkel!</p>
",,,,,,,,,"<p>19/01/2007: Goed</p>
<p>OPPASSEN: het beeld is niet verankerd aan de sokkel!</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatvoetsc,9 x 14 x 14,,,,,,,,,,,,,,,"9 x 14 x 14 - height, width, depth, kenmerken/lhformatsc.lhformatvoetsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 35 b 21 d 26,,,,,,,,,,,,,,,"h 35 b 21 d 26 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,90,hoogte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036b9a14-24f2-5ad0-865d-902a5b24012d,tg:lhsc:7199_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,140,breedte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
