ResourceID,brocade.id,card,order,adm.acquiredVia,Registration Number value,adm.isadPartOf,Location Number,adm.note,Warehouse Location (begin),Serial Number,Warehouse Location (ende)
05074748-061c-58bd-a419-c48de97af16f,tg:lhaq:9288,Items,1,tr:lh:7087,177575,isad:lh:95953,Planex GT / S 5621,,,,
8d814cfe-11f4-533e-b432-398ed79a9524,tg:lhaq:8860,Items,1,tr:lh:7497,197408/71,isad:lh:95953,S 5621 / I (Doos 2),,,,
10cba0ea-28a7-57bc-a240-9378953d3c21,tg:lhaq:8533,Items,1,,215880/3,,Planex GT / T 159,,,,
fd164bc6-f0b2-55ba-bd3d-208c01a24b72,tg:lhaq:6890,Items,1,,174218/5,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,,
316e6d09-d2e7-5ef5-b2d4-cc47d9d3473d,tg:lhaq:8924,Items,1,tr:lh:7497,197411/9,isad:lh:95953,S 5621 / I (Doos 2),De rol van de Gravin Capulet werd  door de actrice Germaine Loosveldt vertolkt.,,,
5d4d39a4-a061-59b7-9924-7b68d7c9fb6d,tg:lhaq:6193,Items,1,tr:lh:5482,107890/9,isad:lh:167333,,Voor opvoering K.N.S. van Antwerpen van 29-11-1952 tot 04-12-1952.,V1 B 75 C7,D 4813 / 324,
1f778223-61d2-5325-9998-35169837004e,tg:lhaq:8861,Items,1,tr:lh:7497,197408/72,isad:lh:95953,S 5621 / I (Doos 2),De rollen van burgers werden door de acteurs Paul S'Jongers en Bernard Verheyden vertolkt.,,,
d636da5f-3f05-54cd-87ec-a497eb09afaf,tg:lhaq:8532,Items,1,,215880/2,,Planex GT / T 159,,,,
ec029d5b-ba14-53fb-b026-def7a86b39b9,tg:lhaq:8359,Items,1,,215082/10,,GG 297 / I,,,,
976f8177-daf0-5700-86dd-bd5fd04fe743,tg:lhaq:8973,Items,1,tr:lh:7497,197412/47,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de neef van Katharina, een burger, werd door de acteur Paul 's Jongers vertolkt.",,,
94f80fce-a837-5506-8e8e-0eb92fe2340f,tg:lhaq:8070,Items,1,tr:lh:4778,94221,isad:lh:96027,SC 30 A 1,,,,
16f551c6-4372-5bc3-9182-cad91e94045c,tg:lhaq:8565,Items,1,,215880/31,,Planex GT / T 159,,,,
1162347d-940f-5294-99a6-9aae1eb51d87,tg:lhaq:8836,Items,1,tr:lh:7497,197408/52,isad:lh:95953,S 5621 / I (Doos 2),De rol van Marie werd door de actrice Julienne de Bruyn vertolkt.,,,
568c50e7-a8c5-585c-9c0d-4af430d53eca,tg:lhaq:8965,Items,1,tr:lh:7497,197412/40,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de vader van Katherina, een schamel burger, werd door de acteur Jan Cammans vertolkt.",,,
95b34655-d02b-5432-ae66-dd4a1340c23a,tg:lhaq:8318,Items,1,tr:lh:1987,37028/10,isad:lh:95994,Planex GT / V 3965,,,,
f4c942eb-3601-5356-b92a-75fa833850b0,tg:lhaq:8748,Items,1,,174222/5,,Planex GT / T 159,,,,
59028086-2451-5966-b5b7-c5ac230afad5,tg:lhaq:9270,Items,1,tr:lh:7087,177571/1-3,isad:lh:95953,S 5621 / I (Doos 4),,,,
38f03624-8998-5ed8-a409-70a7ab783ae2,tg:lhaq:8932,Items,1,tr:lh:7497,197411/17,isad:lh:95953,S 5621 / I (Doos 2),De rol van Chorus werd  door de acteur Jos Mahu vertolkt.,,,
04918ad4-fca5-50cf-aa44-74afefd4508c,tg:lhaq:8877,Items,1,tr:lh:7497,197408/86,isad:lh:95953,S 5621 / I (Doos 2),De rol van Mijnheer Moortgat werd door de acteur Luc Philips vertolkt.,,,
68b202e5-0dde-582e-bc33-c8a7b70cb52a,tg:lhaq:8699,Items,1,tr:lh:4996,99068/6,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,,
80844a2e-61ae-5ef6-ae22-c68180241ff2,tg:lhaq:8363,Items,1,,215082/14,,GG 297 / I,,,,
d6b22071-cdb1-57b0-982d-ec06acb5dca9,tg:lhaq:8676,Items,1,tr:lh:2339,44074/13,isad:lh:96034,V 114 / I (Doos 1),,,,
9d64e014-57f1-5288-af8d-e4becab847d3,tg:lhaq:9067,Items,1,tr:lh:9195,220639/1a-b,isad:lh:95930,S 7265 / I,,,,
534c5161-9e14-50e7-8afc-705530063afc,tg:lhaq:4069,Items,1,,203500/5,isad:lh:95957,M 2475 / I,,,,
aad15af5-5ab2-50ec-a476-ea786d314968,tg:lhaq:5228,Items,1,tr:lh:4853,112515,isad:lh:95972,L 975 / I,,,,
3286d8d4-eb04-5c52-a779-211de6fbde19,tg:lhaq:2369,Items,1,,76467/1,,SC 49 C 1,"**Opvoering:** KNS van Antwerpen van af 13-09-1930, de regie was van Joris
Diels.

Drie tekeningen (76467/1-3) in éen langwerpige kader.",,,
0d1e2d29-7197-5321-945c-018f2097087f,tg:lhaq:8764,Items,1,,174222/20,,Planex GT / T 159,,,,
e21fc71c-939f-54a0-bc69-8015024f0f6e,tg:lhaq:2693,Items,1,tr:lh:2886,58599,isad:lh:95932,Planex GT / C,,,,
ebe072c8-0b74-5980-979e-814241114bb9,tg:lhaq:9030,Items,1,tr:lh:7497,197415/30,isad:lh:95953,S 5621 / I (Doos 3),,,,
67b64ade-8b8b-5977-995f-7617e61bd899,tg:lhaq:8621,Items,1,tr:lh:1987,37028/13,isad:lh:95994,Planex GT / V 3965,,,,
e8838c97-be2f-5496-8e37-aff247cd2c21,tg:lhaq:6845,Items,1,tr:lh:7634,212577/1,isad:lh:132095,Planex GT 905,"**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys",,,
ee3316cc-9384-576e-862d-6b1638bce9d6,tg:lhaq:2555,Items,1,,198440,,SC 48 B 2,,,,
3bb75f52-3378-595a-a8fe-fc831cb0e25d,tg:lhaq:7307,Items,1,tr:lh:5300,104358/16,isad:lh:96017,V 444 / I,,,,
bd724132-645c-5a8e-ab0c-10736f25948a,tg:lhaq:6900,Items,1,tr:lh:4759,92882,isad:lh:96013,Planex GT / K 4146,,,,
94297c32-5a83-5bdc-ac4b-52ef329797fb,tg:lhaq:5510,Items,1,tr:lh:7876,213470/3,isad:lh:95980,W 7562 / I,,,,
a2d69d92-eb0f-5edd-8a20-75dfa96fdfae,tg:lhaq:8322,Items,1,tr:lh:1987,37028/45,isad:lh:95994,Planex GT / V 3965,,,,
b871627f-383d-53d3-a786-a9897e812826,tg:lhaq:8908,Items,1,tr:lh:7497,197410/5,isad:lh:95953,S 5621 / I (Doos 2),De rol van Kopecka werd door de actrice Yolande Markey vertolkt.,,,
b09551d9-e312-52ba-9b34-e0a938574f80,tg:lhaq:5117,Items,1,tr:lh:7786,201669/1,isad:lh:95968,SC 03 B 1,,,,
00c83b2d-af37-5829-b5bd-00c81e69deec,tg:lhaq:8375,Items,1,,215082/22,,GG 297 / I,,,,
0212184d-4bee-583b-9c00-d727a0268f45,tg:lhaq:9134,Items,1,tr:lh:9930,218018/1,isad:lh:96055,Planex GT / H 50494,"Twee dezelfde decorontwerpen (licht variërend van kleur) uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,
c12d5c03-d5f3-5166-854a-a882b6466a70,tg:lhaq:8549,Items,1,,215880/19,,Planex GT / T 159,,,,
f593baba-0cad-5e73-a565-f0a9ceff64e1,tg:lhaq:8882,Items,1,tr:lh:7497,197408/90,isad:lh:95953,S 5621 / I (Doos 2),De rol van de snol Mol werd door de actrice Tine Balder vertolkt.,,,
359eb4fb-2c96-55ed-bcbc-637bc4e17049,tg:lhaq:8928,Items,1,tr:lh:7497,197411/13,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Mercutio, vriend van Romeo, werd  door de acteur Hector Camerlynk vertolkt.",,,
42339bf7-86dd-5e90-9b5c-bf99d9f3128f,tg:lhaq:6873,Items,1,tr:lh:5826,122913/1,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,,
1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,tg:lhaq:5475,Items,1,tr:lh:5006,99191/30,isad:lh:95916,W 655 / I,,,,
1043788a-9bd4-5a6a-bce4-6708703af724,tg:lhaq:9006,Items,1,tr:lh:7497,197413/30,isad:lh:95953,S 5621 / I (Doos 3),,,,
5d29f6d1-79f2-5585-9609-9c26776c677f,tg:lhaq:8752,Items,1,,174222/8A,,Planex GT / T 159,,,,
eafb6548-707d-54f2-8e89-fd36ce009b98,tg:lhaq:7389,Items,1,tr:lh:5300,104433/a,isad:lh:96017,V 444 / I,,,,
941ec20f-8349-5538-b187-1e366f4542fa,tg:lhaq:8990,Items,1,tr:lh:7497,197413/13,isad:lh:95953,S 5621 / I (Doos 3),,,,
e7fd1303-e59c-5f46-802b-11340ed982e0,tg:lhaq:9378,Items,1,tr:lh:7337,195174/57,isad:lh:127935,O 393 / Doos 11,,V1 B 75 C6,,
c0955d3a-fead-510a-b278-0b0502505ae7,tg:lhaq:8569,Items,1,,215880/35,,Planex GT / T 159,,,,
22ee8826-ff80-52cc-aa8e-db89439de95a,tg:lhaq:9051,Items,1,tr:lh:7497,197417/8,isad:lh:95953,S 5621 / I (Doos 3),,,,
91defb70-d8dc-576c-9a0d-c7264da88b21,tg:lhaq:9401,Items,1,,,isad:lh:145680,S 594 / I,,,,
dd278f86-a71a-56e1-916d-4fa73cedce7f,tg:lhaq:8705,Items,1,tr:lh:4841,106059/1,,S 5621 / I (Doos 1),,,,
bab8aa43-65fb-56ba-9099-9529f63b417b,tg:lhaq:8355,Items,1,,215082/6,,GG 297 / I,,,,
cffdb34a-55ad-5386-8472-4bb5ddd5771c,tg:lhaq:511,Items,1,tr:lh:6342,234522,isad:lh:109652,V1 B,,,,
ee19d9f9-57dd-5eb2-83f0-91e4cdfcca4a,tg:lhaq:4376,Items,1,,200722/2,,Planex GT / N 1702,Opgedragen aan Marina Candael.,,,
10419960-ffdd-57b5-a00f-93868c9ae28d,tg:lhaq:8969,Items,1,tr:lh:7497,197412/43,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de moeder van Dierik, een eerbare vrouw, werd door de actrice Martha de Wachter vertolkt.",,,
a672e900-3637-5e29-94f4-dbabf55a30bf,tg:lhaq:6977,Items,1,tr:lh:2432,216830/6,isad:lh:126725,D 1175 / I (Doos 1),,,,
28629f89-b3c1-5e3e-8522-27aee1ce0edf,tg:lhaq:7262,Items,1,tr:lh:5300,104373/5a,isad:lh:96017,V 444 / I,,,,
175d3195-129d-547b-9569-5c4fc621c768,tg:lhaq:9010,Items,1,tr:lh:7497,197413/35,isad:lh:95953,S 5621 / I (Doos 3),,,,
201f8542-8b9b-5dbd-8d10-d529415c1d10,tg:lhaq:5463,Items,1,tr:lh:5006,99191/3,isad:lh:95916,W 655 / I,,,,
59c82674-92dc-56f8-bfa0-d83a226450f2,tg:lhaq:8744,Items,1,,174222/1,,Planex GT / T 159,,,,
5dce486b-0179-5973-b848-3d991389f193,tg:lhaq:8314,Items,1,tr:lh:1987,37028/5,isad:lh:95994,Planex GT / V 3965,,,,
ffcf2c07-215e-53cb-9287-2c09fa338d87,tg:lhaq:8553,Items,1,,215880/23,,Planex GT / T 159,,,,
a7790ff6-256d-5844-bd3a-ddcb80da33c1,tg:lhaq:4065,Items,1,,203500/1,isad:lh:95957,M 2475 / I,,,,
0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,tg:lhaq:8695,Items,1,tr:lh:4996,99068/2,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,V1 B,,
2ecdfa6f-00a0-5da0-ae27-146936fbb422,tg:lhaq:8380,Items,1,,215082/27,,GG 297 / I,,,,
0da47e8f-ff23-50d9-84dd-3773ec6934ac,tg:lhaq:2627,Items,1,tr:lh:5190,102771/3,isad:lh:95930,Planex GT / S,,,,
99989306-baee-59db-8faa-05586d390561,tg:lhaq:6849,Items,1,tr:lh:6511,160062/2,isad:lh:96010,Planex GT 905,,,,
8296064e-09eb-5f78-a242-308ab7b1b2ad,tg:lhaq:8857,Items,1,tr:lh:7497,197408/68,isad:lh:95953,S 5621 / I (Doos 2),"De rollen van havenarbeiders werden door de acteurs Peter Stryncks, Bernard Verheyden en Herbert Flack vertolkt.",,,
f3232377-68d6-5683-9cf5-6396a20fb088,tg:lhaq:8912,Items,1,tr:lh:7497,197410/9,isad:lh:95953,S 5621 / I (Doos 2),De rol van Anna werd door de actrice Greta Verniers vertolkt.,,,
283b45ee-6871-5124-9b71-fc35bd3cdfa6,tg:lhaq:8338,Items,1,,115882/4,,Planex GT / V 36657,,,,
34407599-55b7-5a9b-be96-3333e30c37db,tg:lhaq:8768,Items,1,,174222/24,,Planex GT / T 159,,,,
da23c7f0-8dc6-594b-a25e-0cd2428c7830,tg:lhaq:8787,Items,1,tr:lh:7497,197406/3,isad:lh:95953,S 5621 / I (Doos 2),,,,
0178c95e-fa04-5399-b753-4c71e36df855,tg:lhaq:8841,Items,1,tr:lh:7497,197408/54,isad:lh:95953,S 5621 / I (Doos 2),"De rollen van havenarbeiders werden door de acteurs Peter Stryncks, Bernard Verheyden en Herbert Flack vertolkt.",,,
adfaa211-c92c-58d7-8f8b-cd0a2283573a,tg:lhaq:7258,Items,1,tr:lh:5300,104373/1,isad:lh:96017,V 444 / I,,,,
a91f2588-51b9-5a52-bbac-19b8e75dff8a,tg:lhaq:8904,Items,1,tr:lh:7497,197410/1,isad:lh:95953,S 5621 / I (Doos 2),De rol van Hitler werd door de acteur Robert van der Veken vertolkt.,,,
c88b8417-4e4d-588e-8563-06cef387aedf,tg:lhaq:8791,Items,1,tr:lh:7497,197407/19,isad:lh:95953,S 5621 / I (Doos 2),,,,
14130220-fc08-5fd4-8daf-baacbb9e21bf,tg:lhaq:8545,Items,1,,215880/15,,Planex GT / T 159,,,,
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,Items,1,,220476,isad:lh:96043,Planex KP / H 7653,,,,
64e3ce05-d87f-518b-8f37-08527b19aa6d,tg:lhaq:8400,Items,1,,215082/47,,GG 297 / I,,,,
19b37ec2-df19-5bca-897c-20a08d2c43c4,tg:lhaq:9138,Items,1,tr:lh:9930,218018/6,isad:lh:96055,Planex GT / H 50494,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,
f7d4daea-7676-5d9d-a9e7-931c8b75eff3,tg:lhaq:8683,Items,1,tr:lh:2339,44074/20,isad:lh:96034,V 114 / I (Doos 1),,,,
95d2f088-9016-5977-a73f-965fefdcf45e,tg:lhaq:8379,Items,1,,215082/26,,GG 297 / I,,,,
9c92da01-0b33-51c5-9461-36e52b804e63,tg:lhaq:7599,Items,1,tr:lh:5702,109861/66,isad:lh:100726,P 7385 / I (doos 1),Langs links annotaties ter kleurgebruik.,,,
6b19b4c5-0e8b-58c3-97fd-9aeab1fca1af,tg:lhaq:8396,Items,1,,215082/43,,GG 297 / I,,,,
58d15ccf-75d6-577e-a7f7-9e98a43a6e7d,tg:lhaq:6388,Items,1,tr:lh:5436,107417/7,isad:lh:95992,Planex GT / S,"**Publicatie**_De trein der traagheid. Vervolgverhaal in 5 delen_, in: _Het Spoor_, nr. 187 (maart 1972), p. 34. **Achterkant: **met potlood, aanwijzijngen voor de drukker en __mars '72_ / _dessin 2_ / _page 34__",,,
5f6a8491-f85b-593e-912a-e7b31d42606d,tg:lhpa:379,Items,1,tr:lh:1851,34452,isad:lh:96154,,,,,
c2caaf00-ab40-5346-86b4-5a5ec02b6d96,tg:lhpa:2560,Items,1,,198461,,SC 72 A 1,,,,
db8b420e-ceae-5216-b40c-b6573ce02f1a,tg:lhpa:396,Items,1,tr:lh:7410,196168,isad:lh:96160,SC 14 A 1,,,,
7eb288d5-d591-5391-a01e-c3eccd423a59,tg:lhpa:9639,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
d72ce854-90a2-58bb-869b-81606d0abdcd,tg:lhpa:9510,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I Planex GT,,,,
82a2f720-2e4a-5eef-ab4d-d47974b9fae6,tg:lhpa:9455,Items,1,,,isad:lh:120754,,,,CC 174 /1,
b84ae808-1332-5bc6-bcbe-775f41598b90,tg:lhpa:400,Items,1,,196713,,SC 10 B 2,,,,
ac3c0f60-a19b-5e21-bf7e-c05efbd45aa4,tg:lhpa:9681,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
f97cd8e0-8673-50d8-ba7c-5d2281e3c12f,tg:lhpa:284,Items,1,,101675,,P 616 / I,,V1 B 18 A1,,
fac05dfe-60c4-50ba-8cdc-bf8bf056d4e6,tg:lhpa:142,Items,1,tr:lh:972,18193,isad:lh:96087,SC 09 A 2,,,,
adeabff7-b626-5821-9647-8f84e3cfd829,tg:lhpa:292,Items,1,tr:lh:6831,168692,isad:lh:96125,SC 03 A 1,,,,
3812fb5f-a88b-5993-a418-9458230aea28,tg:lhpa:9697,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
a318fa0d-6327-5391-9409-ee5b96eadfed,tg:lhpa:338,Items,1,,75203,,SC 05 D 1,,,,
1ffac3ee-5b69-5197-8a6e-1427a3379d08,tg:lhpa:7373,Items,1,tr:lh:5300,104435/3,isad:lh:96222,V 444 / I,,,,
4401323a-2361-570f-a17d-59791c2338c0,tg:lhpa:9678,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
e33d42c9-40fc-59f3-8a5b-82a0aa46620d,tg:lhpa:9802,Items,1,tr:lh:140117,,,D 59 / SC,,,,
520cfdf9-6367-55d3-b906-8b1b8ecacb71,tg:lhpa:154,Items,1,tr:lh:4778,94178/4,isad:lh:96096,SC 30 A 1,De drager is mogelijk geolied papier,,,
00850040-6ff5-52ec-a026-ae40c66b24a2,tg:lhpa:9414,Items,1,tr:lh:9401,300002,isad:lh:96247,SC 14 C 1,,,,
fe4e1877-1914-5f46-8deb-fe6208f7bf18,tg:lhpa:380,Items,1,,145594,,SC 37 A 1,,,,
b67562ab-1568-5b91-9c46-7484faf5e09b,tg:lhpa:6923,Items,1,,221309/1,,SC 09 D 2,,,,
9813c0e2-1e21-52d0-bb93-b7b45ae82c26,tg:lhpa:9506,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I Planex GT,,,,
4d44907a-cd06-579d-9173-b33bbb493f95,tg:lhpa:103,Items,1,tr:lh:4750,92189/1,isad:lh:96082,SC 06 A 1,,,,
76aa1f89-1832-5dae-83da-2d8689f6bf52,tg:lhpa:9443,Items,1,,,isad:lh:120480,,,,CC 174 / 1,
5603900f-6ea9-5c8c-8e8c-113427a313ad,tg:lhpa:9654,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
1c7905f1-89d5-51c1-8ec3-412235e98ced,tg:lhpa:251,Items,1,,88599,,SC 10 E 2,,,,
1494f174-7e03-5479-aa9f-e992a7894b10,tg:lhpa:601,Items,1,,197614,,SC 26 A 2,,,,
9870f0ee-2fa4-5e40-9913-86c6a4856e85,tg:lhpa:314,Items,1,tr:lh:2397,47851,isad:lh:96131,SC 07 D 2,,,,
a288f989-d3b3-55f4-8f57-adc61eab22d3,tg:lhpa:9711,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
e2ec72af-49ce-532b-8579-da044cef0a3e,tg:lhpa:9592,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
e93f8957-6df4-5013-a61e-08682f331835,tg:lhpa:9438,Items,1,,,isad:lh:120470,,,,CC 174 / 1,
3531132d-f315-57d6-8f8f-9cb24486e57b,tg:lhpa:482,Items,1,tr:lh:6323,,isad:lh:96173,SC 01 A 1,,,,
73601230-0605-5dcd-9bf6-42c3440a0e55,tg:lhpa:9603,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
df120a8b-f672-538e-82fc-c7fb8f02e6e7,tg:lhpa:9746,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
6bd0e668-01b9-5c19-ae28-f9528ed9f9e9,tg:lhpa:343,Items,1,tr:lh:2212,42163/1,,V3 D,,,,
16142d6f-6255-5d76-b4ee-aef6e8dc8f4c,tg:lhpa:590,Items,1,tr:lh:6202,143720,,SC 21 A 1,paneel met doekstructuur tegen spieraam gekleefd,,,
e9f0ec00-3c75-53e3-9a9b-9a80b2d840d9,tg:lhpa:9195,Items,1,,220951,isad:lh:96238,I Planex GP,,,,
6d4fa3b4-8a0c-5b4c-8e56-99528b3f5c30,tg:lhpa:98,Items,1,,71581,,V1 B,,,,
b7b2b902-03f6-5f1b-a480-8558ee48b888,tg:lhpa:77,Items,1,,75356,,SC 16 C 2,,,,
f0447fca-17f5-51b2-94c2-467c6f9f3101,tg:lhpa:9480,Items,1,,,isad:lh:128179,G 21795 / I,,,,
350dda1d-5ddb-51c1-a7e7-99105c69ebec,tg:lhpa:9615,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
a20cd3da-4907-5c85-a850-c7330405ebb8,tg:lhpa:210,Items,1,,89463,,SC 05 D 1,,,,
bd87811a-f6a4-5342-a410-26f67531ceb0,tg:lhpa:640,Items,1,,216704,isad:lh:96200,SC 29 A 1,"Edouard Huberti noemde Marie Elizabeth Belpaire ook Mieke in zijn brieven aan haar. **Publicatie** Belpaire, Marie Elizabeth, _Kunst- en levensbeelden_. Antwerpen: Buschmann, 1913, 2de druk, p. 291.",,,
de7575d6-d37e-5523-ab2a-9a6898c06a42,tg:lhpa:355,Items,1,,105503,,SC 18 C 2,,,,
65a2f5ca-d001-547f-b29a-61a7fd359258,tg:lhpa:9183,Items,1,tr:lh:9617,220844/1-6,isad:lh:96232,L 1149 / I,,,,
2d00bf8c-56ad-5801-9932-4d44bd12c0e8,tg:lhpa:586,Items,1,tr:lh:7266,195202,isad:lh:96195,SC 20 C 1,,,,
c6a14f47-5a04-57e5-8b3e-9c5f36ea301a,tg:lhpa:9479,Items,1,,,isad:lh:128179,G 21795 / I (Doos 1),,,,
c29d2a4b-3611-5a63-9a8c-e2bf8e704d80,tg:lhpa:9496,Items,1,tr:lh:6625,162126/3,isad:lh:96064,SC 26 A 1,,,,
702ea6c1-30a2-5d48-997c-7dcdcb166bde,tg:lhpa:569,Items,1,,179779,,SC 16 A 2,,,,
4ebc82ac-648a-5279-b863-f86a881a4713,tg:lhpa:139,Items,1,,43334/1,,SC 27 D 1,,,,
81aa5c8d-1a55-5f1f-ab36-3c02e5b0bb76,tg:lhpa:61,Items,1,tr:lh:1394,24024,,SC 21 E 2,,,,
e2f5d299-d40c-5004-8d79-ae597578efcb,tg:lhpa:617,Items,1,tr:lh:6354,148397,isad:lh:96158,Planex 5 / G 395,,,,
85776233-fe15-57c4-adda-ec8ffe6b34fe,tg:lhpa:247,Items,1,tr:lh:2819,55902,,SC 09 D 1,,,,
16e4c6ee-97d7-502a-b868-d3a741713b94,tg:lhpa:9642,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
c3d9a9d3-eddf-5aeb-beb7-e6a9e06407fd,tg:lhpa:9707,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
b5616fb4-9bb0-5d97-b0a5-404ef5a8cf5a,tg:lhpa:302,Items,1,tr:lh:3755,72196,isad:lh:96128,SC 12 A 1,,,,
05a65fb2-1f9a-5999-a1fa-45853ec86b80,tg:lhpa:9584,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
dfcba7d3-2553-5453-b4fc-e043ee65b570,tg:lhpa:36,Items,1,tr:lh:3791,72959/2,isad:lh:96070,SC 09 B 1,"Lode Baekelmans heeft zelf beweerd dat het portret een voorouder voorstelt, maar dat wordt nergens bevestigd.",,,
c0ae4346-dd83-51bc-972e-2c7380e10081,tg:lhpa:549,Items,1,,40868/b,,SC 09 B 2,,,,
1160b4f3-7ca0-5213-b62f-42f1eea62d70,tg:lhpa:9459,Items,1,tr:lh:7337,195165/12,isad:lh:127424,O 393 / Doos 10,,,,
5513fefe-9541-5398-9865-850bfa47d42e,tg:lhpa:375,Items,1,,52566,,SC 21 A 1,,,,
63b4c2a5-77f7-52fc-bbdd-e6a4e83750c6,tg:lhpa:9770,Items,1,tr:lh:134049,,isad:lh:96227,Planex GT / V 114,,,,
88407ad7-f9a0-5b2d-832d-65051ee2fe63,tg:lhpa:9635,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
07043d6c-a589-5e3b-84fa-c9903f499d6b,tg:lhpa:230,Items,1,,52098,,SC 24 B 2,,,,
06e83595-7bbe-5462-bfed-1f006d939837,tg:lhpa:9818,Items,1,,,isad:lh:164979,Planex GT / C 2435,,,,
a785297c-6cb8-5ee3-8ea9-5ea11aea07fa,tg:lhpa:288,Items,1,,104536,,SC 09 E 1,Kopie naar het Rubensportret in het Rubenshuis,,,
9d94a289-e69e-5df8-8461-3be914d9bf2c,tg:lhpa:9727,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
702df348-01bf-5299-9af3-9f1f9af38fc8,tg:lhpa:322,Items,1,tr:lh:760,14373,isad:lh:96130,SC 10 C 1,,,,
b381ef8b-c2ad-5ae4-bc9a-7d09fc7a7d6d,tg:lhpa:7369,Items,1,tr:lh:5300,104435/1,isad:lh:96222,V 444 / I,,,,
a96b42db-2973-53e9-b2fe-3cbe7b942cd5,tg:lhpa:637,Items,1,,216707,isad:lh:96200,SC 29 C 1,,,,
e55a114a-6419-56b9-90d0-9b39b737cf79,tg:lhpa:267,Items,1,tr:lh:2761,54631,,SC 09 A 2,,,,
6e07d7f7-7dc2-5c9c-b592-f43c562f3f46,tg:lhpa:9662,Items,1,tr:lh:110365,,isad:lh:133454,GG 308 / I (Doos 2),,,,
c8c0e8b6-f81e-5a73-a3c0-23a631caad66,tg:lhpa:158,Items,1,,75213,,SC 15 C 1,,,,
6545879f-ad88-550f-bdeb-735b7ff203e4,tg:lhpa:9418,Items,1,tr:lh:97978,221542,isad:lh:103803,I 11 / I,,V1 B 19 C2,,
f3ff1eee-3378-5c78-8710-4ddb0792ab2b,tg:lhpa:334,Items,1,tr:lh:1517,27439,,SC 06 E 2,,,,
c3e9ac48-815b-5a3e-a703-9b55929f0889,tg:lhpa:9731,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
3c7df989-7a42-5f8e-98e7-4b9a09dd7f0f,tg:lhpa:9674,Items,1,,,isad:lh:133454,GG 308 / I (Doos 1),,,,
825127e7-56a8-5c82-b9d8-9f015a1ad022,tg:lhpa:271,Items,1,tr:lh:965,18099,isad:lh:96119,O 1622/I,,V1 B 7 D1,,
64674d62-44e8-51ba-811f-9272580f0320,tg:lhpa:621,Items,1,tr:lh:6990,174823,isad:lh:96177,"Planex GT / VI, 7",,,,
2558e195-0c14-5a53-87bc-0574d2f88030,tg:lhpa:2192,Items,1,,200271,,SC 26 A 1,,,,
35905dd3-37e7-5e9a-9982-59a05387f272,tg:lhpa:9766,Items,1,tr:lh:126474,,,,preciosa,V2 F,,
39fd835a-bf9b-5a2e-8958-24bc2bacf7fc,tg:lhpa:363,Items,1,,75200,,SC 12 D 2,,,,
f2889b12-4ffd-5971-8f3a-fdcefb16ee8a,tg:lhpa:2595,Items,1,,102979,,Planex GP / G 3633,,,,
