ResourceID,brocade.id,card,order,External Relation Note,External Relation,External Relation URL,External Relation URL Type,External Relation Note Language,External Relation Note Type
b5df254f-3e39-5e47-9de5-a7717f0c1eb0,tg:lhtk:9615,ExternalRelations,1,"dl. 1, naast p. 49",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571519,Publicaties in de Anet catalogus,Nederlands,remarks
798a25b8-d990-5973-9b48-33f9002d6a12,tg:lhtk:10062,ExternalRelations,1,Plaat 34,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
72c79e51-f809-532b-8208-ec92edaf210b,tg:lhtk:9750,ExternalRelations,1,"dl. 2, naast p. 24",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124819,Publicaties in de Anet catalogus,Nederlands,remarks
f901559e-df1e-5a27-bb71-10bb557b7d2c,tg:lhtk:10170,ExternalRelations,1,1855,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
7a9a4926-33ba-5561-aa68-7066689914e5,tg:lhtk:9642,ExternalRelations,1, naast p. 17,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571547,Publicaties in de Anet catalogus,Nederlands,remarks
48cca92e-0741-5195-b8c5-e6cf29dfd7a3,tg:lhtk:9707,ExternalRelations,1,frontispies,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571596,Publicaties in de Anet catalogus,Nederlands,remarks
90654b42-acae-5d0c-aa79-04cd3d10ef53,tg:lhtk:10035,ExternalRelations,1,Plaat 10,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
add49fd7-e0f9-5b9e-86cb-87f29ad3d739,tg:lhtk:9584,ExternalRelations,1,naast p. 108,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571494,Publicaties in de Anet catalogus,Nederlands,remarks
160d5a98-5f51-51fa-bc2b-62661daa629e,tg:lhtk:9992,ExternalRelations,1,"jg. 1 (1855), p. 14",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
f0bdc2e7-472d-566e-8e7e-63f049506b9a,tg:lhtk:9838,ExternalRelations,1,naast p. 206,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:572372,Publicaties in de Anet catalogus,Nederlands,remarks
13929fd3-4072-5320-8329-d500bf3db769,tg:lhtk:13475,ExternalRelations,1,afbeelding pag. 133,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:1077172,Publicaties in de Anet catalogus,Nederlands,remarks
ec23661f-7b02-5e04-b89c-7986144e47f2,tg:lhtk:13547,ExternalRelations,1,pag. 260 en 261,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:135383,Publicaties in de Anet catalogus,Nederlands,remarks
ca1dff12-87b2-57e7-85e1-839cd12ab30b,tg:lhtk:14282,ExternalRelations,1,Dit is illustratie 41 op p.185,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:609606,Publicaties in de Anet catalogus,Nederlands,remarks
f13d9f6c-659a-5457-87dd-f54dcbb237d0,tg:lhtk:10042,ExternalRelations,1,Plaat 16,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
757dc700-85bc-57f9-8ab8-4f7b4b97fd80,tg:lhtk:9770,ExternalRelations,1,naast p. 15,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124822,Publicaties in de Anet catalogus,Nederlands,remarks
de1dd4a2-afdf-5bd3-8f1e-4d8bc8f0e3b5,tg:lhtk:9635,ExternalRelations,1,naast p. 41,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572059,Publicaties in de Anet catalogus,Nederlands,remarks
41d1191b-d795-5474-a0cb-92bb875b156d,tg:lhtk:9818,ExternalRelations,1,"Dl. 2, naast p. 41",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572055,Publicaties in de Anet catalogus,Nederlands,remarks
251df501-5622-5aaf-8052-d38151abe1b0,tg:lhtk:13455,ExternalRelations,1,Afbeelding pag. 82,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:1077172,Publicaties in de Anet catalogus,Nederlands,remarks
10d2a94a-ab02-5e99-a70e-d7c79c4bab57,tg:lhtk:9727,ExternalRelations,1,naast p. 200,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571612,Publicaties in de Anet catalogus,Nederlands,remarks
5804524d-4037-5994-a183-02d7b71a832e,tg:lhtk:14955,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:1116679,Publicaties in de Anet catalogus,,
adfc172d-a8ca-5351-a159-c6e9eaf2efbe,tg:lhtk:10015,ExternalRelations,1,"jg. 4 (1858), p. 73",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
68d5f354-3ac9-563e-b74e-3d3a1618cf87,tg:lhtk:10003,ExternalRelations,1,"jg. 1 (1855), p. 42",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
127351f0-cbdc-5fee-a67d-7aa5290384e8,tg:lhtk:14943,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:1116679,Publicaties in de Anet catalogus,,
99f51d92-6f82-5360-b0ef-df01f0f021d3,tg:lhtk:9731,ExternalRelations,1,"naast p. 127 (of 126 bij ongesigneerde, vervalste afbeelding)",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:124814,Publicaties in de Anet catalogus,Nederlands,remarks
8666e0f7-3fd9-539b-bf0a-f564ea123e1b,tg:lhtk:9674,ExternalRelations,1,naast p. 95,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:571552,Publicaties in de Anet catalogus,Nederlands,remarks
2e795f89-8148-5704-bfba-05dd394fdce0,tg:lhtk:10238,ExternalRelations,1,1882,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:115034,Publicaties in de Anet catalogus,Nederlands,remarks
8e8d6e30-bedc-5937-83fb-13431d44e517,tg:lhtk:9859,ExternalRelations,1,frontispies,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:124886,Publicaties in de Anet catalogus,Nederlands,remarks
5234909e-7a0b-5151-a4a0-c3a2d9e6f42f,tg:lhtk:9766,ExternalRelations,1,naast p. 84,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571481,Publicaties in de Anet catalogus,Nederlands,remarks
029867e6-ea38-5f76-a9a8-3fdf13fda5b8,tg:lhtk:10054,ExternalRelations,1,Plaat 27,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:649252,Publicaties in de Anet catalogus,Nederlands,remarks
0c4d6906-d1d8-5802-8a3b-4017e9bd8713,tg:lhtk:10111,ExternalRelations,1,Dl. II,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:609032,Publicaties in de Anet catalogus,Nederlands,remarks
5fafff1e-b500-5311-8057-ff7debd507ff,tg:lhtk:13480,ExternalRelations,1,afbeelding pag. 168,gerelateerde publicatie,https://anet.be/record/opacanet/c:lvd:1077172,Publicaties in de Anet catalogus,Nederlands,remarks
f438e5c6-a2c2-5de4-9415-76a267d7e412,tg:lhtk:9967,ExternalRelations,1,,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:6158656,Publicaties in de Anet catalogus,,
7225a46b-373f-52d1-9aa3-1ecfa7a1bc1e,tg:lhtk:9988,ExternalRelations,1,"jg. 1 (1855), p. 1",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:115060,Publicaties in de Anet catalogus,Nederlands,remarks
0e9582bd-86e7-56a6-883b-a6c8bc314f2b,tg:lhtk:9822,ExternalRelations,1,"Dl. 2, naast p. 209",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:572055,Publicaties in de Anet catalogus,Nederlands,remarks
d1da2956-373d-57eb-bee5-2427d6185851,tg:lhtk:9571,ExternalRelations,1,"dl. I, naast p. 171",gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:571491,Publicaties in de Anet catalogus,Nederlands,remarks
f1fb41a3-2e68-542d-848f-c9efbda1992e,tg:lhtk:14200,ExternalRelations,1,Dit is illustratie 22 op p.87,gepubliceerd in /als,https://anet.be/record/opacanet/c:lvd:609606,Publicaties in de Anet catalogus,Nederlands,remarks
