Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubhs:143,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:143/N,8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,BE-ANN14/hs/RA001/122/083,Handgeschreven,"16 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:114,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:114/N,18735cac-fb72-587a-a72c-5e04d3655815,BE-ANN14/hs/RA001/122/055,Handgeschreven,"16 x 10 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/18735cac-fb72-587a-a72c-5e04d3655815'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:47,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:47/N,86600d7a-ac3d-51e3-9e1a-b63888d9bba4,BE-ANN14/hs/RA001/001/43,Handgeschreven,"12,3 x 8,5 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/86600d7a-ac3d-51e3-9e1a-b63888d9bba4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:148,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:148/N,4a5d8e8c-601e-58d6-83be-195dea6361b9,BE-ANN14/hs/RA001/122/088,Handgeschreven,16 x 10 x 2,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4a5d8e8c-601e-58d6-83be-195dea6361b9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:10,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:10/N,02feda08-6016-59e2-8d63-e116729cdb80,BE-ANN14/hs/RA001/001/6,Handgeschreven,"13,3 x 8 x 0,7",Maximum,60,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/02feda08-6016-59e2-8d63-e116729cdb80'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:109,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:109/N,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,BE-ANN14/hs/RA001/122/050,Handgeschreven,"16 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e84d86a6-03a8-526f-b4ed-5f2ab3a1956d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:51,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:51/N,27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca,BE-ANN14/hs/RA001/122/001,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:172,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:172/N,a5f10b42-d12b-566f-a7b3-0de3687cc628,BE-ANN14/hs/RA001/122/109,Handgeschreven,"16,5 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a5f10b42-d12b-566f-a7b3-0de3687cc628'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:92,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:92/N,98f0d247-783b-5752-836d-9621070e1b9e,BE-ANN14/hs/RA001/122/042,Handgeschreven,"16 x 10 x 0,8",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/98f0d247-783b-5752-836d-9621070e1b9e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:125,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:125/N,f6b83aad-4ed0-5712-ae85-b8d06b33a818,BE-ANN14/hs/RA001/122/066,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f6b83aad-4ed0-5712-ae85-b8d06b33a818'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:84,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:84/N,29e1e71f-b40a-544c-8eda-5211248c5baf,BE-ANN14/hs/RA001/122/034,Handgeschreven,"16,5 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/29e1e71f-b40a-544c-8eda-5211248c5baf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:133,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:133/N,f4f61012-e6e6-53f0-87aa-1af53cde29a3,BE-ANN14/hs/RA001/122/074,Handgeschreven,"16,5 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f4f61012-e6e6-53f0-87aa-1af53cde29a3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:164,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:164/N,28c0517b-4e9b-55a4-9055-fcbb1599aadd,BE-ANN14/hs/RA001/122/101,Handgeschreven,"12,5 x 8,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/28c0517b-4e9b-55a4-9055-fcbb1599aadd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:113,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:113/N,5a984b56-7518-5567-bd45-9da5759b06b6,BE-ANN14/hs/RA001/122/054,Handgeschreven,"17 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5a984b56-7518-5567-bd45-9da5759b06b6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:144,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:144/N,5c8aa656-79a3-5339-a7bd-e3b4e3e25278,BE-ANN14/hs/RA001/122/084,Handgeschreven,"16 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5c8aa656-79a3-5339-a7bd-e3b4e3e25278'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:105,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:105/N,1b921760-1f17-5fe5-be95-642c417b73b3,BE-ANN14/hs/RA001/122/046,Handgeschreven,"17 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1b921760-1f17-5fe5-be95-642c417b73b3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:26,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:26/N,5e546408-f4a9-5c7c-b046-f311a42a1621,BE-ANN14/hs/RA001/001/22,Handgeschreven,"9,5 x 7 x 1,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5e546408-f4a9-5c7c-b046-f311a42a1621'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:200,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:200/N,4fcc995a-85b4-5c9b-9fb9-2219c5f26625,BE-ANN14/hs/RA001/122/130,Handgeschreven,"21 x 16,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4fcc995a-85b4-5c9b-9fb9-2219c5f26625'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:129,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:129/N,e496d231-d3f7-53ab-b1f6-18b3290f9a5a,BE-ANN14/hs/RA001/122/070,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e496d231-d3f7-53ab-b1f6-18b3290f9a5a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:71,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:71/N,cf683190-a7ff-54ab-94ad-351d3e2c72d7,BE-ANN14/hs/RA001/122/021,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/cf683190-a7ff-54ab-94ad-351d3e2c72d7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:88,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:88/N,da1c9379-7cb1-59a3-90a7-41c1bea975a7,BE-ANN14/hs/RA001/122/038,Handgeschreven,"16 x 10 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/da1c9379-7cb1-59a3-90a7-41c1bea975a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:67,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:67/N,7c564919-563f-5ffe-8f08-ff864b9ef5bc,BE-ANN14/hs/RA001/122/017,Handgeschreven,"16,5 x 10,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7c564919-563f-5ffe-8f08-ff864b9ef5bc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:187,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:187/N,fc2118b1-b344-55e4-bb6e-0a98740e35aa,BE-ANN14/hs/RA001/122/122,Handgeschreven,25 x 19 x 3,Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fc2118b1-b344-55e4-bb6e-0a98740e35aa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:168,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:168/N,97316613-fc6f-5902-8fd5-0e544865c423,BE-ANN14/hs/RA001/122/105,Handgeschreven,"12,5 x 8,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/97316613-fc6f-5902-8fd5-0e544865c423'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:30,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:30/N,d60d1eb6-875d-5f23-bdec-058b08a2a51f,BE-ANN14/hs/RA001/001/26,Handgeschreven,"12,5 x 8,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d60d1eb6-875d-5f23-bdec-058b08a2a51f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:186,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:186/N,f49d2a33-3d8a-5ebe-be25-675a2d97419f,BE-ANN14/hs/RA001/003/002,Handgeschreven,"21,5 x 18 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f49d2a33-3d8a-5ebe-be25-675a2d97419f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:169,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:169/N,326344e8-80b6-59c8-8401-124cdc6218eb,BE-ANN14/hs/RA001/12/106,Handgeschreven,"16,5 x 11 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/326344e8-80b6-59c8-8401-124cdc6218eb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:31,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:31/N,454d6ddc-3764-5a34-a2cf-b5bb4a97f9bb,BE-ANN14/hs/RA001/001/27,Handgeschreven,"12,5 x 8,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/454d6ddc-3764-5a34-a2cf-b5bb4a97f9bb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:89,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:89/N,b48683ed-abdc-5508-8aca-77356550fa87,BE-ANN14/hs/RA001/122/039,Handgeschreven,"16,5 x 10,5 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b48683ed-abdc-5508-8aca-77356550fa87'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:66,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:66/N,14d1116b-2ddd-539c-b4d5-26e75caa949a,BE-ANN14/hs/RA001/122/016,Handgeschreven,"17 x 10,5 x 0,7",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/14d1116b-2ddd-539c-b4d5-26e75caa949a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:217,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:217/N,fee4fe75-5144-5479-aa2a-9993063d1ef1,BE-ANN14/hs/000000003,,,,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fee4fe75-5144-5479-aa2a-9993063d1ef1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:128,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:128/N,ff6ee980-a224-591c-94b4-6c21c365ace7,BE-ANN14/hs/RA001/122/069,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ff6ee980-a224-591c-94b4-6c21c365ace7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:70,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:70/N,2ec5806d-fe4a-5658-b15a-06d1729d4739,BE-ANN14/hs/RA001/122/020,Handgeschreven,"16,5 x 10,5 x 0,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2ec5806d-fe4a-5658-b15a-06d1729d4739'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:201,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:201/N,88399b1e-72d7-527a-814c-43743bdf7336,BE-ANN14/hs/RA001/122/131,Handgeschreven,"21 x 16,5 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/88399b1e-72d7-527a-814c-43743bdf7336'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:27,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:27/N,f021c1e0-9333-510e-9096-13d86932f25e,BE-ANN14/hs/RA001/001/23,Handgeschreven,"12 x 8 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f021c1e0-9333-510e-9096-13d86932f25e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:104,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:104/N,e213a637-98cf-5407-b333-fad99cdd55c4,BE-ANN14/hs/RA001/122/045,Handgeschreven,"16 x 10,5 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e213a637-98cf-5407-b333-fad99cdd55c4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:153,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:153/N,199f5750-a618-50c1-ba0d-721fb9481c1c,BE-ANN14/hs/RA001/122/092,Handgeschreven,"16 x 10 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/199f5750-a618-50c1-ba0d-721fb9481c1c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:145,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:145/N,fffc2c31-2f2e-5bd7-ad05-e3595d32b8d8,BE-ANN14/hs/RA001/122/085,Handgeschreven,"17 x 10,5 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fffc2c31-2f2e-5bd7-ad05-e3595d32b8d8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:112,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:112/N,9ac28c25-1d8b-5ba0-b870-ef99f4b9c766,BE-ANN14/hs/RA001/122/053,Handgeschreven,"16 x 10 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9ac28c25-1d8b-5ba0-b870-ef99f4b9c766'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:165,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:165/N,8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,BE-ANN14/hs/RA001/122/102,Handgeschreven,"12,5 x 8,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:85,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:85/N,77cac798-fb3f-5eff-ac49-d1d279f2408f,BE-ANN14/hs/RA001/122/035,Handgeschreven,"17,5 x 11,5 x 1,2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/77cac798-fb3f-5eff-ac49-d1d279f2408f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:132,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:132/N,da18148f-d2af-5bae-8550-df807cde96ef,BE-ANN14/hs/RA001/122/073,Handgeschreven,"16,5 x 10,5 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/da18148f-d2af-5bae-8550-df807cde96ef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:93,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:93/N,7ca2c966-4338-5709-9350-b5fba5d88fa8,BE-ANN14/hs/RA001/122/043,Handgeschreven,"16 x 10 x 1,1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7ca2c966-4338-5709-9350-b5fba5d88fa8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:124,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:124/N,30b87c0e-0fd5-538f-b396-c4f65e0615a7,BE-ANN14/hs/RA001/122/065,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/30b87c0e-0fd5-538f-b396-c4f65e0615a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:173,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:173/N,032c6f7e-e61d-5e2e-95b3-e7c0e872a9c4,BE-ANN14/hs/RA001/122/110,Handgeschreven,"17 x 11 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/032c6f7e-e61d-5e2e-95b3-e7c0e872a9c4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:108,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:108/N,1c10d76a-7a30-5a5b-8337-268acd0ae9f1,BE-ANN14/hs/RA001/122/049,Handgeschreven,"16,5 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1c10d76a-7a30-5a5b-8337-268acd0ae9f1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:50,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:50/N,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,BE-ANN14/hs/RA001/001/46,Handgeschreven,"12,5 x 8 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/32e6c074-a962-5c6c-ab3a-f8a43c6ca89f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:149,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:149/N,ca5d8c26-c718-5902-9abc-81ece16fe78b,BE-ANN14/hs/RA001/122/089,Handgeschreven,"17,5 x 11,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ca5d8c26-c718-5902-9abc-81ece16fe78b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:11,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:11/N,f4cde989-f1ee-5c80-8adf-8eb25786a428,BE-ANN14/hs/RA001/001/7,Handgeschreven,"13,3 x 8 x 0,7",Maximum,60,Circa,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f4cde989-f1ee-5c80-8adf-8eb25786a428'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubhs:46,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:46/N,60652640-6649-5c96-84e5-d8915306a9d1,BE-ANN14/hs/RA001/001/42,Handgeschreven,"11,8 x 8 x 1,5",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/60652640-6649-5c96-84e5-d8915306a9d1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
