Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Genre Type,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Archive Note,Warehouse Location (begin),Warehouse Location (ende),Source Note,Serial Number,Source Note Language,Source Note Type,Language,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Title,Title Type,Title Language,Writing material
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:68,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:68,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:68,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,18,Nederlands,Noot,,,,,,,,,
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:68,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:68,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Haarlem 1924""""",Titel,Nederlands,
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:169,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:169/N,326344e8-80b6-59c8-8401-124cdc6218eb,BE-ANN14/hs/RA001/12/106,Handgeschreven,"16,5 x 11 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/326344e8-80b6-59c8-8401-124cdc6218eb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,Annotations,tg:rubhs:169,note.rubalg,"Bevat enkele losse stukken, waaronder een kaft. Het is echter onduidelijk of de kaft bij dit notitieboekje hoort.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:169,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/326344e8-80b6-59c8-8401-124cdc6218eb'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:169,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:169,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:169,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,106,Nederlands,Noot,,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:169,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:169,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboekje varia,Titel,Nederlands,
,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
tg:rubhs:50,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:50/N,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,BE-ANN14/hs/RA001/001/46,Handgeschreven,"12,5 x 8 x 2",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/32e6c074-a962-5c6c-ab3a-f8a43c6ca89f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:50,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/32e6c074-a962-5c6c-ab3a-f8a43c6ca89f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1960.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:50,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:50,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:50,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,46,Nederlands,Noot,,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:50,,,,,,,,,,,,,,,,,,,,,,,,,,Engels,,,,,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:50,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1960,Titel,Nederlands,
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:154,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:154/N,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,BE-ANN14/hs/RA001/122/093,Handgeschreven,"17 x 10 x 0,3",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/34cdbfe1-25aa-59d8-9c0c-8f805df7634f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,Annotations,tg:rubhs:154,note.rubalg,Bevat notities betreffende de privécollectie van Burchard.,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:154,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/34cdbfe1-25aa-59d8-9c0c-8f805df7634f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende (de uitwerking van?) een Rubenstentoonstelling.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:154,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:154,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:154,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,93,Nederlands,Noot,,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:154,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:154,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Rubenstentoonstelling""""",Titel,Nederlands,
,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:195,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:195/N,35420d49-1920-5358-a302-f91893728def,BE-ANN14/hs/RA001/122/125,Handgeschreven,"16 x 10 x 0,6",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/35420d49-1920-5358-a302-f91893728def'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:195,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/35420d49-1920-5358-a302-f91893728def'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje betreffende de reizen van Mr. De Blainville tussen februari en maart 1705.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:195,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:195,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:195,,,,,,,,,,,,,,,,,,,isad:rub:911,,,RA 001 / 122,125,Nederlands,Noot,,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:195,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:195,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Mr. DE BLAINVILLE""""",Titel,Nederlands,
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:215,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:215/N,35c29247-ff60-5792-ae69-d95c4b40aa5a,BE-ANN14/hs/RA001/001/4,Handgeschreven,"19 x 13 x 0,8",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/35c29247-ff60-5792-ae69-d95c4b40aa5a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:215,,,,,isad:rub:314,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/35c29247-ff60-5792-ae69-d95c4b40aa5a'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1918.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:215,,,,,,,,,,,Agenda,,,,,,,,,,,,,,,,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:215,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:215,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,4,Nederlands,Noot,,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:215,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:215,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1918,Titel,Nederlands,
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:219,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:219/N,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,BE-ANN14/hs/000000005,Handgeschreven,,,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,Annotations,tg:rubhs:219,note.rubalg,"De brieven zijn genummerd van 1 t.e.m. 390 en helemaal achteraan bevindt zich een """"table alphabètique"""" van de nummers 1 t.e.m. 382 (met een vloeipapier tussen). Vooraan bevinden zich lijsten met """"formules"""" en adressen.  

In de meeste gevallen gaat het om volledig uitgeschreven brieven, maar soms betreft het samenvattingen van de inhoud. Rooses voegde opmerkingen toe in potlood, zoals de landen van de correspondenten (cfr. inkomende briefwisseling), """"ja"""" of """"nee"""" (bij lijsten van correspondenten, vermoedelijk in het geval van rondzendbrieven, om aan te geven of ze al dan niet verzonden werden), """"groot"""" of """"klein"""" (vermoedelijk over het formaat van de besproken kunstwerken). Soms komen er ook lijsten voor waarin aangegeven wordt welke kunstwerken bepaalde personen/correspondenten in hun bezit hadden.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:219,,,,,isad:rub:3292,Jordaens (1905),{'url':'https://id.rubenianum.be//ark:/86530/362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,"Notitieboek met Rooses' kladversies van uitgaande brieven uit de periode van 15 oktober 1904 tot en met 6 november 1905. Deze corresponderen met de inkomende brieven (RA 006 / 007 en 008). De brieven handelen onder meer over bruiklenen, de tentoonstellingscommissie, beeldaanvragen voor de catalogus en er wordt ook verslag uitgebracht van de tentoonstelling.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:219,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:219,au::16015,{'url': 'https://anet.be/record/isaarlh/au::16015'},au,Persoon,Max Rooses,Auteur,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:219,au::9845,{'url': 'https://anet.be/record/isaarlh/au::9845'},ow,Persoon,Jacob Jordaens,Onderwerp,,,,,,,,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:219,,,,,,,,,,,,,,,,,,,isad:rub:3292,,,,RA 006 / 009,Nederlands,Noot,,,,,,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:219,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f'},au::16015,Max Rooses,Auteur,,,,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboek over de Jordaenstentoonstelling van 1905,Titel,Nederlands,
,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gemengd
tg:rubhs:53,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:53/N,396d9030-f603-5a4d-88e1-4a1190d86187,BE-ANN14/hs/RA001/122/003,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,39.0,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/396d9030-f603-5a4d-88e1-4a1190d86187'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:53,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/396d9030-f603-5a4d-88e1-4a1190d86187'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje betreffende notities van Cornelis Hofstede de Groot.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:53,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:53,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,Items,tg:rubhs:53,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,3,Nederlands,Noot,,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,Languages,tg:rubhs:53,,,,,,,,,,,,,,,,,,,,,,,,,,Nederlands,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,2,Languages,tg:rubhs:53,,,,,,,,,,,,,,,,,,,,,,,,,,Duits,,,,,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,ProductionActors,tg:rubhs:53,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/d01a462a-1d54-5ba8-8442-1e49b3ca723e'},au::3232,Ludwig Burchard,Auteur,,,,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Rubens-notizen HdG""""",Titel,Nederlands,
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,1,WritingMaterials,tg:rubhs:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potlood
,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,,,,,2,WritingMaterials,tg:rubhs:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inkt
tg:rubhs:97,Handschrift,https://anet.be/record/opacrubobj/tg:rubhs:97/N,3a0f4383-2dc1-507e-badf-09bf52c28b5f,BE-ANN14/hs/RA001/002/003,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3a0f4383-2dc1-507e-badf-09bf52c28b5f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,,,,,1,Archives,tg:rubhs:97,,,,,isad:rub:315,Adresboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3a0f4383-2dc1-507e-badf-09bf52c28b5f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Adresboekje Antwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,,,,,1,GenreTypes,tg:rubhs:97,,,,,,,,,,,Notitieboekje,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,tg:rubhs:97,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,,,
