ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition Status,Document status,Object Type,archiefstuknummer,title,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier
4ec3263d-483a-5774-8dc5-3f2c7eb5920e,tg:rubgr:3284_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvfo,,,,,,,,,photographs,,,,,,,
4ec3263d-483a-5774-8dc5-3f2c7eb5920e,tg:rubgr:3284_#1,e22_ObjectTypes,2,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
4ec3263d-483a-5774-8dc5-3f2c7eb5920e,tg:rubgr:3284_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_092_014,,,,,,
4ec3263d-483a-5774-8dc5-3f2c7eb5920e,tg:rubgr:3284_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_092_014,,,,,
4f2e5c4d-c22a-584d-aab9-6b4512f88d03,tg:rubgr:4581_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4581_#1,https://data.rubenianum.be//ark:/86530/4f2e5c4d-c22a-584d-aab9-6b4512f88d03
4f2e5c4d-c22a-584d-aab9-6b4512f88d03,tg:rubgr:4581_#1,e22_Archives,1,,,,,,isad:rub:3039,"dlod={""name"":""25: Drawings (AFG_118)"",""ark"":""ark:/86530/x0/9dda1c20-209b-5315-bc0b-c50a41128039"",""uri"":""/repositories/13/archival_objects/174587"",""id"":""isad:rub:3039"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""25: Drawings (AFG_118)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9dda1c20-209b-5315-bc0b-c50a41128039,,,,,,,,,,
4f2e5c4d-c22a-584d-aab9-6b4512f88d03,tg:rubgr:4581_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
4f2e5c4d-c22a-584d-aab9-6b4512f88d03,tg:rubgr:4581_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_118_007,,,,,,
4f2e5c4d-c22a-584d-aab9-6b4512f88d03,tg:rubgr:4581_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_118_007,,,,,
4f31bb2d-dfb7-521e-901b-53b76e1b8fb5,tg:rubgr:4683_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4683_#1,https://data.rubenianum.be//ark:/86530/4f31bb2d-dfb7-521e-901b-53b76e1b8fb5
4f31bb2d-dfb7-521e-901b-53b76e1b8fb5,tg:rubgr:4683_#1,e22_Archives,1,,,,,,isad:rub:3045,"dlod={""name"":""30: Lecture 'Bruegel as a Landscape Artist' 1967 (AFG_123)"",""ark"":""ark:/86530/x0/fd629066-d589-5c6d-94bc-51d575a92104"",""uri"":""/repositories/13/archival_objects/174592"",""id"":""isad:rub:3045"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""30: Lecture 'Bruegel as a Landscape Artist' 1967 (AFG_123)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/fd629066-d589-5c6d-94bc-51d575a92104,,,,,,,,,,
4f31bb2d-dfb7-521e-901b-53b76e1b8fb5,tg:rubgr:4683_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
4f31bb2d-dfb7-521e-901b-53b76e1b8fb5,tg:rubgr:4683_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_123_004,,,,,,
4f31bb2d-dfb7-521e-901b-53b76e1b8fb5,tg:rubgr:4683_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_123_004,,,,,
4fe1500a-7971-5bf1-93f4-de9ef7e2b1b0,tg:rubgr:2363_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2363_#1,https://data.rubenianum.be//ark:/86530/4fe1500a-7971-5bf1-93f4-de9ef7e2b1b0
4fe1500a-7971-5bf1-93f4-de9ef7e2b1b0,tg:rubgr:2363_#1,e22_Archives,1,,,,,,isad:rub:3007,"dlod={""name"":""Map 7 (AFG_077)"",""ark"":""ark:/86530/x0/157977de-3c0a-5950-88b1-81e60dc670ea"",""uri"":""/repositories/13/archival_objects/174552"",""id"":""isad:rub:3007"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XV: Jan Brueghel / P.B. II / Artists related to J.B. / as well as Jan van Kessel / Doubtful attributions to P.B. I""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 7 (AFG_077)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/157977de-3c0a-5950-88b1-81e60dc670ea,,,,,,,,,,
4fe1500a-7971-5bf1-93f4-de9ef7e2b1b0,tg:rubgr:2363_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvpk,,,,,,,,,picture postcards,,,,,,,
4fe1500a-7971-5bf1-93f4-de9ef7e2b1b0,tg:rubgr:2363_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_077_047,,,,,,
4fe1500a-7971-5bf1-93f4-de9ef7e2b1b0,tg:rubgr:2363_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_077_047,,,,,
504c24d3-5de3-5173-8136-41f2ce6c3dbb,tg:rubgr:3502_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3502_#1,https://data.rubenianum.be//ark:/86530/504c24d3-5de3-5173-8136-41f2ce6c3dbb
504c24d3-5de3-5173-8136-41f2ce6c3dbb,tg:rubgr:3502_#1,e22_Archives,1,,,,,,isad:rub:3020,"dlod={""name"":""6: Encyclopedia Britannica (AFG_094)"",""ark"":""ark:/86530/x0/a2283932-5fec-50a6-be30-91759dace6f4"",""uri"":""/repositories/13/archival_objects/174568"",""id"":""isad:rub:3020"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""6: Encyclopedia Britannica (AFG_094)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/a2283932-5fec-50a6-be30-91759dace6f4,,,,,,,,,,
504c24d3-5de3-5173-8136-41f2ce6c3dbb,tg:rubgr:3502_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
504c24d3-5de3-5173-8136-41f2ce6c3dbb,tg:rubgr:3502_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_094_066,,,,,,
504c24d3-5de3-5173-8136-41f2ce6c3dbb,tg:rubgr:3502_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_094_066,,,,,
507ce097-331c-5754-a9c8-901a3cd6f0ee,tg:rubgr:4884_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4884_#1,https://data.rubenianum.be//ark:/86530/507ce097-331c-5754-a9c8-901a3cd6f0ee
507ce097-331c-5754-a9c8-901a3cd6f0ee,tg:rubgr:4884_#1,e22_Archives,1,,,,,,isad:rub:3058,"dlod={""name"":""43: Varia (AFG_136)"",""ark"":""ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580"",""uri"":""/repositories/13/archival_objects/174605"",""id"":""isad:rub:3058"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""43: Varia (AFG_136)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580,,,,,,,,,,
507ce097-331c-5754-a9c8-901a3cd6f0ee,tg:rubgr:4884_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
507ce097-331c-5754-a9c8-901a3cd6f0ee,tg:rubgr:4884_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_136_012,,,,,,
507ce097-331c-5754-a9c8-901a3cd6f0ee,tg:rubgr:4884_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_136_012,,,,,
509db83b-4712-5272-ac17-642e1fd77a05,tg:rubgr:4445_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4445_#1,https://data.rubenianum.be//ark:/86530/509db83b-4712-5272-ac17-642e1fd77a05
509db83b-4712-5272-ac17-642e1fd77a05,tg:rubgr:4445_#1,e22_Archives,1,,,,,,isad:rub:3034,"dlod={""name"":""20: Bruegel: Paintings 3rd edition (AFG_113)"",""ark"":""ark:/86530/x0/eaf755da-0d5c-582b-908a-8fa9a61522f6"",""uri"":""/repositories/13/archival_objects/174582"",""id"":""isad:rub:3034"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""20: Bruegel: Paintings 3rd edition (AFG_113)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eaf755da-0d5c-582b-908a-8fa9a61522f6,,,,,,,,,,
509db83b-4712-5272-ac17-642e1fd77a05,tg:rubgr:4445_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
509db83b-4712-5272-ac17-642e1fd77a05,tg:rubgr:4445_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_113_009,,,,,,
509db83b-4712-5272-ac17-642e1fd77a05,tg:rubgr:4445_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_113_009,,,,,
50f51b53-58b9-530d-af84-2e038ecc6e1f,tg:rubgr:4639_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4639_#1,https://data.rubenianum.be//ark:/86530/50f51b53-58b9-530d-af84-2e038ecc6e1f
50f51b53-58b9-530d-af84-2e038ecc6e1f,tg:rubgr:4639_#1,e22_Archives,1,,,,,,isad:rub:3042,"dlod={""name"":""28: Varia - Drawings \u0026 Engravings (AFG_121)"",""ark"":""ark:/86530/x0/4d919627-6a13-5bb5-bfe3-b9b325a3be28"",""uri"":""/repositories/13/archival_objects/174590"",""id"":""isad:rub:3042"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""28: Varia - Drawings \u0026 Engravings (AFG_121)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/4d919627-6a13-5bb5-bfe3-b9b325a3be28,,,,,,,,,,
50f51b53-58b9-530d-af84-2e038ecc6e1f,tg:rubgr:4639_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
50f51b53-58b9-530d-af84-2e038ecc6e1f,tg:rubgr:4639_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_121_007,,,,,,
50f51b53-58b9-530d-af84-2e038ecc6e1f,tg:rubgr:4639_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_121_007,,,,,
510bfa38-3194-56e2-b785-e0d3bb2fedaa,tg:rubgr:4919_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4919_#1,https://data.rubenianum.be//ark:/86530/510bfa38-3194-56e2-b785-e0d3bb2fedaa
510bfa38-3194-56e2-b785-e0d3bb2fedaa,tg:rubgr:4919_#1,e22_Archives,1,,,,,,isad:rub:3058,"dlod={""name"":""43: Varia (AFG_136)"",""ark"":""ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580"",""uri"":""/repositories/13/archival_objects/174605"",""id"":""isad:rub:3058"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""43: Varia (AFG_136)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580,,,,,,,,,,
510bfa38-3194-56e2-b785-e0d3bb2fedaa,tg:rubgr:4919_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
510bfa38-3194-56e2-b785-e0d3bb2fedaa,tg:rubgr:4919_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_136_047,,,,,,
510bfa38-3194-56e2-b785-e0d3bb2fedaa,tg:rubgr:4919_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_136_047,,,,,
5141dd2c-0eda-5004-965b-a00ba73f619f,tg:rubgr:2716_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2716_#1,https://data.rubenianum.be//ark:/86530/5141dd2c-0eda-5004-965b-a00ba73f619f
5141dd2c-0eda-5004-965b-a00ba73f619f,tg:rubgr:2716_#1,e22_Archives,1,,,,,,isad:rub:3015,"dlod={""name"":""1: Months Comparative Material (AFG_085)"",""ark"":""ark:/86530/x0/cca424a1-4510-5c9e-90b2-27751188fab0"",""uri"":""/repositories/13/archival_objects/174563"",""id"":""isad:rub:3015"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""1: Months Comparative Material (AFG_085)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/cca424a1-4510-5c9e-90b2-27751188fab0,,,,,,,,,,
5141dd2c-0eda-5004-965b-a00ba73f619f,tg:rubgr:2716_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
5141dd2c-0eda-5004-965b-a00ba73f619f,tg:rubgr:2716_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_085_029,,,,,,
5141dd2c-0eda-5004-965b-a00ba73f619f,tg:rubgr:2716_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_085_029,,,,,
5176dc5e-3359-54db-b1a1-79538bd81bd0,tg:rubgr:4761_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4761_#1,https://data.rubenianum.be//ark:/86530/5176dc5e-3359-54db-b1a1-79538bd81bd0
5176dc5e-3359-54db-b1a1-79538bd81bd0,tg:rubgr:4761_#1,e22_Archives,1,,,,,,isad:rub:3050,"dlod={""name"":""35: Varia (AFG_128)"",""ark"":""ark:/86530/x0/cdeede11-a050-56c9-b292-e75e0ea3594a"",""uri"":""/repositories/13/archival_objects/174597"",""id"":""isad:rub:3050"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""35: Varia (AFG_128)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/cdeede11-a050-56c9-b292-e75e0ea3594a,,,,,,,,,,
5176dc5e-3359-54db-b1a1-79538bd81bd0,tg:rubgr:4761_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
5176dc5e-3359-54db-b1a1-79538bd81bd0,tg:rubgr:4761_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_128_061,,,,,,
5176dc5e-3359-54db-b1a1-79538bd81bd0,tg:rubgr:4761_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_128_061,,,,,
517b2cda-bc43-5578-bc5e-67c0d7b48663,tg:rubgr:808_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:808_#1,https://data.rubenianum.be//ark:/86530/517b2cda-bc43-5578-bc5e-67c0d7b48663
517b2cda-bc43-5578-bc5e-67c0d7b48663,tg:rubgr:808_#1,e22_Archives,1,,,,,,isad:rub:2947,"dlod={""name"":""Map 2 (AFG_017)"",""ark"":""ark:/86530/x0/5f34d27e-7bd6-5644-a631-8da8388d2142"",""uri"":""/repositories/13/archival_objects/174483"",""id"":""isad:rub:2947"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VI: Naples / Babel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 2 (AFG_017)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/5f34d27e-7bd6-5644-a631-8da8388d2142,,,,,,,,,,
517b2cda-bc43-5578-bc5e-67c0d7b48663,tg:rubgr:808_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
517b2cda-bc43-5578-bc5e-67c0d7b48663,tg:rubgr:808_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_017_101,,,,,,
517b2cda-bc43-5578-bc5e-67c0d7b48663,tg:rubgr:808_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_017_101,,,,,
51996a7b-cc64-5bb1-8f02-39dcbf12131c,tg:rubgr:4518_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4518_#1,https://data.rubenianum.be//ark:/86530/51996a7b-cc64-5bb1-8f02-39dcbf12131c
51996a7b-cc64-5bb1-8f02-39dcbf12131c,tg:rubgr:4518_#1,e22_Archives,1,,,,,,isad:rub:3037,"dlod={""name"":""23: Miscellania Bruegel \u0026 others (AFG_116)"",""ark"":""ark:/86530/x0/439f0322-6216-520b-925e-a21b4b580cc9"",""uri"":""/repositories/13/archival_objects/174585"",""id"":""isad:rub:3037"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""23: Miscellania Bruegel \u0026 others (AFG_116)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/439f0322-6216-520b-925e-a21b4b580cc9,,,,,,,,,,
51996a7b-cc64-5bb1-8f02-39dcbf12131c,tg:rubgr:4518_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
51996a7b-cc64-5bb1-8f02-39dcbf12131c,tg:rubgr:4518_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_116_005,,,,,,
51996a7b-cc64-5bb1-8f02-39dcbf12131c,tg:rubgr:4518_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_116_005,,,,,
51e40076-29d0-5943-a880-1c720d215e2e,tg:rubgr:1922_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1922_#1,https://data.rubenianum.be//ark:/86530/51e40076-29d0-5943-a880-1c720d215e2e
51e40076-29d0-5943-a880-1c720d215e2e,tg:rubgr:1922_#1,e22_Archives,1,,,,,,isad:rub:2984,"dlod={""name"":""Map 4 (AFG_054)"",""ark"":""ark:/86530/x0/1dc2f02a-fdcf-550e-8b0e-6d567fcb3ddf"",""uri"":""/repositories/13/archival_objects/174527"",""id"":""isad:rub:2984"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XIII: Lost Works / Temptation of Christ / Peasants Tying Faggots / Crucifixion / Peasants falling out at Cards / Sower / Heads / Digging of Land""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 4 (AFG_054)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/1dc2f02a-fdcf-550e-8b0e-6d567fcb3ddf,,,,,,,,,,
51e40076-29d0-5943-a880-1c720d215e2e,tg:rubgr:1922_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
51e40076-29d0-5943-a880-1c720d215e2e,tg:rubgr:1922_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_054_013,,,,,,
51e40076-29d0-5943-a880-1c720d215e2e,tg:rubgr:1922_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_054_013,,,,,
51f23c66-d2bc-573c-b23b-e3b764a99138,tg:rubgr:2709_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2709_#1,https://data.rubenianum.be//ark:/86530/51f23c66-d2bc-573c-b23b-e3b764a99138
51f23c66-d2bc-573c-b23b-e3b764a99138,tg:rubgr:2709_#1,e22_Archives,1,,,,,,isad:rub:3015,"dlod={""name"":""1: Months Comparative Material (AFG_085)"",""ark"":""ark:/86530/x0/cca424a1-4510-5c9e-90b2-27751188fab0"",""uri"":""/repositories/13/archival_objects/174563"",""id"":""isad:rub:3015"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""1: Months Comparative Material (AFG_085)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/cca424a1-4510-5c9e-90b2-27751188fab0,,,,,,,,,,
51f23c66-d2bc-573c-b23b-e3b764a99138,tg:rubgr:2709_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
51f23c66-d2bc-573c-b23b-e3b764a99138,tg:rubgr:2709_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_085_022,,,,,,
51f23c66-d2bc-573c-b23b-e3b764a99138,tg:rubgr:2709_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_085_022,,,,,
522438ad-7ad8-5b8c-96c6-533bfd6e767a,tg:rubgr:1087_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1087_#1,https://data.rubenianum.be//ark:/86530/522438ad-7ad8-5b8c-96c6-533bfd6e767a
522438ad-7ad8-5b8c-96c6-533bfd6e767a,tg:rubgr:1087_#1,e22_Archives,1,,,,,,isad:rub:2953,"dlod={""name"":""Map 2 (AFG_023)"",""ark"":""ark:/86530/x0/85e53a0f-45b2-57a0-aaee-e1c04abdb0cf"",""uri"":""/repositories/13/archival_objects/174491"",""id"":""isad:rub:2953"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VIII: Months""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 2 (AFG_023)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/85e53a0f-45b2-57a0-aaee-e1c04abdb0cf,,,,,,,,,,
522438ad-7ad8-5b8c-96c6-533bfd6e767a,tg:rubgr:1087_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
522438ad-7ad8-5b8c-96c6-533bfd6e767a,tg:rubgr:1087_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,AFG_023_035,,,,,,
522438ad-7ad8-5b8c-96c6-533bfd6e767a,tg:rubgr:1087_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,AFG_023_035,,,,,
5296cea9-9753-5e24-a539-feff2919a8d6,tg:rubgr:3554_#1,AA,0,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3554_#1,https://data.rubenianum.be//ark:/86530/5296cea9-9753-5e24-a539-feff2919a8d6
5296cea9-9753-5e24-a539-feff2919a8d6,tg:rubgr:3554_#1,e22_Archives,1,,,,,,isad:rub:3021,"dlod={""name"":""7: From Bruegel to Rubens - Bruegel \u0026 Bosch - Bruegel \u0026 M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100)"",""ark"":""ark:/86530/x0/8a403a78-a2c2-5a7f-9916-e93385553408"",""uri"":""/repositories/13/archival_objects/174569"",""id"":""isad:rub:3021"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van Fritz Grossmann"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/2252"",""resourceID"":""isad:rub:2903"",""capacity"":""7: From Bruegel to Rubens - Bruegel \u0026 Bosch - Bruegel \u0026 M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/8a403a78-a2c2-5a7f-9916-e93385553408,,,,,,,,,,
5296cea9-9753-5e24-a539-feff2919a8d6,tg:rubgr:3554_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,,,,,,,,,letters (correspondence),,,,,,,
