card,order,adm.acquiredVia,adm.id_mat,adm.inv,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,Volgnummer,Source Note,Warehouse Location (begin)
e22_Items,1,tr:lh:9943,tg:lhbr:264630_#1,,isad:lh:123189,,2bb08707-8c88-59df-8c57-46a3dcf140dd,2bb08707-8c88-59df-8c57-46a3dcf140dd,tg:lhbr:264630_#1,G 21795 / 906,,
e22_Items,1,tr:lh:6568,tg:lhbr:123919_#1,162874/a-b,,R 6443 / B,45a555a6-e845-5917-95f9-5e2a27ef4b94,45a555a6-e845-5917-95f9-5e2a27ef4b94,tg:lhbr:123919_#1,,,
e22_Items,1,tr:lh:2135,tg:lhbr:139754_#1,40341/7,isad:lh:58115,S 995 / B,b5dc0718-83d6-5d09-aad0-fc3f01edb49a,b5dc0718-83d6-5d09-aad0-fc3f01edb49a,tg:lhbr:139754_#1,,,
e22_Items,1,tr:lh:9770,tg:lhbr:255441_#1,,isad:lh:145825,,d8b144cd-e187-5d9e-95f8-dbe4c0ea115e,d8b144cd-e187-5d9e-95f8-dbe4c0ea115e,tg:lhbr:255441_#1,J 416 / 56,,
e22_Items,1,tr:lh:2279,tg:lhbr:247020_#1,,isad:lh:31293,,d915ec2a-ee29-54fb-97b6-f7407f99a2e9,d915ec2a-ee29-54fb-97b6-f7407f99a2e9,tg:lhbr:247020_#1,C 3622 / 21,,
e22_Items,1,tr:lh:6898,tg:lhbr:186957_#1,170818/261,isad:lh:73675,L 319 / B2,5efb796f-5f33-5039-b2cd-99afaa6d61cd,5efb796f-5f33-5039-b2cd-99afaa6d61cd,tg:lhbr:186957_#1,,,
e22_Items,1,tr:lh:5731,tg:lhbr:141462_#1,116186/1a-b,isad:lh:58811,K 9614 / B,19d69955-26c0-531f-b742-7478be7a4459,19d69955-26c0-531f-b742-7478be7a4459,tg:lhbr:141462_#1,,,
e22_Items,1,tr:lh:6027,tg:lhbr:153003_#1,133248,isad:lh:63032,V 514 / B,1702cbf3-5583-5838-9e70-866d8db6b14f,1702cbf3-5583-5838-9e70-866d8db6b14f,tg:lhbr:153003_#1,,,
e22_Items,1,tr:lh:5301,tg:lhbr:292974_#1,104539/7a-b,isad:lh:177372,B 851 / B2,e01611f9-9cb7-5de9-a16b-de27d772ca95,e01611f9-9cb7-5de9-a16b-de27d772ca95,tg:lhbr:292974_#1,,,
e22_Items,1,,tg:lhbr:291387_#1,,isad:lh:173546,,e7aa3698-b7fa-5d36-80b7-f6b094d57d21,e7aa3698-b7fa-5d36-80b7-f6b094d57d21,tg:lhbr:291387_#1,R 5419 / 262,,
e22_Items,1,tr:lh:1487,tg:lhbr:12373_#1,27161/280,isad:lh:7098,B 655 / B,6153ab98-5514-584f-9f45-1c0a91441897,6153ab98-5514-584f-9f45-1c0a91441897,tg:lhbr:12373_#1,,,
e22_Items,1,tr:lh:6444,tg:lhbr:11980_#1,158035/1,isad:lh:6927,J 422 / B2,e1cbc08c-e381-5115-b1ba-6b8b862262fa,e1cbc08c-e381-5115-b1ba-6b8b862262fa,tg:lhbr:11980_#1,,,
e22_Items,1,tr:lh:5800,tg:lhbr:21_#1,120692/1,isad:lh:28,A 115 / B,4dc000e2-e0ab-5d39-8ab5-cf1d654e4248,4dc000e2-e0ab-5d39-8ab5-cf1d654e4248,tg:lhbr:21_#1,,,
e22_Items,1,tr:lh:4744,tg:lhbr:78424_#1,92292/29,isad:lh:34510,I 705 / B,0c45dbe2-0bd4-5b7d-a635-399fa16c78b4,0c45dbe2-0bd4-5b7d-a635-399fa16c78b4,tg:lhbr:78424_#1,,,
e22_Items,1,tr:lh:1717,tg:lhbr:53818_#1,30253/23,isad:lh:24277,F 443 / B,85f51662-2ab7-5915-b15b-1d3d23417800,85f51662-2ab7-5915-b15b-1d3d23417800,tg:lhbr:53818_#1,,,
e22_Items,1,tr:lh:7204,tg:lhbr:171319_#1,179322/20a-h,isad:lh:69433,T 2741 / B2,8223cdf4-5255-50e1-97c5-9915e6010cd1,8223cdf4-5255-50e1-97c5-9915e6010cd1,tg:lhbr:171319_#1,,,
e22_Items,1,tr:lh:517,tg:lhbr:163778_#1,9949/1,isad:lh:66813,Z 296 / B,fdc5a4c7-2872-58c7-8398-b6955ce90ecc,fdc5a4c7-2872-58c7-8398-b6955ce90ecc,tg:lhbr:163778_#1,,,
e22_Items,1,tr:lh:5479,tg:lhbr:289233_#1,107680,isad:lh:168789,,962fc7f0-c45e-5e56-afaf-522ac4fee23c,962fc7f0-c45e-5e56-afaf-522ac4fee23c,tg:lhbr:289233_#1,R 1476 / 174,,
e22_Items,1,tr:lh:4650,tg:lhbr:224851_#1,88649/19,isad:lh:81183,H 546 / B2,a1c443ac-8708-5c39-b686-d59984932b3b,a1c443ac-8708-5c39-b686-d59984932b3b,tg:lhbr:224851_#1,,,
e22_Items,1,,tg:lhbr:130872_#1,80072/552,,S 3574 / B,7b418c4f-0656-5076-a4d3-aa3f54468927,7b418c4f-0656-5076-a4d3-aa3f54468927,tg:lhbr:130872_#1,,,
e22_Items,1,tr:lh:4736,tg:lhbr:133281_#1,90531/6,isad:lh:55840,S 5955 / B,b3cfec80-c5f5-59d3-bccd-b8821f1f762f,b3cfec80-c5f5-59d3-bccd-b8821f1f762f,tg:lhbr:133281_#1,,,
e22_Items,1,tr:lh:5248,tg:lhbr:60590_#1,103354/177,isad:lh:1425,F 2771 / B (1966-1969),5316caa8-3ba9-55de-a60d-5f597987cc29,5316caa8-3ba9-55de-a60d-5f597987cc29,tg:lhbr:60590_#1,,,
e22_Items,1,tr:lh:2046,tg:lhbr:22408_#1,39561/22,isad:lh:11354,B 97565 / B,141ce1b8-b68d-54fd-b695-05775722ae71,141ce1b8-b68d-54fd-b695-05775722ae71,tg:lhbr:22408_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:30069_#1,,isad:lh:14603,FVCA / B (1933-1940),ac91b646-717a-5832-9532-f1642c5a925f,ac91b646-717a-5832-9532-f1642c5a925f,tg:lhbr:30069_#1,,,
e22_Items,1,tr:lh:7478,tg:lhbr:181088_#1,197231/363,isad:lh:72147,M 224 / B,654564b9-2305-54a0-9433-f40514265075,654564b9-2305-54a0-9433-f40514265075,tg:lhbr:181088_#1,,,
e22_Items,1,tr:lh:4736,tg:lhbr:116844_#1,90314/6,isad:lh:49589,P 651 / B,af0d66fc-4df1-5535-a8a7-1fdcd50922d8,af0d66fc-4df1-5535-a8a7-1fdcd50922d8,tg:lhbr:116844_#1,,,
e22_Items,1,,tg:lhbr:201294_#1,,isad:lh:75229,T 48399 / B (1969),801beb27-fad4-51d0-bdc1-7e91d5b02c9b,801beb27-fad4-51d0-bdc1-7e91d5b02c9b,tg:lhbr:201294_#1,,,
e22_Items,1,tr:lh:5678,tg:lhbr:202867_#1,114695/152,isad:lh:75288,T 48399 / B (1973),955506eb-3007-54d2-90a1-32b605e57bda,955506eb-3007-54d2-90a1-32b605e57bda,tg:lhbr:202867_#1,,,
e22_Items,1,tr:lh:5248,tg:lhbr:81893_#1,103354/165a-e,isad:lh:979,F 2771 / B (1965),d0710390-0f51-5f14-95f2-6e4a90b579c9,d0710390-0f51-5f14-95f2-6e4a90b579c9,tg:lhbr:81893_#1,,,
e22_Items,1,tr:lh:6004,tg:lhbr:90601_#1,132186/2,isad:lh:38752,R 512 / B,2074f195-952f-52ed-959b-f49db75d681d,2074f195-952f-52ed-959b-f49db75d681d,tg:lhbr:90601_#1,,,
e22_Items,1,,tg:lhbr:82260_#1,,isad:lh:35890,K 341 / B,c01e477e-b8bb-5710-b8cc-075023d2fab2,c01e477e-b8bb-5710-b8cc-075023d2fab2,tg:lhbr:82260_#1,,,
e22_Items,1,tr:lh:7063,tg:lhbr:175035_#1,177313/820a-b,isad:lh:70547,D 125 / B2,19c38009-59b9-5609-8f2b-7bef0a93365b,19c38009-59b9-5609-8f2b-7bef0a93365b,tg:lhbr:175035_#1,,,
e22_Items,1,tr:lh:7336,tg:lhbr:219320_#1,186409/42,isad:lh:79515,S 59 / Archief B,64548574-f654-5bcf-aeb8-98facf86b74a,64548574-f654-5bcf-aeb8-98facf86b74a,tg:lhbr:219320_#1,,,
e22_Items,1,tr:lh:5850,tg:lhbr:167454_#1,123806/548a-b,isad:lh:18348,W 686 / B (16),c72c57b9-a132-5c6a-aab1-919a95e86c31,c72c57b9-a132-5c6a-aab1-919a95e86c31,tg:lhbr:167454_#1,,,
e22_Items,1,tr:lh:9770,tg:lhbr:261016_#1,,isad:lh:149667,,47c3a6e6-cbbc-5adb-8caf-8a70a4e7dd4a,47c3a6e6-cbbc-5adb-8caf-8a70a4e7dd4a,tg:lhbr:261016_#1,J 416 / 77,,
e22_Items,1,tr:lh:110330,tg:lhbr:273477_#1,,isad:lh:115154,,ee4c3b54-212d-5a9b-95fb-d0185881bfd0,ee4c3b54-212d-5a9b-95fb-d0185881bfd0,tg:lhbr:273477_#1,R 8963 / 879,,
e22_Items,1,tr:lh:4754,tg:lhbr:2332_#1,92459/2a-c,isad:lh:1876,A 33905 / B,cb89ca36-fd3d-5938-b1d8-40ebf6183e03,cb89ca36-fd3d-5938-b1d8-40ebf6183e03,tg:lhbr:2332_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:26724_#1,,isad:lh:12984,FVCA / B (1933-1940),20e84819-e49d-5aa4-ac0d-0cc486d24cdf,20e84819-e49d-5aa4-ac0d-0cc486d24cdf,tg:lhbr:26724_#1,,,
e22_Items,1,tr:lh:5604,tg:lhbr:99927_#1,128234/4,isad:lh:42463,M 631 / I,c727c358-7c54-5437-8831-61ab5ceb4454,c727c358-7c54-5437-8831-61ab5ceb4454,tg:lhbr:99927_#1,,,
e22_Items,1,tr:lh:4057,tg:lhbr:34345_#1,77827/334,isad:lh:16400,C 1 / B,c23d074a-4bb6-503c-b6bf-2c6daf1ba5ce,c23d074a-4bb6-503c-b6bf-2c6daf1ba5ce,tg:lhbr:34345_#1,,,
e22_Items,1,tr:lh:5834,tg:lhbr:47935_#1,122715/3,isad:lh:21990,D 862 / B,76d03758-6646-5dd7-ab6f-d2a01c7c9e8a,76d03758-6646-5dd7-ab6f-d2a01c7c9e8a,tg:lhbr:47935_#1,,,
e22_Items,1,tr:lh:4736,tg:lhbr:92061_#1,90346/3,isad:lh:39327,L 631 / B,92b20677-1875-58a0-bfd5-3c0daa1351f8,92b20677-1875-58a0-bfd5-3c0daa1351f8,tg:lhbr:92061_#1,,,
e22_Items,1,tr:lh:5650,tg:lhbr:80400_#1,113966/25,isad:lh:35212,K 174 / B2,079f3290-e456-5566-839c-3cfd93205b50,079f3290-e456-5566-839c-3cfd93205b50,tg:lhbr:80400_#1,,,
e22_Items,1,tr:lh:6465,tg:lhbr:211095_#1,158594/99,isad:lh:76270,S 7904 / B2 (1968-1969),b3493520-78ed-5b82-99f1-94d8c0162154,b3493520-78ed-5b82-99f1-94d8c0162154,tg:lhbr:211095_#1,,,
e22_Items,1,,tg:lhbr:191289_#1,163816/32,isad:lh:74169,G 395 / B2,1fcdd23c-dd28-5d1b-8d43-63ee96cd992a,1fcdd23c-dd28-5d1b-8d43-63ee96cd992a,tg:lhbr:191289_#1,,,
e22_Items,1,tr:lh:5863,tg:lhbr:24144_#1,124733/2,isad:lh:11980,C 135 / B,a1c5cd01-3c3b-547b-8e71-6805f1844e5e,a1c5cd01-3c3b-547b-8e71-6805f1844e5e,tg:lhbr:24144_#1,,,
e22_Items,1,tr:lh:2660,tg:lhbr:36525_#1,52714/108,isad:lh:17262,C 3622 / B,6b8ed839-4adf-5de3-914d-bed58748792c,6b8ed839-4adf-5de3-914d-bed58748792c,tg:lhbr:36525_#1,,,
e22_Items,1,tr:lh:126473,tg:lhbr:263676_#1,,isad:lh:130238,,0424c540-9d61-5875-8dc8-c0f70d1d985a,0424c540-9d61-5875-8dc8-c0f70d1d985a,tg:lhbr:263676_#1,D 9653 / 56 (140),,
e22_Items,1,tr:lh:110330,tg:lhbr:271217_#1,,isad:lh:114314,,f230fd6d-3499-5acc-877b-cd76661c57f9,f230fd6d-3499-5acc-877b-cd76661c57f9,tg:lhbr:271217_#1,R 8963 / 558,,
e22_Items,1,tr:lh:7063,tg:lhbr:177655_#1,177316/220,isad:lh:71062,D 125 / B2,f67eedfd-a55f-5926-8cb3-abc686f1c35b,f67eedfd-a55f-5926-8cb3-abc686f1c35b,tg:lhbr:177655_#1,,,
e22_Items,1,tr:lh:6443,tg:lhbr:165234_#1,157801/47,isad:lh:2554,N 261 / B,550c652c-b6ad-5fe0-b0c9-75c6d388e0be,550c652c-b6ad-5fe0-b0c9-75c6d388e0be,tg:lhbr:165234_#1,,,
e22_Items,1,tr:lh:6413,tg:lhbr:209121_#1,151824/2a-b,isad:lh:76923,W 256 / B2 ((periode L. Simons 1969-1984) 19),ef985d6d-c5ed-5ce4-a684-81c9fa0b7b95,ef985d6d-c5ed-5ce4-a684-81c9fa0b7b95,tg:lhbr:209121_#1,,,
e22_Items,1,tr:lh:6443,tg:lhbr:68625_#1,157802/11,isad:lh:31203,N 261 / B,993bab5a-a958-59fa-a0cf-69915655d2ee,993bab5a-a958-59fa-a0cf-69915655d2ee,tg:lhbr:68625_#1,,,
e22_Items,1,tr:lh:9822,tg:lhbr:10513_#1,79956/4,isad:lh:6241,S 5754 / B2,10e5549e-f185-53ee-85bc-ec0ec04228f3,10e5549e-f185-53ee-85bc-ec0ec04228f3,tg:lhbr:10513_#1,,,
e22_Items,1,tr:lh:4737,tg:lhbr:143202_#1,90820/80,isad:lh:59522,T 3631 / B,6a926ae8-ebb5-5f50-92a4-6323d770b174,6a926ae8-ebb5-5f50-92a4-6323d770b174,tg:lhbr:143202_#1,,,
e22_Items,1,tr:lh:4282,tg:lhbr:151663_#1,82981/67,isad:lh:62568,V 4655 / B,b7786506-e0af-52f8-9fe5-6b93bc6b96e0,b7786506-e0af-52f8-9fe5-6b93bc6b96e0,tg:lhbr:151663_#1,,,
e22_Items,1,,tg:lhbr:281186_#1,,isad:lh:161323,B 413 / B2,0bb42958-605b-5d62-a3a5-fae03bf54577,0bb42958-605b-5d62-a3a5-fae03bf54577,tg:lhbr:281186_#1,,,
e22_Items,1,tr:lh:9770,tg:lhbr:257221_#1,,isad:lh:147006,,edbe9e27-94da-50b7-bba0-106a745120f3,edbe9e27-94da-50b7-bba0-106a745120f3,tg:lhbr:257221_#1,J 416 / 64,,
e22_Items,1,tr:lh:3450,tg:lhbr:102969_#1,67928/6,isad:lh:43616,M 8235 / B,e645173a-0ea5-57b4-b0b4-0ddfbedb4c6e,e645173a-0ea5-57b4-b0b4-0ddfbedb4c6e,tg:lhbr:102969_#1,,,
e22_Items,1,tr:lh:6099,tg:lhbr:129555_#1,140089/2,isad:lh:54296,M 386 / B2,9aa8d665-441e-5276-9019-d8b68a465be0,9aa8d665-441e-5276-9019-d8b68a465be0,tg:lhbr:129555_#1,,,
e22_Items,1,tr:lh:126473,tg:lhbr:245640_#1,,isad:lh:130189,,14ebede0-7ee8-5ae8-ad28-4e5d7187ad58,14ebede0-7ee8-5ae8-ad28-4e5d7187ad58,tg:lhbr:245640_#1,D 9653 / 21 (329),,
e22_Items,1,tr:lh:4758,tg:lhbr:20268_#1,94338/70,isad:lh:10392,B 892 / B,af652a09-1dd9-50c5-a261-bd6e435a312f,af652a09-1dd9-50c5-a261-bd6e435a312f,tg:lhbr:20268_#1,,,
e22_Items,1,tr:lh:5248,tg:lhbr:32609_#1,103354/479a-b,isad:lh:1425,F 2771 / B (1966-1969),371b7704-9793-51da-a2d6-f1081c571f91,371b7704-9793-51da-a2d6-f1081c571f91,tg:lhbr:32609_#1,,,
e22_Items,1,,tg:lhbr:61903_#1,,isad:lh:27705,G 563 / B,d6b93d7d-48d6-5654-b54d-dd9a07fa446e,d6b93d7d-48d6-5654-b54d-dd9a07fa446e,tg:lhbr:61903_#1,,,
e22_Items,1,tr:lh:1697,tg:lhbr:70791_#1,30670/8a-b,isad:lh:31943,H 504 / B,1140394d-dbae-53b9-95f2-aa242abb1650,1140394d-dbae-53b9-95f2-aa242abb1650,tg:lhbr:70791_#1,,,
e22_Items,1,tr:lh:5778,tg:lhbr:123080_#1,119475/3a-b,isad:lh:52192,R 5845 / B,9e843286-bb2c-5162-8b44-322971df3a08,9e843286-bb2c-5162-8b44-322971df3a08,tg:lhbr:123080_#1,,,
e22_Items,1,tr:lh:6902,tg:lhbr:173579_#1,170899/58a-b,isad:lh:70226,V 15507 / B2,63384bfe-c093-5991-b1bd-6b71ebf05cf0,63384bfe-c093-5991-b1bd-6b71ebf05cf0,tg:lhbr:173579_#1,,,
e22_Items,1,,tg:lhbr:299032_#1,,isad:lh:183222,,ff465bea-1193-500b-ab03-e7a65dfd5064,ff465bea-1193-500b-ab03-e7a65dfd5064,tg:lhbr:299032_#1,B 585 / 98,,
e22_Items,1,tr:lh:6405,tg:lhbr:158945_#1,149837/70,isad:lh:13285,G 586 / B2 (Marnix 60 voordrachten / vieringen),1394b971-254d-5cb3-9542-88f9783aa4b6,1394b971-254d-5cb3-9542-88f9783aa4b6,tg:lhbr:158945_#1,,,
e22_Items,1,tr:lh:5895,tg:lhbr:161118_#1,126921/2,isad:lh:65999,W 687 / B,f5b279c7-643e-5540-be20-41e607d8d6d6,f5b279c7-643e-5540-be20-41e607d8d6d6,tg:lhbr:161118_#1,,,
e22_Items,1,tr:lh:4995,tg:lhbr:150369_#1,99044/9,isad:lh:62318,V 4536 / B,72df549c-b6a7-56e2-be27-2fc02e638730,72df549c-b6a7-56e2-be27-2fc02e638730,tg:lhbr:150369_#1,,,
e22_Items,1,tr:lh:6411,tg:lhbr:205821_#1,151023/6a-b,isad:lh:75853,W 256 / B2 ((periode A. Westerlinck 1945-1968) 5),62c59fd9-2ea2-5e97-9f91-957e12317f53,62c59fd9-2ea2-5e97-9f91-957e12317f53,tg:lhbr:205821_#1,,,
e22_Items,1,tr:lh:1884,tg:lhbr:142708_#1,33595/1,,T 3465 / B,ea7ad5d7-69c3-5da9-895c-f75623c7f1bc,ea7ad5d7-69c3-5da9-895c-f75623c7f1bc,tg:lhbr:142708_#1,,,
e22_Items,1,tr:lh:3672,tg:lhbr:111802_#1,71071/283,isad:lh:47524,O 4854 / B,0b368760-8e79-5faf-8e60-348fac831a90,0b368760-8e79-5faf-8e60-348fac831a90,tg:lhbr:111802_#1,,,
e22_Items,1,tr:lh:2324,tg:lhbr:53181_#1,43870/8,,F 355 / B,d13b0d6f-7d5b-574b-9ebd-2fcb680b1d3f,d13b0d6f-7d5b-574b-9ebd-2fcb680b1d3f,tg:lhbr:53181_#1,,,
e22_Items,1,tr:lh:4737,tg:lhbr:85226_#1,90820/35c-d,isad:lh:36832,DD 3 / B,a4ced566-0d9b-5f22-a04d-0f662e46633c,a4ced566-0d9b-5f22-a04d-0f662e46633c,tg:lhbr:85226_#1,,,
e22_Items,1,tr:lh:7314,tg:lhbr:28844_#1,,isad:lh:14046,FVCA / B (1880-1918),7e9982e2-3e0d-5ea1-af6a-870d8e20f6dc,7e9982e2-3e0d-5ea1-af6a-870d8e20f6dc,tg:lhbr:28844_#1,,,
e22_Items,1,tr:lh:2055,tg:lhbr:97647_#1,38593/23a-b,isad:lh:41573,M 403 / B,903a23bc-eeb1-5e45-8011-f57fbfe753f2,903a23bc-eeb1-5e45-8011-f57fbfe753f2,tg:lhbr:97647_#1,,,
e22_Items,1,,tg:lhbr:11019_#1,,isad:lh:6482,B 56985 / B,073ebf99-cc01-5274-aa0b-d31262cc8a73,073ebf99-cc01-5274-aa0b-d31262cc8a73,tg:lhbr:11019_#1,,,
e22_Items,1,tr:lh:5604,tg:lhbr:118724_#1,128343/1,isad:lh:50431,P 978 / B,c3e0f593-108b-5df6-ab86-242c51f91303,c3e0f593-108b-5df6-ab86-242c51f91303,tg:lhbr:118724_#1,,,
e22_Items,1,tr:lh:128783,tg:lhbr:266050_#1,,isad:lh:132789,,baff21ab-d7d7-5cb8-bcc3-fad0917e3d94,baff21ab-d7d7-5cb8-bcc3-fad0917e3d94,tg:lhbr:266050_#1,R 462 / 855,,
e22_Items,1,tr:lh:4777,tg:lhbr:160412_#1,94141/16,isad:lh:65777,W 973 / B,f36f3915-a396-5349-8009-9bdd4ea1e921,f36f3915-a396-5349-8009-9bdd4ea1e921,tg:lhbr:160412_#1,,,
e22_Items,1,tr:lh:140162,tg:lhbr:298538_#1,,isad:lh:173196,,2cd063ca-fdbb-5fcc-bf66-febdd0ebb124,2cd063ca-fdbb-5fcc-bf66-febdd0ebb124,tg:lhbr:298538_#1,L 179 /,,
e22_Items,1,tr:lh:6899,tg:lhbr:172073_#1,170872/26,isad:lh:69680,B 7649 / B2,5134bf52-7875-5b4e-abee-3a075399b7dc,5134bf52-7875-5b4e-abee-3a075399b7dc,tg:lhbr:172073_#1,,,
e22_Items,1,tr:lh:6056,tg:lhbr:33303_#1,136239/1a-b,isad:lh:15994,C 306 / B,9e569b11-88f8-5058-b80c-426e9976b939,9e569b11-88f8-5058-b80c-426e9976b939,tg:lhbr:33303_#1,,,
e22_Items,1,tr:lh:6322,tg:lhbr:21762_#1,146733/3,isad:lh:11069,B 9325 / B,31ff0f20-e760-5426-b0b8-da56e1d1c971,31ff0f20-e760-5426-b0b8-da56e1d1c971,tg:lhbr:21762_#1,,,
e22_Items,1,tr:lh:1717,tg:lhbr:5374_#1,30246/18a-b,isad:lh:3588,B 1333 / B,ff78e570-2429-5713-a670-a7f5c4f80a95,ff78e570-2429-5713-a670-a7f5c4f80a95,tg:lhbr:5374_#1,,,
e22_Items,1,tr:lh:4893,tg:lhbr:6987_#1,97852/38,isad:lh:4518,E 279 / B,9296bbd3-aa77-5923-9c45-0a682a32cf56,9296bbd3-aa77-5923-9c45-0a682a32cf56,tg:lhbr:6987_#1,,,
e22_Items,1,tr:lh:2929,tg:lhbr:72868_#1,59252/37,isad:lh:32876,H 6159 / B,ce3fa08d-74fd-5689-b42d-93dcdeaba90f,ce3fa08d-74fd-5689-b42d-93dcdeaba90f,tg:lhbr:72868_#1,,,
e22_Items,1,tr:lh:5630,tg:lhbr:59454_#1,112913/739,isad:lh:555,K 376 / B (Deel II),f5e75988-4916-5b0b-b4e2-5969cf185480,f5e75988-4916-5b0b-b4e2-5969cf185480,tg:lhbr:59454_#1,,,
e22_Items,1,,tg:lhbr:295932_#1,,isad:lh:124819,,fceb41f2-e8ee-56cb-b69d-8c83903e71e8,fceb41f2-e8ee-56cb-b69d-8c83903e71e8,tg:lhbr:295932_#1,C 33941 / 66,,
e22_Items,1,tr:lh:4406,tg:lhbr:154045_#1,84769/19a-b,isad:lh:63435,C 26705 / B,0863fab7-473f-5d3a-9811-5e8e3f34c92b,0863fab7-473f-5d3a-9811-5e8e3f34c92b,tg:lhbr:154045_#1,,,
e22_Items,1,tr:lh:9981,tg:lhbr:238350_#1,219582/74,isad:lh:85490,F 4055 / B1,867205a3-2abd-5908-9dff-5191be3760fd,867205a3-2abd-5908-9dff-5191be3760fd,tg:lhbr:238350_#1,,,
e22_Items,1,tr:lh:5778,tg:lhbr:146424_#1,119712/472,isad:lh:1111,V 37336 / B2 (Oorlogsdossier),42af0966-1d56-5a9a-9d83-f4ba2003e217,42af0966-1d56-5a9a-9d83-f4ba2003e217,tg:lhbr:146424_#1,,,
e22_Items,1,tr:lh:7478,tg:lhbr:181911_#1,197243/39,isad:lh:72264,M 224 / B,e72d0649-3f36-51cb-9b88-a80108a801a1,e72d0649-3f36-51cb-9b88-a80108a801a1,tg:lhbr:181911_#1,,,
e22_Items,1,tr:lh:110379,tg:lhbr:240066_#1,,isad:lh:115924,,ee4c0b60-671c-537a-8f30-a92a22086f0a,ee4c0b60-671c-537a-8f30-a92a22086f0a,tg:lhbr:240066_#1,C 34 / Jacob 1,,
e22_Items,1,tr:lh:4326,tg:lhbr:252407_#1,68176 / 1089,isad:lh:144047,A 493 / B2,25740151-350a-5511-b4ff-cc759e682bb4,25740151-350a-5511-b4ff-cc759e682bb4,tg:lhbr:252407_#1,,,
e22_Items,1,tr:lh:5678,tg:lhbr:190783_#1,114680/237,isad:lh:74082,T 48399 / B (1960),a4e1edb4-b5d9-5231-99fa-85c56d9fe409,a4e1edb4-b5d9-5231-99fa-85c56d9fe409,tg:lhbr:190783_#1,,,
e22_Items,1,tr:lh:3055,tg:lhbr:15335_#1,61009/53,isad:lh:8341,B 708 / B,cc8ca236-51f4-57b1-9721-75283c93f6d5,cc8ca236-51f4-57b1-9721-75283c93f6d5,tg:lhbr:15335_#1,,,
e22_Items,1,tr:lh:238,tg:lhbr:137834_#1,5102/65,isad:lh:57429,S 9685 / B,4b1ccac5-3c21-53cf-a756-a5b85d3927bf,4b1ccac5-3c21-53cf-a756-a5b85d3927bf,tg:lhbr:137834_#1,,,
e22_Items,1,tr:lh:3772,tg:lhbr:188637_#1,72465/179,isad:lh:73830,T 48399 / B (1954),30bea859-806d-5d45-aa7e-2aa57edcb3f9,30bea859-806d-5d45-aa7e-2aa57edcb3f9,tg:lhbr:188637_#1,,,
e22_Items,1,tr:lh:6533,tg:lhbr:223817_#1,160861/131 en 134,isad:lh:80823,T 394 / B2,c4aa7230-e0de-58c3-bff1-86d0db70d8d2,c4aa7230-e0de-58c3-bff1-86d0db70d8d2,tg:lhbr:223817_#1,,,
e22_Items,1,tr:lh:9356,tg:lhbr:232685_#1,217746/7a,isad:lh:83573,C 2752 / B1 (tijdschrift Nul),932d6b6d-3f2c-5770-8620-aa444f8d360a,932d6b6d-3f2c-5770-8620-aa444f8d360a,tg:lhbr:232685_#1,,,
e22_Items,1,tr:lh:5552,tg:lhbr:588_#1,110092/338,isad:lh:602,K 162 / B,9c5b8d0e-f5e6-5118-bb4b-b9b2ec21cfb6,9c5b8d0e-f5e6-5118-bb4b-b9b2ec21cfb6,tg:lhbr:588_#1,,,
e22_Items,1,tr:lh:5872,tg:lhbr:1058_#1,137057,isad:lh:1038,A 242 / B,608e535a-1f24-506c-8182-652a75e0081c,608e535a-1f24-506c-8182-652a75e0081c,tg:lhbr:1058_#1,,,
e22_Items,1,tr:lh:5800,tg:lhbr:32134_#1,120756/3,isad:lh:15605,C 274 / B,ac1b9089-90b1-5055-96c2-2614936853fa,ac1b9089-90b1-5055-96c2-2614936853fa,tg:lhbr:32134_#1,,,
e22_Items,1,tr:lh:6382,tg:lhbr:20555_#1,149197/14,isad:lh:10513,T 2806 / B,93ddf538-90c7-5056-a147-f312eb80eb8e,93ddf538-90c7-5056-a147-f312eb80eb8e,tg:lhbr:20555_#1,,,
e22_Items,1,tr:lh:4817,tg:lhbr:4143_#1,95883/5,isad:lh:2902,K 3024 / B,02fb6ee6-368c-5c1f-8375-c0aaacd471c5,02fb6ee6-368c-5c1f-8375-c0aaacd471c5,tg:lhbr:4143_#1,,,
e22_Items,1,tr:lh:6373,tg:lhbr:58663_#1,148888/48,isad:lh:26066,G 3947 / B,d24b4e95-59a5-5e0a-8c5c-9fd6cc0cae6a,d24b4e95-59a5-5e0a-8c5c-9fd6cc0cae6a,tg:lhbr:58663_#1,,,
e22_Items,1,tr:lh:139974,tg:lhbr:264894_#1,,isad:lh:151321,,2977b50c-c033-5e10-a9ff-6882a8808e6a,2977b50c-c033-5e10-a9ff-6882a8808e6a,tg:lhbr:264894_#1,B 798 / 60 - 124,,
e22_Items,1,tr:lh:5863,tg:lhbr:119513_#1,124399/29,isad:lh:50781,R 1488 / B,793c5468-7784-52c5-9b8d-d2881f8c9922,793c5468-7784-52c5-9b8d-d2881f8c9922,tg:lhbr:119513_#1,,,
