ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,Warehouse Location (begin),Warehouse Location (ende)
73f04d1c-8409-518f-98d6-774df36623a7,tg:lhbr:223284,Items,1,tr:lh:7336,186695/13,isad:lh:80118,S 59 / Archief H,,,,
29425a29-dd95-560d-9fd2-455fd04f698e,tg:lhbr:77870,Items,1,tr:lh:7314,,isad:lh:34301,FVCA / B2 (1940-1944),,,,
f6f6da8b-c867-53ba-b241-666e22341d03,tg:lhbr:151414,Items,1,tr:lh:5736,116218/4,,V 4655 / B,,,,
e055af5b-9691-5e8f-b183-27a847757f52,tg:lhbr:212920,Items,1,tr:lh:5678,114700/3,isad:lh:77796,T 48399 / B (1979),,,,
e1ad3cfe-9023-59e8-8dc5-65b589c5d8de,tg:lhbr:107274,Items,1,tr:lh:5863,125280/2,isad:lh:45582,N 169 / B,,,,
fb76e2dc-9dbb-5226-8dbb-1904b637e5dc,tg:lhbr:290148,Items,1,,,isad:lh:169927,,R 5419 / 216,,,
12a38e63-18ea-53ad-99e8-9114ce143735,tg:lhbr:88528,Items,1,tr:lh:6182,144295/30,isad:lh:37974,S 7913 / B2,,,,
38fd399f-2d18-5c20-bfdd-b2dc950b3be5,tg:lhbr:165848,Items,1,tr:lh:5863,124440/91,isad:lh:67660,H 4215 / B,,,,
8ad4884c-598c-54b7-9d43-4ae5fa2eddae,tg:lhbr:192120,Items,1,,163824/45,isad:lh:74250,G 395 / B2,,,,
4480fb13-a4cc-5ebb-a091-c708f5f344e8,tg:lhbr:159024,Items,1,tr:lh:2939,59370/378,isad:lh:65265,W 383 / B,,,,
ed4ad4e9-91d1-50f0-a744-a91ae5908c8e,tg:lhbr:18184,Items,1,tr:lh:3472,68281/25,isad:lh:9480,L 5347 / B2,,,,
d11db150-4203-5160-88d2-a03c53a11910,tg:lhbr:124514,Items,1,tr:lh:5863,125394/2,isad:lh:52713,R 702 / B,,,,
f457b123-ecef-5807-87de-2bb9dad64baa,tg:lhbr:267820,Items,1,tr:lh:7571,198338/400,isad:lh:112965,R 8963 / 50,,,,
a504d561-f594-5c8c-816e-1ab7592f4fa4,tg:lhbr:172374,Items,1,tr:lh:7353,195570/10,isad:lh:69831,C 205 / B1,,,,
79e68763-60df-5773-9e43-a65208e80821,tg:lhbr:256384,Items,1,tr:lh:9770,,isad:lh:146466,,J 416 / 60,,,
85291ffc-f87c-55ce-a487-cfc9389ca6b5,tg:lhbr:110948,Items,1,tr:lh:4736,90595/4,isad:lh:47183,O 345 / B,,,,
724e5780-8567-5044-b6ad-5eddbce39055,tg:lhbr:7762,Items,1,tr:lh:4743,91531/7,isad:lh:4894,B 6671 / B,,,,
19335a70-2c0c-5941-a029-c46ab8f88ef0,tg:lhbr:80118,Items,1,tr:lh:5810,121776/2,isad:lh:35103,J 416 / I,,,,
6e1d7b98-ffdc-5c52-b21d-ef3d4d247746,tg:lhbr:112975,Items,1,tr:lh:5115,101140/1,isad:lh:47945,P 2464 / B,,,,
61373ccf-43fd-56a8-8292-e4f551919c0b,tg:lhbr:251441,Items,1,tr:lh:126473,,isad:lh:130191,,D 9653 / 23 (240),,,
3d5276c0-2d1d-57d6-9a21-30c516a472ab,tg:lhbr:207221,Items,1,tr:lh:6413,151292/9a-b,isad:lh:76266,W 256 / B2 ((periode L. Simons 1969-1984) 5),,,,
860613e6-ec51-5d32-8359-1c45efb912da,tg:lhbr:62371,Items,1,,,isad:lh:28082,G 563 / B,,,,
f3c7e152-e1e3-5264-9a88-b0690050f89a,tg:lhbr:236985,Items,1,tr:lh:9839,218056/2,isad:lh:84884,D 11413 / B3,,,,
2f98946c-7940-5541-8510-e1ca3062fd79,tg:lhbr:34511,Items,1,tr:lh:1801,31999/a-c,isad:lh:16440,C 34 / B,,,,
9866fc0f-305d-5011-85fe-7228d63aa02c,tg:lhbr:82125,Items,1,tr:lh:2702,53355/1,isad:lh:35834,K 3235 / B,,,,
188df788-8eca-5f49-9089-5b57442c48b0,tg:lhbr:108181,Items,1,tr:lh:7314,,isad:lh:45890,FVCA / B2 (1940-1944),,,,
c08c7b0d-e999-52af-ad6c-90ef42818229,tg:lhbr:49021,Items,1,tr:lh:5630,112913/126,isad:lh:5664,K 376 / B (Deel I),,,,
a1e1a404-6d4c-5a51-a734-5c892e5de3db,tg:lhbr:229689,Items,1,tr:lh:7819,202195/60,isad:lh:82654,H 116 / B2 ( Marc Payot ),,,,
b313a6a7-25fc-5f72-b5c8-5a7b83f2338b,tg:lhbr:126529,Items,1,tr:lh:3772,72465/200,isad:lh:1523,T 48399 / B (1946),,,,
6adaeab5-9d71-52df-860b-fff23bab286f,tg:lhbr:67489,Items,1,tr:lh:3472,68281/31,isad:lh:30825,L 5347 / B2,,,,
019f10b3-20fc-518c-979f-c9790a63f996,tg:lhbr:170349,Items,1,,163805/1a-c,isad:lh:69228,G 395 / B2,,,,
0d9808f2-3c5d-544e-a5ae-d7b4fc805396,tg:lhbr:138537,Items,1,tr:lh:3055,60960/16,isad:lh:57705,S 935 / B,,,,
d4a34357-ccb5-5bfb-a6c4-e072b0d4fc9e,tg:lhbr:79497,Items,1,tr:lh:683,13394/911,isad:lh:34905,J 255 / B,,,,
71d6b2b4-ba7c-5743-a281-245ccaadbee3,tg:lhbr:237697,Items,1,tr:lh:9974,219298/41,isad:lh:85232,C 2635 / B2,,,,
89d1a8cb-a028-592a-ac92-bab6f1d470dc,tg:lhbr:145007,Items,1,tr:lh:6465,158590/139,isad:lh:452,S 7904 / B2 (1964),,,,
63bc9d73-d8bd-5fcc-9678-c8cf37cf16a0,tg:lhbr:113667,Items,1,tr:lh:4777,94025/1,isad:lh:48217,P 2727 / B,,,,
2c2de9ca-5453-52c8-998d-e89d21d1e227,tg:lhbr:55002,Items,1,tr:lh:6081,138747/208,isad:lh:24746,V 6095 / B2,,,,
67420dab-d815-5953-8064-221e9631fa4a,tg:lhbr:230152,Items,1,tr:lh:7336,187334/51a-b,isad:lh:82727,S 59 / Archief Editions - Uitgevers / Editions Hypérion,,,,
f2dc0193-5c23-542d-a98b-484002ffbdaf,tg:lhbr:266732,Items,1,tr:lh:128783,,isad:lh:132923,,R 462 / 1082,,,
646bd5d8-b637-5765-b76e-92bcb513e542,tg:lhbr:169492,Items,1,tr:lh:6749,167194/1,isad:lh:69092,T 347 / B,,,,
cabe83a1-2413-5b6f-96db-087543fbac8b,tg:lhbr:28532,Items,1,tr:lh:7314,,isad:lh:13889,FVCA / B (1919-1932),,,,
903e9547-0b83-586c-8709-56411597794f,tg:lhbr:286566,Items,1,tr:lh:128691,,isad:lh:129812,,B 805 /412,,,
8406e816-b846-5bc0-b99f-771c1f5acf98,tg:lhbr:6870,Items,1,tr:lh:5660,113940,isad:lh:4452,B 13894 / B,,,,
4c227d27-488f-583a-a8d8-979e2a596393,tg:lhbr:223791,Items,1,tr:lh:2055,38590/13,isad:lh:80811,T 394 / B2,,,,
f24c708b-2c49-58b4-9a87-82e9cfb53f3b,tg:lhbr:151101,Items,1,tr:lh:3055,61077/56,isad:lh:62431,V 4655 / B,,,,
f7352cc9-90c9-5b6b-8eb2-a17b011ee36c,tg:lhbr:107761,Items,1,tr:lh:5863,125285/1,isad:lh:45752,N 3464 / B,,,,
eff2b4c6-bed8-5090-b2a8-78c8beffb377,tg:lhbr:68269,Items,1,tr:lh:1876,33490/1,,H 174 / B,,,,
2a2c6a8a-dfc5-58f8-8362-f525732e42ce,tg:lhbr:15759,Items,1,tr:lh:5778,119105/11,isad:lh:8552,D 352 / B,,,,
03dcf923-f5d4-586b-8add-b78fe727fa10,tg:lhbr:102099,Items,1,tr:lh:651,12668/16,isad:lh:915,H 90783 / B (Fin. Comiteit Deel I Verslagen),,,,
371b63df-30b7-5ccb-a858-91e835eda636,tg:lhbr:43139,Items,1,tr:lh:2197,41809/175,isad:lh:20094,G 4781 / B,,,,
08509e3e-56ae-5358-914b-012a4ebc26aa,tg:lhbr:226069,Items,1,tr:lh:7860,203526/117,isad:lh:81587,M 224 / B,,,,
a58ee486-0218-5ed8-8bcf-821fb1ed2f05,tg:lhbr:270609,Items,1,tr:lh:110330,,isad:lh:113738,,R 8963 / 398,,,
d8078540-e691-5366-b770-58c7b9dcffc0,tg:lhbr:259564,Items,1,tr:lh:9770,,isad:lh:148515,,J 416 / 72,,,
458f08ad-25bb-5158-b7c0-fb7890e41234,tg:lhbr:292460,Items,1,tr:lh:97999,,isad:lh:176170,,,,,
bfe616ab-c99d-5cd3-a867-01176af77789,tg:lhbr:17764,Items,1,tr:lh:7314,,isad:lh:9293,FVCA / B2 (1944-1961),,,,
85bb21cd-3b05-5fee-a498-ca3fe4483f44,tg:lhbr:224054,Items,1,tr:lh:7860,203519/8,isad:lh:78323,M 224 / B,,,,
629eb15c-3508-5df9-8dc7-ccd081988431,tg:lhbr:272634,Items,1,tr:lh:110330,,isad:lh:114946,,R 8963 / 727,,,
9fc2cbbf-e74f-563a-b111-2077c1c835e1,tg:lhbr:198038,Items,1,tr:lh:6598,166196/2836a-b,isad:lh:74956,B 417 / B2,,,,
5cd38b8c-685c-5c35-969a-d7a392bc2714,tg:lhbr:8182,Items,1,tr:lh:6086,139014/103,isad:lh:1913,B 742 / B (19),,,,
639753ac-7bf4-567f-a320-0a11c4c62603,tg:lhbr:273926,Items,1,tr:lh:140214,,,B 7307 / B,,,,
37e1e6d9-9319-50b6-9dc2-d646378670e3,tg:lhbr:130412,Items,1,tr:lh:5853,123975/2,isad:lh:54710,S 314 / B,,,,
e7fa0ac6-94d1-5d36-9eda-dc8a18d7a1f9,tg:lhbr:166272,Items,1,tr:lh:4796,95536/14,isad:lh:735,H 722 / B (1944-48),,,,
d2f0341f-a3a1-5784-b7b6-1da455775670,tg:lhbr:289386,Items,1,tr:lh:5479,107680,isad:lh:168774,,R 1476 / 175,,,
cae358b3-9a75-5852-90d7-b5e16befe49e,tg:lhbr:242282,Items,1,,,isad:lh:128056,,C 3622 / 20,,,
d05ed0a9-30e3-58b3-885b-3f726ef98192,tg:lhbr:16876,Items,1,tr:lh:6086,139035/20,isad:lh:4202,B 742 / B (26),,,,
bd7cdf80-be7b-5ab6-aac2-ed3b3583fc8a,tg:lhbr:186026,Items,1,tr:lh:6883,170325/16,isad:lh:73599,L 27435 / B2,,,,
29ab7090-44b3-53c9-9f43-c99699c501a1,tg:lhbr:238077,Items,1,,219406/34a-b,isad:lh:85360,VV 509 / B2,,,,
c8ee2b80-1d0d-534d-b831-da114d2c8fd1,tg:lhbr:96023,Items,1,tr:lh:2046,39597/4,isad:lh:40929,M 2828 / B,,,,
6b3e044e-7a7a-5d4f-8640-a83c0070cbf9,tg:lhbr:245547,Items,1,tr:lh:126473,,isad:lh:130163,,D 9653 / 9 (212),,,
1bc1e743-651f-591e-a79c-3059e747d425,tg:lhbr:106873,Items,1,tr:lh:6533,160811/1,isad:lh:45445,N 122 / B,,,,
507e3377-940d-57e2-a0d3-ec344481d688,tg:lhbr:213327,Items,1,,,isad:lh:77867,M 224 / B,,,,
a9e7955a-850f-50a2-ba1d-58b3329ba905,tg:lhbr:76277,Items,1,tr:lh:2609,52825/60,isad:lh:34179,H 965 / B,,,,
7db7efec-2397-5741-b150-dcd18a268a2b,tg:lhbr:20417,Items,1,tr:lh:3672,71071/96,isad:lh:10458,B 9073 / B,,,,
13b47c4b-7459-5b4b-b61d-4754e76e5262,tg:lhbr:222883,Items,1,tr:lh:7601,198957/653,isad:lh:80308,G 9947 / B2,,,,
5f8bc10e-a7d0-5067-9f1b-488b68da75b2,tg:lhbr:55517,Items,1,tr:lh:6626,163874/48,isad:lh:24955,H 517 / B2,,,,
087304ea-3886-59a2-b7aa-ee0b0dad6f45,tg:lhbr:257983,Items,1,tr:lh:9770,,isad:lh:147583,,J 416 / 66,,,
e418a87f-d4c5-5253-8096-073c64ac8dc0,tg:lhbr:230447,Items,1,tr:lh:7825,202226/6a-d,isad:lh:82901,R 394 / B2,,,,
8075eece-ef89-5da5-854d-e5df8d89a016,tg:lhbr:173973,Items,1,tr:lh:7063,177313/370,isad:lh:70335,D 125 / B2,,,,
332d7cc7-463c-59f1-9f08-78efae3be366,tg:lhbr:266227,Items,1,tr:lh:128783,,isad:lh:132807,,R 462 / 835,,,
f18c6a51-c318-562c-9b8f-01af59607f84,tg:lhbr:169187,Items,1,tr:lh:6778,167721/3,,B 972 / B,,,,
a739af8c-89f5-5848-8da9-150bb0fe6222,tg:lhbr:28027,Items,1,tr:lh:7314,,isad:lh:13635,FVCA / B (1919-1932),,,,
6fee52f2-29f3-5088-aa33-c15338ee5914,tg:lhbr:286073,Items,1,tr:lh:128691,,isad:lh:129198,,B 805 /47,,,
d1851085-b781-5f50-8121-bc73609b74be,tg:lhbr:138022,Items,1,tr:lh:5630,112913/855,isad:lh:555,K 376 / B (Deel II),,,,
1d4b9c67-6678-5d95-a608-b2a334419458,tg:lhbr:79182,Items,1,tr:lh:4676,89648/17,isad:lh:34783,J 2502 / B,,,,
688e9dc3-7de5-518b-a43e-dfab345389b9,tg:lhbr:237382,Items,1,tr:lh:9849,218758/499,isad:lh:85088,J 45 / B2,,,,
c58e591f-86a7-54d7-ad13-8c94a635d7d7,tg:lhbr:63976,Items,1,,,isad:lh:29354,G 563 / B,,,,
c2fb3c34-3577-5768-af76-bb5a87babecb,tg:lhbr:206826,Items,1,tr:lh:6413,151169/7,isad:lh:76100,W 256 / B2 ((periode L. Simons 1969-1984) 2),,,,
539ba6a8-5559-509e-8d18-d914d16b1554,tg:lhbr:145512,Items,1,tr:lh:4796,95558/92,isad:lh:7203,H 722 / B (1961-63),,,,
e21eb0d5-c296-51e7-a688-0dad95005538,tg:lhbr:113372,Items,1,,,isad:lh:48102,P 2723 / B,,,,
845e6bac-1659-5aad-b97f-b9b4f3991705,tg:lhbr:207734,Items,1,tr:lh:6413,151417/3a-b,isad:lh:76435,W 256 / B2 ((periode L. Simons 1969-1984) 9),,,,
9362c05b-45a4-502d-98f2-9c7ddafcf019,tg:lhbr:62664,Items,1,,,isad:lh:28316,G 563 / B,,,,
fc3246dd-3b39-5fd1-8752-3172e508b1e8,tg:lhbr:34004,Items,1,tr:lh:4160,80561/35,isad:lh:16250,C 3317 / B,,,,
2f865b5a-93e1-54c8-8c9f-f73a0523ba3b,tg:lhbr:108494,Items,1,tr:lh:2045,38335/260,isad:lh:46024,D 531 / B,,,,
5b80bbad-ff66-5ed4-a35f-3419128cb653,tg:lhbr:49534,Items,1,tr:lh:4737,90820/53,isad:lh:22621,L 18597 / B,,,,
fce0e584-8a35-5b17-89b4-3b1936ba534a,tg:lhbr:82430,Items,1,tr:lh:5192,102796/92,isad:lh:35965,K 90483 / B2,,,,
b2703024-1464-55be-8774-f328edd142a0,tg:lhbr:190408,Items,1,tr:lh:5678,114682/12,isad:lh:74082,T 48399 / B (1960),,,,
c8443a9b-6d33-5580-8217-f312fc1b6314,tg:lhbr:218838,Items,1,tr:lh:7336,187010/1,isad:lh:79386,S 59 / Archief A,,,,
5aab6c96-255d-5117-adb6-03d6cd176fea,tg:lhbr:159531,Items,1,tr:lh:3436,67699/561,isad:lh:459,"H 722 / B (1947-56, Verhandelingen)",,,,
6ec89b16-d89e-5900-9385-9862b19cb3db,tg:lhbr:18491,Items,1,tr:lh:982,18282/23,isad:lh:9611,B 805 / B,,,,
3ca833d8-06ab-57d6-a744-d91a3ddd6c77,tg:lhbr:192435,Items,1,tr:lh:6886,171382/63,isad:lh:74274,S 935 / B1,,,,
9014743d-fb2c-5cdb-8d59-5058f50474eb,tg:lhbr:124001,Items,1,tr:lh:5863,124385/1,isad:lh:52532,R 6507 / B,,,,
a92a3760-5668-54d6-8f73-595d0b351c0c,tg:lhbr:172661,Items,1,tr:lh:7352,195544/254,isad:lh:69985,B 6781 / B2,,,,
7f767cce-f696-529b-b5f6-28dfafeb6501,tg:lhbr:256691,Items,1,tr:lh:9770,,isad:lh:146843,,J 416 / 58,,,
f29b271a-de34-5f96-86ea-4a94ddbe5a67,tg:lhbr:253169,Items,1,tr:lh:139785,,isad:lh:144605,R 139785 / B2,,,,
4b9c3969-e3d0-5066-981c-a0ffe2db340c,tg:lhbr:205709,Items,1,tr:lh:5678,114699/131,isad:lh:75762,T 48399 / B (1977),,,,
d3371f1a-6fc0-5d0a-8ebd-a0a1929c9480,tg:lhbr:60659,Items,1,tr:lh:4817,95860/17,isad:lh:26737,R 134 / B,,,,
9adfa41b-c983-54ad-84af-a6f511ab4e42,tg:lhbr:7277,Items,1,tr:lh:6303,146158/54a-b,isad:lh:4676,M 385 / B,,,,
30ff1c14-f5a2-599b-81a2-25e0a743b4c9,tg:lhbr:177199,Items,1,tr:lh:9567,179474/43,isad:lh:70940,D 4577 / B1,,,,
a1cb413c-c8f8-5dfe-8b1a-427ab5f6cd51,tg:lhbr:36039,Items,1,tr:lh:5078,100574/171,isad:lh:152544,C 3592 / B (3),,,,
e1098461-0e6b-5bd0-ac99-7d96ec978a18,tg:lhbr:278239,Items,1,tr:lh:7843,202504/60a-b,isad:lh:159021,,D 325 / 528,,,
22965c51-6fd7-599d-bb34-0838a872fe02,tg:lhbr:282899,Items,1,tr:lh:7843,202504/60a-b,isad:lh:162626,,D 325 / 1104,,,
cc95385c-44f1-5906-aaf7-555b441d3ac7,tg:lhbr:87632,Items,1,tr:lh:5863,124393/350,isad:lh:37603,L 223 / B,,,,
c3b725cf-1137-5a00-b62f-f6d4f08aba58,tg:lhbr:229666,Items,1,,,isad:lh:82656,S 59 / Archief Musea,,,,
26d8a0b9-0660-562d-9a9d-3bb1bb02c159,tg:lhbr:67466,Items,1,tr:lh:212,3880,isad:lh:30808,H 1431 / B,,,,
76b173ed-bbd6-5d67-bb76-e6f7b6b46719,tg:lhbr:31206,Items,1,tr:lh:4400,84690/199,isad:lh:15169,N 261 / B,,,,
76dc0f58-01fe-5f1c-9038-85ff9d6e3a38,tg:lhbr:254356,Items,1,,,isad:lh:98031,,J 416 / 103,,,
1f3afb17-f2a7-5c73-ab96-5caf73a53bc4,tg:lhbr:141802,Items,1,tr:lh:4738,90957/31,isad:lh:58962,T 2867 / B,,,,
c5d8cdbb-f666-5bcd-9f79-57780b3adefe,tg:lhbr:202536,Items,1,tr:lh:6598,166196/2125a-c,isad:lh:75283,B 417 / B2 (72),,,,
bb1dece2-7d6e-5439-b2c5-f8bc7d2a2834,tg:lhbr:253493,Items,1,,,isad:lh:144846,M 58 / 2,,,,
09e86062-05e4-55c3-a0e4-f87ccf04499b,tg:lhbr:121203,Items,1,tr:lh:5772,118725/5,isad:lh:51438,R 462 / B,,,,
41d43f91-50c6-56ea-bf82-9d0b0bf51cb1,tg:lhbr:177463,Items,1,tr:lh:7444,196741,isad:lh:71021,B 1333 / B1,,,,
85558fc4-7e34-53d0-b518-f243311ea3b5,tg:lhbr:234957,Items,1,tr:lh:7657,218004/12,isad:lh:84054,G 3145 / B2,,,,
b32669b3-f0c8-5a58-9763-346783fab725,tg:lhbr:197637,Items,1,tr:lh:7845,202527/50,isad:lh:74888,B 417 / B2,,,,
d97a5dc3-e8ec-5de8-825e-381d2e6a2c52,tg:lhbr:2075,Items,1,tr:lh:2552,50354/2,isad:lh:1728,A 315 / B,,,,
592e7499-4b81-5ed0-a534-6f247b88166a,tg:lhbr:283271,Items,1,,,isad:lh:162912,,L 1833 / 136,,,
c5befc41-e2d6-580e-8697-1af15a744d6c,tg:lhbr:248375,Items,1,tr:lh:2279,,isad:lh:140913,,C 3622 / 24,,,
17835c74-37c4-53f1-98c9-0d53c6c9d7df,tg:lhbr:196925,Items,1,tr:lh:5678,114689/269,isad:lh:74757,T 48399 / B (1967),,,,
23faa1c6-590c-58a7-8126-9404c7112962,tg:lhbr:235645,Items,1,tr:lh:9767,217989/1946,isad:lh:84300,Y 2 / B2,,,,
4489f723-3c23-53ce-862b-ad708da51097,tg:lhbr:263025,Items,1,tr:lh:139974,,isad:lh:150601,,B 798 / 381 - 427,,,
b559885f-e5ad-5304-9879-e25a509bd964,tg:lhbr:50715,Items,1,tr:lh:6465,158585/218,isad:lh:7134,S 7904 / B2 (1959),,,,
cdb28a35-7c9a-5735-a54c-98334ad5299d,tg:lhbr:189629,Items,1,,177479/6,,V 4655 / B1,,,,
54d62241-5b6f-5a7b-9cf9-aacb3d6c8b00,tg:lhbr:286589,Items,1,tr:lh:128691,,isad:lh:129831,,B 805 /427,,,
2efefe92-5919-53b9-8fc6-d7cd94e36f9a,tg:lhbr:140710,Items,1,tr:lh:2869,57339/19,isad:lh:58515,T 174 / B,,,,
a24abfd8-5065-5c72-8fc7-a43aa27a74f9,tg:lhbr:116170,Items,1,tr:lh:3903,74506/1,isad:lh:49329,P 505 / B1,,,,
96702a3c-a241-5773-bd7e-a8419de5d215,tg:lhbr:232180,Items,1,tr:lh:7673,199660/31,,G 395 / B1,,,,
63ce97a6-e035-5152-9abb-021565eeb139,tg:lhbr:228974,Items,1,tr:lh:4508,86779/78,isad:lh:82441,SS 428 / B2,,,,
88fe0682-9214-5eed-b474-793fdb2356cc,tg:lhbr:86920,Items,1,tr:lh:2334,44032/126,isad:lh:37372,A 4253 / B,,,,
c375f5e9-b063-53bc-b96d-6cde485bf191,tg:lhbr:194918,Items,1,tr:lh:6598,166196/150a-b,isad:lh:74582,B 417 / B2,,,,
45f6f364-3767-5a99-947c-216dbedc5c65,tg:lhbr:79478,Items,1,tr:lh:4055,77818/6,isad:lh:34899,S 823 / B,,,,
e1ed7fe1-7a46-5121-898c-5dcc0816a9f4,tg:lhbr:237678,Items,1,tr:lh:9974,219296/2a-b,isad:lh:85217,C 2635 / B1,,,,
743c8b1c-ec4b-53db-8a9b-25f1641477a4,tg:lhbr:261018,Items,1,tr:lh:9770,,isad:lh:149669,,J 416 / 77,,,
4901dbfc-1a71-5109-876f-5a12f9d153e8,tg:lhbr:113688,Items,1,,103361/117,,V 34355 / B,,,,
dd915ee7-31f3-5db8-b6e6-b953571e4d66,tg:lhbr:52728,Items,1,tr:lh:7314,,isad:lh:10333,FVCA / VB 78,,,,
a1125840-165c-5d96-8bed-ec0452a70870,tg:lhbr:179884,Items,1,tr:lh:6920,171175/86,isad:lh:71901,C 2 / B2,,,,
02454729-d3d6-501d-8ee7-a4831387df5f,tg:lhbr:38924,Items,1,tr:lh:6036,133816/8,isad:lh:18349,D 2195 / B2,,,,
15578ac6-909c-5d45-a990-3bd67ea09c88,tg:lhbr:183224,Items,1,tr:lh:7475,197214/144,isad:lh:72781,S 314 / B2,,,,
f1778d51-2daa-5db7-9ff7-514218ba0b8a,tg:lhbr:148320,Items,1,tr:lh:4738,90842/4,isad:lh:61503,V 347 / B,,,,
8e5cc05f-a28f-504f-9729-c864eb7ad0d1,tg:lhbr:247080,Items,1,,,isad:lh:135746,,,,,
f971101b-b4f3-529f-9631-9d8dd4acfd9f,tg:lhbr:135610,Items,1,tr:lh:4736,90144/13,isad:lh:56568,S 704 / B,,,,
a762254d-37b4-5ffb-8e89-4a2e068000ce,tg:lhbr:163070,Items,1,tr:lh:4995,98971/23,isad:lh:66550,W 803 / B,,,,
1fcdc294-7c99-566c-9537-c432dfe3e160,tg:lhbr:71048,Items,1,tr:lh:5981,131014/38,isad:lh:32076,H 5049 / B,,,,
341fd63c-cdee-58cc-9a02-28544d299205,tg:lhbr:166788,Items,1,tr:lh:5850,123806/602,isad:lh:32766,W 686 / B (20),,,,
606cb1f6-3a2b-5a63-adce-703a205d3556,tg:lhbr:27628,Items,1,tr:lh:7314,,isad:lh:13430,FVCA / B (1919-1932),,,,
f422c6ef-962b-5588-bde0-1c899ced2bb6,tg:lhbr:242778,Items,1,,,isad:lh:128924,,,,,
5b13e1bb-ab0e-5569-97b3-eb609d27b800,tg:lhbr:214118,Items,1,tr:lh:7609,199075/16,isad:lh:71996,M 224 / B,,,,
d53e8dfc-9bd5-5fcd-8cd7-d043412920b3,tg:lhbr:269428,Items,1,tr:lh:7843,,isad:lh:155034,,D 325/161,,,
96baf917-310f-533c-94a7-971a2dbc280f,tg:lhbr:25615,Items,1,tr:lh:5778,119077/8,isad:lh:12422,C 195 / B,,,,
38ce8c18-9298-59e0-881d-d56de48e2faa,tg:lhbr:240745,Items,1,tr:lh:6886,195604/24a-b,isad:lh:36264,K 423 / B1,,,,
b0ba8edf-0c91-51a3-a378-17a358920cd7,tg:lhbr:216125,Items,1,tr:lh:6727,166896/8,isad:lh:78458,LL 87 / B2 (2),,,,
daea5ca2-ded6-5ab3-8184-9673c1d38669,tg:lhbr:93221,Items,1,tr:lh:992,18419/16,isad:lh:39782,L 862 / B,,,,
45aadd15-16fa-5dd1-9cac-f9486e91dd93,tg:lhbr:119285,Items,1,tr:lh:1279,21884/4,,Q 723 / B,,,,
bf546aa0-4e0d-51e0-ab03-90a5d44bc213,tg:lhbr:58325,Items,1,tr:lh:5447,113456/f-g,isad:lh:25900,G 994 / B,,,,
75407f7f-8ac0-5c2f-a19f-885938328a58,tg:lhbr:128921,Items,1,tr:lh:4853,112699/4a-b,isad:lh:54050,S 14 / B,,,,
f3fe84fd-9e68-5b9a-a224-296d49ffa96b,tg:lhbr:69881,Items,1,tr:lh:6382,149197/56,isad:lh:31628,T 2806 / B,,,,
3716fee8-2935-571d-be1a-8889111ab9bf,tg:lhbr:181219,Items,1,tr:lh:4015,76700/279,isad:lh:30040,G 785 / B,,,,
c4e21463-c32f-5868-af18-6d596770d55a,tg:lhbr:129633,Items,1,tr:lh:5400,105842/13a-b,isad:lh:54324,S 245 / B,,,,
b761b271-95ef-51c4-828a-4d01256b25c4,tg:lhbr:68793,Items,1,tr:lh:5800,120836,isad:lh:31258,H 255 / B,,,,
21dbb354-d0d4-5a6f-a65a-00de624d4008,tg:lhbr:154303,Items,1,tr:lh:4397,84646/17,isad:lh:63575,V 5862 / B,,,,
a73f4a77-f272-5181-be70-aaddc138bd95,tg:lhbr:102563,Items,1,tr:lh:2402,47630/1,isad:lh:43455,M 7863 / B,,,,
903a1787-5648-5e0f-bc86-ec5c0a946a94,tg:lhbr:241857,Items,1,tr:lh:110434,,isad:lh:127175,,C 2756 / 441,,,
02987efd-f3fe-537f-bb04-fc796552f50c,tg:lhbr:226593,Items,1,tr:lh:7336,187185/14,isad:lh:81749,S 59 / Archief P,,,,
7e7c025d-d0c5-5013-ab7e-755b1380bd93,tg:lhbr:24907,Items,1,tr:lh:6553,161674/330,isad:lh:12187,CC 92 / B2,,,,
a383a226-5a3d-5e28-8191-7c2d8c7ae565,tg:lhbr:221256,Items,1,tr:lh:7870,210516/4,isad:lh:80107,S 59 / Archief H,,,,
f16f4904-951b-5605-a15b-a747d79c9e30,tg:lhbr:134902,Items,1,tr:lh:5752,117848/1,isad:lh:56302,S 681 / B,,,,
cf3c1011-047f-5806-a03e-ca7e39717921,tg:lhbr:277436,Items,1,,,isad:lh:158253,B 413 / B2,,,,
f761f1d0-0cdb-564d-ad70-65a121d54f99,tg:lhbr:12566,Items,1,tr:lh:5752,117811/1,isad:lh:7141,S 614 / B,,,,
85be5004-bda0-5758-bc7e-b2df95954812,tg:lhbr:44306,Items,1,tr:lh:5898,137548/13,isad:lh:20571,D 217 / B,,,,
4d237443-6abe-57d1-8bb7-3a0ff2ef1e73,tg:lhbr:8478,Items,1,tr:lh:4214,81353/3,isad:lh:5259,B 3696 / B,,,,
0dc177f6-921a-5fce-af1b-5e1585268200,tg:lhbr:178796,Items,1,tr:lh:6886,171373/493a-b,isad:lh:71526,S 935 / B2,,,,
cfb442a2-ba21-502e-96b1-7707ba0900df,tg:lhbr:39636,Items,1,tr:lh:4767,93079/1a,isad:lh:18662,D 1155 / B,,,,
