ResourceID,brocade.id,card,order,adm.acquiredVia,adm.plaatsingsnummer,adm.inv,adm.isadPartOf,adm.note,adm.volgnummer
5f585231-d07c-5e53-a11c-063217b9527d,tg:lhps:21656,Items,1,,NN 98 / A,215097/30,,,
faa5452a-b90e-5321-9a27-706bc904714f,tg:lhps:26193,Items,1,,N 256 / A,225255/600,,,
96a0f86f-7904-5ca7-89b0-a35c83d0960e,tg:lhps:16525,Items,1,,B 66525 / A,216345,,,
5ff2ed6a-1e5f-5eba-b795-ab81647394e6,tg:lhps:40345,Items,1,,V 37789 / A,225271/360a,,,
9787d204-94e5-5d21-853f-586be759ca5f,tg:lhps:22979,Items,1,tr:lh:7875,O 3369 / A (CM 411),225212/1408,isad:lh:92200,,
d5bb3bd7-99e6-51fc-a277-10edecdfc1ae,tg:lhps:47480,Items,1,,M 9338 / A,225291/485,,,
02a23a11-a24d-5c46-8265-602ce5bc0457,tg:lhps:20944,Items,1,,H 53 / A,215087/33,,,
20801311-771f-5461-abbd-311ba1ff4d43,tg:lhps:14518,Items,1,,MM 15 / A,214955,,,
768dab1b-743d-59e9-8c2f-0c3af32fef36,tg:lhps:42378,Items,1,,B 557 / A,225279/206,,,
528d5e72-a1af-5b73-9d76-7a41ac828070,tg:lhps:55844,Items,1,,V 7576 / A,225299/333,,,
528d5e72-a1af-5b73-9d76-7a41ac828070,tg:lhps:55844,Items,2,,V 7576 / A,216829/963,,,
a14da7a5-bd31-5a72-bff2-1fb47764f15c,tg:lhps:32580,Items,1,,"AV.14.6.477 (LK VII,6)",225272/477,isad:lh:92873,,
7b447a35-0619-5f07-9d99-64183639179f,tg:lhps:6036,Items,1,tr:lh:7019,M 9368505 / A,182263,,,
663500e8-1be1-5480-a3be-f95a391e4d13,tg:lhps:61418,Items,1,tr:lh:97975,"OO 8 / A (LK X,5)",,isad:lh:163930,,
eb6f3136-5231-581a-baa5-6fee4c398dcf,tg:lhps:35245,Items,1,,AV.93.2.47,225272/2584,isad:lh:92220,,
fa9500f9-164e-59a9-a22f-aa60e1635a6c,tg:lhps:48775,Items,1,,NN 21 / A,216829/1026,,,
aff52351-4057-5416-ac50-0cc8b4cc1484,tg:lhps:57879,Items,1,tr:lh:110342,F 397 / A,,,,
1308cdab-fe04-5b1b-9a9d-f1838deae5a2,tg:lhps:49867,Items,1,tr:lh:110342,SS 89 / A,,,,
2501858f-f4fb-5bee-b6f5-49fe12a35ab5,tg:lhps:53093,Items,1,,T 4018 / A,,,,
30a38e0b-9c45-5449-8098-eada64d78f23,tg:lhps:54756,Items,1,tr:lh:7326,O 33745 / A,,isad:lh:126817,,
b03493ac-db63-5d15-b89f-5b68455e76ad,tg:lhps:29266,Items,1,tr:lh:9937,V 75457 / A (VM740),225261/740,isad:lh:92204,,
9e4c34ce-0d9d-5ecd-a8f1-99fd20bf1f6f,tg:lhps:56291,Items,1,tr:lh:110342,M 9679 / A,,,,
86bcd8d5-313f-53e9-ba84-d47e1b32834f,tg:lhps:53569,Items,1,,O 3374 / A,225296/41,,,
5cfeba87-eb20-57ff-8890-6ec92454f3a8,tg:lhps:51554,Items,1,tr:lh:110437,M 235 / A,,,,
d6bd20f1-d7ed-5358-801f-73c153abde2a,tg:lhps:3234,Items,1,,V 75795 / A,237721,,,
24c85376-df54-5419-b40b-7769fac22286,tg:lhps:1209,Items,1,,C 33773 / A,64544/1,,,
24c85376-df54-5419-b40b-7769fac22286,tg:lhps:1209,Items,2,,N 4653 / A,64544/1,,,
3b585ca5-f536-520c-a3df-8adb300c4f77,tg:lhps:30047,Items,1,,R 598 / A,225263/327,,,
5df15b32-2a2e-5f6f-9504-3900235ea04f,tg:lhps:13727,Items,1,tr:lh:7632,S 4687 / A,214261,,,
c7bed365-aa50-5309-8f34-ec0d5e3f1d8c,tg:lhps:45147,Items,1,,H 518 / A,235335,,,
4f9c5d3e-a62b-5fc2-9015-3852bfacd626,tg:lhps:9639,Items,1,tr:lh:7316,O 33745 / A,184609,,,
17174bb7-1d31-5ad5-a30b-efa8d01cab01,tg:lhps:42682,Items,1,,BB 597 / A,216829/369,,,
39a054f9-4c68-5899-91ec-46327cde50c1,tg:lhps:43990,Items,1,,"P 625 (LK IV,9)",225287,,,
4536f58a-c42f-5e87-a4d3-230b861b1c45,tg:lhps:24454,Items,1,tr:lh:7875,O 3369 / A (CM1439),225212/2436,isad:lh:92200,,
12cf2e4e-1847-5dc6-8e41-2f8754ad9a9e,tg:lhps:59164,Items,1,tr:lh:110342,ZZ 21 / A,,,,
0a24ace7-89d3-57cd-99db-89c5a9787f51,tg:lhps:23391,Items,1,tr:lh:7875,O 3369 / A (CM 632),225212/1629,isad:lh:92200,,
c10e92ce-7a9b-5ba0-b5a0-56596e3521a1,tg:lhps:12835,Items,1,tr:lh:7632,C 20401 / A,213411/12,,,
60d9d8e0-4550-5ad3-a96b-069086ba35d5,tg:lhps:26469,Items,1,tr:lh:7875,O 3369 / A (CM2544),225212/3542,isad:lh:92200,,
8e6133af-1903-50d9-874d-411a59882d8c,tg:lhps:5533,Items,1,tr:lh:7019,M 9358 / A,180667/1,,,
3a1b7c76-5a86-5a88-8d23-f458bc398e47,tg:lhps:31085,Items,1,tr:lh:9936,S 282 / A (CS 168),225267/227,isad:lh:92208,,
b4bbaf3c-dd90-5f88-97f8-653f90ed7491,tg:lhps:60120,Items,1,tr:lh:110342,KK 171 / A,,,,
f36588b7-3318-5c8f-9f7f-dd18e925f7b3,tg:lhps:36740,Items,1,,AV.6024,225272/1893,isad:lh:92876,,
8ee771d0-e447-5696-afa0-ac8d1fd9fab1,tg:lhps:50596,Items,1,tr:lh:9943,G 21795 / A,,isad:lh:114487,,
345ddc45-a518-5103-9fbd-05ec97b1d940,tg:lhps:57253,Items,1,,B 9175 / A,,isad:lh:92243,,
52ccea33-9ed2-56d8-99cd-9adb7abfcdce,tg:lhps:22353,Items,1,tr:lh:7875,O 3369 / A (CM 10+11),225212/1006a,isad:lh:92200,,
2a81194f-5f95-5131-ad79-6c1aebc37159,tg:lhps:25496,Items,1,,M 9326 / A,225255/321a,isad:lh:92204,,
2a81194f-5f95-5131-ad79-6c1aebc37159,tg:lhps:25496,Items,2,tr:lh:9937,V 75457 / A (VM647),225261/647,isad:lh:92204,,
a7f59652-83fa-5330-a501-4800aeddfc47,tg:lhps:42952,Items,1,,C 203885 / A,225281/70a,,,
959036e0-15e5-5c2a-97ce-7e83a0fe9b10,tg:lhps:816,Items,1,tr:lh:7019,BB 49 / A,180950,,,
97d83ece-c3ee-5147-af4e-9d562380496b,tg:lhps:15020,Items,1,,K 9885 / A,215528,,,
2b5c5ea7-26b6-5e04-a952-b2b92dcfa490,tg:lhps:43640,Items,1,tr:lh:7875,DD 331 / A,225212/510,isad:lh:92200,,
c4bcb4a1-d831-50ba-81f8-3a1431a0ea7a,tg:lhps:44185,Items,1,,AV.84.9.59,225272/2690,isad:lh:92220,,
76d25b6c-6d50-5e36-b5b4-11fe36751c4d,tg:lhps:21986,Items,1,tr:lh:7875,H 3543 / A,225212/950,isad:lh:92200,,
176c0f17-d0ca-5211-81ab-127479bd0715,tg:lhps:10222,Items,1,tr:lh:7284,O 33745 / A,185189,,,
a68240ea-0136-5b9f-8876-a8fc470f2f48,tg:lhps:46442,Items,1,tr:lh:30822,CA 824 / A (LH.320),300042/98,isad:lh:98631,,
76484259-139b-5733-bb36-2418372e74fd,tg:lhps:8301,Items,1,tr:lh:7019,V 9132 / A,182624,,,
70bce83a-b32c-5591-9492-1672a7794264,tg:lhps:41387,Items,1,,Z 165 / A,225273/535a,,,
2593e5ea-8f63-532c-b9a5-057192f24098,tg:lhps:27151,Items,1,tr:lh:7875,O 3369 / A (CM3077),225212/4075,isad:lh:92200,,
3f19272f-284f-58ca-b3fb-73985c44fd43,tg:lhps:20694,Items,1,,G 6939 / A,215080/12,,,
f6ab2c14-650d-5ba2-a22d-87cd8a790013,tg:lhps:19900,Items,1,,E 3965 / A,215053/50,,,
fc3a5555-8503-5a80-b36e-c4600b412412,tg:lhps:55794,Items,1,tr:lh:110342,N 193 / A,,,,
76567d81-a0a4-565f-9c03-889c3281d21d,tg:lhps:1823,Items,1,tr:lh:7019,M 9363 / A,180936/1,,,
8108f78f-2266-56a2-af9f-50c3d098645c,tg:lhps:52051,Items,1,tr:lh:110342,S 626525 / A,,,,
5bc62473-4b99-58e5-9dde-32110dea5f93,tg:lhps:34287,Items,1,,AV.38.5.10.448,225272/2274,isad:lh:92750,,
d5a0c580-eff1-50a7-b942-f51fdf6941f0,tg:lhps:33542,Items,1,,AV.14.6.1375,225272/1440,isad:lh:92873,,
2b8f85d5-eb21-5780-a3a1-9921415766a8,tg:lhps:54886,Items,1,,E 2545 / A,,,,
c6492539-b3c5-5afd-8955-ab15243f3992,tg:lhps:18612,Items,1,,C 34776 / A,215036/57,,,
639a4869-30af-5699-b740-584306f15a90,tg:lhps:57603,Items,1,,F 221 / A,,isad:lh:136069,Uit F 221 / 9,
d7d8ff7a-b181-51de-97a8-79b48c22cde5,tg:lhps:1989,Items,1,,E 4152 / A,238363,,,
b30235cc-fdb8-5ebd-a62b-e96fcccbc8a9,tg:lhps:5163,Items,1,,M 652 / A,238729,,,
793be178-ed7b-575b-bba4-1d8dd8d540e0,tg:lhps:56911,Items,1,,ZZ 10 / A,225299/581,,,
c665b232-56d9-57f8-a577-b4322228a4ab,tg:lhps:60570,Items,1,,O 33745 / A,,,,
7b0c4ec6-0bcf-563b-9c75-495fa0030dc9,tg:lhps:10388,Items,1,tr:lh:6892,T 37625 / A,170737,,,
7b0c4ec6-0bcf-563b-9c75-495fa0030dc9,tg:lhps:10388,Items,2,tr:lh:7318,T 37625 / A,185366/2,,,
7b0c4ec6-0bcf-563b-9c75-495fa0030dc9,tg:lhps:10388,Items,3,tr:lh:7284,T 37625 / A,185418,,,
1e2e463f-5835-5964-8054-5fa2b887e1e2,tg:lhps:43210,Items,1,,H 1457 / A,225283/15,isad:lh:92924,,
bf3830e0-759e-542d-a4e4-d2dfbebcb6ac,tg:lhps:15470,Items,1,tr:lh:7634,G 3932 / A,212246,,,
22f23a21-9c2e-547c-9cb4-55ef0cef1c1d,tg:lhps:23811,Items,1,,L 583 / A,225249/13,,,
8835c8a7-c7e3-58a6-ac55-5a7bb713db39,tg:lhps:22703,Items,1,,K 4172 / A,225229/93,,,
1e62e9ea-4acd-568c-8c4c-48578ac60d60,tg:lhps:9843,Items,1,tr:lh:7284,O 33745 / A,184852,,,
b10899cc-6a98-56b7-bb7c-85f2216073b9,tg:lhps:27501,Items,1,tr:lh:7875,O 3369 / A (CM 3419),225212/4417,isad:lh:92200,,
2a552c91-6b66-5030-9462-b9fe50a1ae83,tg:lhps:11960,Items,1,tr:lh:7748,"BB 112 / A (LK IV,6)",200848/138-139,isad:lh:92667,,
c9a9e7e8-f30f-5bda-a7f6-fb422b447e9b,tg:lhps:46012,Items,1,tr:lh:7875,K 98488 / A,225212/744,,,
b0103511-0414-53c2-8891-a575d5a55d90,tg:lhps:10672,Items,1,tr:lh:5565,T 19664 / A,110830/52,isad:lh:92396,,
d07792e8-c7e5-5eec-8583-0b6d5368a762,tg:lhps:8751,Items,1,tr:lh:7106,V 2503 / A,183828,,,
186ab599-edcc-5940-94c0-aaffe3085f05,tg:lhps:5499,Items,1,tr:lh:7019,M 9356 / A,182237/a,,,
7884c7f3-c597-5b6e-bff7-b9ff8addd100,tg:lhps:18242,Items,1,tr:lh:9938,B 725 / A (LH.81),225045/397,isad:lh:92227,,
2a85d178-0d10-5ba4-a7c5-d1632ba906d0,tg:lhps:52401,Items,1,tr:lh:110437,EE 39 / A,,,,
4cb96ef5-7164-517a-af1b-fa03501d3645,tg:lhps:61731,Items,1,tr:lh:7843,V 4835 / A,,,,
09f40c2e-1df2-58a3-8b54-c7b170936b39,tg:lhps:4322,Items,1,,S 4685 / A,237539,,,
89f3dcce-3397-5a28-b4fc-d06d6b59937a,tg:lhps:30694,Items,1,,S 535 / A,225263/625,,,
d28a4317-2a24-5711-b84f-189f934bfec8,tg:lhps:31986,Items,1,,U 657 / A,225271/33,,,
4370d7f9-c370-589b-b059-aae8fc7c7a10,tg:lhps:56442,Items,1,tr:lh:110342,DD 77 / A,,,,
e21d423a-efe7-5b3a-a8c5-97264db74a6d,tg:lhps:51387,Items,1,,V 254 / A,,isad:lh:118064,,
3549d04d-c9bf-5c76-af36-7358c72b210b,tg:lhps:60823,Items,1,,"O 33745 / A (LK X,7)",,,,
01519233-60b4-58a8-a125-2be613562bd2,tg:lhps:15923,Items,1,tr:lh:7634,A 4269 / A,212708,,,
635fa354-8d44-5fcb-889e-e321298eb062,tg:lhps:24287,Items,1,tr:lh:7875,O 3369 / A (CM1299),225212/2296,isad:lh:92200,,
674c33c8-b618-55b2-8790-59ef869bcbbe,tg:lhps:44886,Items,1,,G 994 / A,225289/154,,,
ac8f6d72-e94a-5287-96d5-81dfa5cf4f4a,tg:lhps:45794,Items,1,,K 366 / A,225289/880,,,
7f2c2dbc-1244-51ec-b800-845b8bd1e182,tg:lhps:115,Items,1,tr:lh:7875,A 357 / A,225212/670,isad:lh:92200,,
7f2c2dbc-1244-51ec-b800-845b8bd1e182,tg:lhps:115,Items,2,,A 357 / A,236615,,,
75ba8450-57fe-520c-9ef0-0137a16b6e79,tg:lhps:42051,Items,1,,AA 155 / A,225277/55,,,
845684cc-bccc-5149-bdbd-cd06364a73ec,tg:lhps:14631,Items,1,,"G 1195 / A (LK XI,4)",215162,,,
42cb7fc4-8b6d-5433-9b36-fde85b32a851,tg:lhps:9510,Items,1,tr:lh:7316,S 4685 / A,184496,,,
fabec2d0-b40b-5feb-a103-d6a1ff76e740,tg:lhps:40596,Items,1,,V 518 / A,225271/585a,,,
4ed48270-88cd-5b02-bf58-f888f6cd2a6f,tg:lhps:47253,Items,1,,O 3369 / A,,,,
d1a62063-4c3c-5a13-908b-069332130b45,tg:lhps:11433,Items,1,,O 26543 / A,200382/78,,,
ea71ef29-4e53-5d5f-8927-0c47b4e4a06f,tg:lhps:21085,Items,1,,H 722 / A,215090/23,,,
dd6ea3b1-3815-55dc-949b-45c8ef188275,tg:lhps:26740,Items,1,,O 33735 / A,225256/145,,,
46df63b0-c81a-513a-8384-224aaa935a69,tg:lhps:53640,Items,1,,TT 24 / A,,,,
dff2513e-ed0f-525d-ba85-aab0066e4c05,tg:lhps:54185,Items,1,tr:lh:110342,R 22 / A,225298/297,,,
9bb06fec-b028-507c-9148-ecc0e274e0b1,tg:lhps:19003,Items,1,,V 7576 / A,215034/184,,,
d50e4fdd-d7ec-57e4-a6c1-e8d8a68d86d1,tg:lhps:32353,Items,1,,"AV.14.6.265 (LK VII,3)",225272/265,isad:lh:92873,,
cdfcc38c-908f-55b6-945c-9d393386d5bd,tg:lhps:1120,Items,1,tr:lh:7019,C 31 / A,181399/1,,,
b22a74d4-a9b3-5902-968f-a08de63a6c0c,tg:lhps:52952,Items,1,tr:lh:110342,FF 75 / A,,,,
c62ebeae-cc5e-5cf9-86d3-f6df0fc21469,tg:lhps:5860,Items,1,tr:lh:7019,K 162 / A,182788,,,
c62ebeae-cc5e-5cf9-86d3-f6df0fc21469,tg:lhps:5860,Items,2,tr:lh:103936,K 162 / A,,,,
9a2408c2-3046-596d-8df9-3f792bda4506,tg:lhps:56012,Items,1,tr:lh:128714,LL 169 / A,,isad:lh:129857,,
94f14439-41fb-5c14-80f8-bdca19ca90b1,tg:lhps:61361,Items,1,tr:lh:97975,O 265 / A,,isad:lh:163930,,
a950357c-6766-5cc6-bcef-ac46fe06dad1,tg:lhps:4772,Items,1,tr:lh:7010,S 4685 / A,176787/4,,,
a950357c-6766-5cc6-bcef-ac46fe06dad1,tg:lhps:4772,Items,2,,S 4685 / A,237515/a,,,
a950357c-6766-5cc6-bcef-ac46fe06dad1,tg:lhps:4772,Items,3,tr:lh:103936,S 4685 / A,,,,
42a9ceee-db08-524e-888f-a65336c7dd8e,tg:lhps:11599,Items,1,,"B 41328 / A (LK II,8)",200382/321,,,
15350112-aa45-50d4-a8b0-7b969d1f9dd2,tg:lhps:14261,Items,1,tr:lh:7632,K 476 / A,214735,,,
b8bd4475-3eda-5ed3-bc0f-2187478abd39,tg:lhps:42401,Items,1,,B 557 / A,225279/229,,,
12f8f731-12b0-5c79-810b-3c9891063470,tg:lhps:545,Items,1,,A 4573 / A,236900,,,
9557ff8e-6c52-5916-9d5a-31a8f206c542,tg:lhps:23112,Items,1,,KK 2 / A,225235/46,,,
fb43455d-4ae5-59c5-ad89-c648a8d383b3,tg:lhps:15889,Items,1,tr:lh:7634,A 3897 / A,212674,,,
73f3d447-f17f-5d04-83df-6717e2293885,tg:lhps:46911,Items,1,,M 5574 / A,225291/248,,,
930c9f95-0e78-5c6d-9c93-13510632e9ae,tg:lhps:26310,Items,1,tr:lh:7875,O 3369 / A (CM2445),225212/3443,isad:lh:92200,,
99c83ccc-938a-5090-be7b-e66d6cd911d6,tg:lhps:9140,Items,1,tr:lh:7316,S 4685 / A,184170,,,
b590e07b-187e-54a1-8232-4b7040da498b,tg:lhps:47603,Items,1,,K 3927 / A (LH.328),,,,
bfa8146b-2811-58b3-be5a-1dcf21b4030c,tg:lhps:32703,Items,1,,"AV.14.6.599 (LK VII,8)",225272/599,isad:lh:92873,,
a2801c9f-2cce-54d5-b8dc-2c187c1c3b47,tg:lhps:19453,Items,1,tr:lh:9826,"SS 150 / A (LK V,8)",215048/33,,,
21e78341-cbb0-50e8-8519-4acbedf326c9,tg:lhps:1570,Items,1,,N 261 / A,238974,,,
6f145c38-6002-54ea-af17-e5021e97f8f0,tg:lhps:4288,Items,1,,C 46096 / A,237669,,,
6f145c38-6002-54ea-af17-e5021e97f8f0,tg:lhps:4288,Items,2,,S 4685 / A,237669,,,
d736eded-e754-5d39-9810-b1d84e525c57,tg:lhps:53210,Items,1,tr:lh:110342,B 5864 / A,,,,
58c59795-9dc1-5960-9057-22deef1e6357,tg:lhps:60989,Items,1,,O 33745 / A,,,,
4458f750-a282-52e0-a12f-5ec14d8bab61,tg:lhps:33811,Items,1,,AV.20.41,225272/2081,isad:lh:92220,,
6afad95c-df5f-5e06-afe3-a13277a60fa8,tg:lhps:11576,Items,1,tr:lh:7723,"GG 149 / A (LK V,5)",200433/54,isad:lh:92613,,
e31d4138-33fe-5bec-9db5-a418a06a5853,tg:lhps:47316,Items,1,,TT 223 / A,,,,
583fc3b3-d0de-5a15-9d8c-2751bd89871b,tg:lhps:9455,Items,1,tr:lh:7106,O 307 / A,183739,,,
2d189109-ee43-5273-ad60-f004fbe972dd,tg:lhps:27917,Items,1,tr:lh:9939,PP 210 / A (CA99),225259/28,isad:lh:170201,,
fbd1dc2a-a7e2-5fb6-96c7-eab80a99e049,tg:lhps:26605,Items,1,tr:lh:7875,O 3369 / A (CM2628),225212/3626,isad:lh:92200,,
13ef44e3-64be-5a15-ac8c-d8f8328afb9b,tg:lhps:59308,Items,1,tr:lh:110342,M 9679 / A,,,,
63e23592-805e-5b01-aef6-122e7ee109ee,tg:lhps:24638,Items,1,tr:lh:7875,O 3369 / A (CM1530),225212/2527,isad:lh:92200,,
21bddd4f-abc4-5e9f-a6bf-c3c643f88491,tg:lhps:51738,Items,1,tr:lh:110437,DD 42 / A,,,,
d63a11ba-0aac-55d3-a303-600a1626d9a1,tg:lhps:53705,Items,1,,B 18237 / A,,,,
8d63fa76-762e-5ae7-9fc5-a7c2c85f5c63,tg:lhps:1065,Items,1,tr:lh:9937,V 75457 / A (VM784),225261/784,isad:lh:92204,,
8d63fa76-762e-5ae7-9fc5-a7c2c85f5c63,tg:lhps:1065,Items,2,,"V 7573 / A (LK III,10)",236272,isad:lh:92204,,
e362112f-a58c-543c-a646-74de15a4da94,tg:lhps:52817,Items,1,,T 3774208 / A,,,,
e26d97bb-0529-5acc-9f84-cd1fbe4d24e2,tg:lhps:3058,Items,1,tr:lh:7019,H 5363 / A,180423,,,
e22b039e-3e93-5eb5-88c8-d68c0ac5182e,tg:lhps:32216,Items,1,,"AV.14.6.145 (LK VII,2)",225272/145,isad:lh:92873,,
703ff8ee-0789-5698-9a8e-224694c3c2c9,tg:lhps:19146,Items,1,,D 29012 / A,215046/3,,,
3eb8c6b3-8904-5807-a919-faec159483dd,tg:lhps:48519,Items,1,,MM 85 / A,225293/10,,,
0c3195d7-e8a8-56cf-927d-a3176274ab7c,tg:lhps:4267,Items,1,,S 4685 / A,237919,,,
4a6b6623-3bcd-5483-aa01-5ce7a40423cd,tg:lhps:35029,Items,1,,AV.82.13.37,225272/2622,isad:lh:92220,,
26e38b69-db86-52d3-8fdc-824c27047a8e,tg:lhps:61674,Items,1,,JJ 53 / A,,,,
932c3b4e-183b-5624-a127-9aac189a8cad,tg:lhps:60966,Items,1,,"O 33745 / A (LK X,8)",,,,
e49e5ac5-0876-5432-8373-8a6f44cfe0b5,tg:lhps:56507,Items,1,,O 33745 / A,,isad:lh:130907,,
2bd339a9-9d82-5e2b-bb9f-97e44c288456,tg:lhps:23407,Items,1,tr:lh:7875,O 3369 / A (CM 645),225212/1642,isad:lh:92200,,
7327f309-2f93-55e1-b1a7-6bdc44878f75,tg:lhps:15866,Items,1,tr:lh:7634,A 38677 / A,212651,,,
4074f334-b1ee-56d5-bdbb-81d6bd77eb3e,tg:lhps:14774,Items,1,,T 4867 / A,215296/1,,,
0bfd1888-2802-5bce-9800-a0e7123a6c61,tg:lhps:42114,Items,1,,AA 125 / A,225279/5,,,
26cf21d5-7635-53d9-b8ba-5edc5632c694,tg:lhps:16749,Items,1,,B 905 / A,216565,,,
31e74943-f037-5a32-8d3b-ecf414aa8fd8,tg:lhps:40129,Items,1,,V 3438 / A,225271/195,,,
088047d7-be82-5be7-ac81-382b091ee488,tg:lhps:44869,Items,1,,G 87 / A,216829/17,,,
b74b4609-6f4b-509f-abfc-7c23696152d5,tg:lhps:26255,Items,1,,N 45922 / A,225255/629,,,
b0ca671f-09ce-53d0-8355-9dc3344c687d,tg:lhps:24268,Items,1,tr:lh:7875,O 3369 / A (CM1280),225212/2277,isad:lh:92200,,
66f5bd7c-5a6e-55d6-ab94-73be615e2a6d,tg:lhps:59758,Items,1,,A 1811 / A,,,,
81dc3252-af3e-5f41-9542-f2d867d73018,tg:lhps:21590,Items,1,,J 2757 / A,215099/125,,,
c85dfc39-ac22-5d06-a17a-574a9d36a9e2,tg:lhps:46854,Items,1,tr:lh:97955,"BB 112 / A (LK IV,6)",,,,
d8b1c39e-6437-54ee-9a85-57e3e8e20e70,tg:lhps:47746,Items,1,tr:lh:7875,M 9352 / A,225212/215,,,
5648e5a2-670c-55c1-b8f0-17d2026c51a1,tg:lhps:9005,Items,1,tr:lh:7316,T 376525 / A,184047,,,
2ee35098-cf77-522f-8707-609bed7e7926,tg:lhps:40083,Items,1,,V 3285 / A,225271/150,,,
0003d4d6-d63a-5e10-8a03-181a8456af86,tg:lhps:1435,Items,1,,C 34 / A,238085,,,
89e8b664-7861-5cf2-aacf-5b0a27503712,tg:lhps:19516,Items,1,,D 941 / A,215050/34,,,
063022ad-ccaa-5274-b08f-237dd0c2ca44,tg:lhps:32646,Items,1,,"AV.14.6.543 (LK VII,8)",225272/543,isad:lh:92873,,
37083042-c86d-56b3-b55e-ef15f9661a53,tg:lhps:3408,Items,1,,H 905 / A (LH.142),233989,,,
d368e43d-a47f-58de-86fb-a25a6bd39880,tg:lhps:51368,Items,1,tr:lh:110342,M 9679 / A,,,,
7c744239-0d58-557a-9b14-e414ac45b64c,tg:lhps:33954,Items,1,,AV.38.5.10.162,225272/2221,isad:lh:92750,,
186ab135-9389-52d8-b119-f559f5be750d,tg:lhps:54490,Items,1,tr:lh:110342,CC 223 / A,,,,
8b8f8554-73d5-503d-ab43-ca27f6421338,tg:lhps:31969,Items,1,,U 656 / A,225271/16,,,
595cb60f-847f-5e7e-90f9-5de744bb54d0,tg:lhps:53355,Items,1,tr:lh:110342,U 657 / A,,,,
d065f3f6-6a50-5b56-8ce6-20801bfda8a1,tg:lhps:51692,Items,1,,T 16123 / A,225295/79,,,
80861429-4c33-5f16-bbf2-16c568196543,tg:lhps:7918,Items,1,,V 3438 / A (SC060D1),235026,,,
3c08d51f-6cfb-5182-b89e-25ada5956984,tg:lhps:5925,Items,1,,NN 21 / A,238892,,,
f6b7321d-8302-5b70-9442-73432c0167dd,tg:lhps:56157,Items,1,,TT 121 / A,,isad:lh:129822,,
10d49733-5ca1-56df-b748-2f8a64ec6e81,tg:lhps:35479,Items,1,,AV.93.7.4,225272/2790,isad:lh:92220,,
f2aeca88-b4dd-5137-a566-7ceaf60b4cdc,tg:lhps:4637,Items,1,,S 4685 / A,237469,,,
4c9f011d-910d-5d51-92bf-65ffff0fca77,tg:lhps:48149,Items,1,tr:lh:9770,J 416 / A,,isad:lh:104289,,
1c32a308-6c4b-5c42-bd7a-470215018b23,tg:lhps:30381,Items,1,,S 2065 / A,225263/483,,,
afa0e099-14f7-524d-b671-71e8a47e9250,tg:lhps:61224,Items,1,,O 33745 / A,,,,
cd0489e7-1a5b-56eb-bb6f-16411249718e,tg:lhps:50980,Items,1,,SS 196 / A,225294/360,,,
8589ce9f-eb51-550d-9146-918b914ca8f2,tg:lhps:25880,Items,1,,MM 33 / A,225255/528,,,
1eb71ea6-d9fe-58d0-97c6-2852f35b8e6b,tg:lhps:400,Items,1,,A 357 / A,236542,,,
5bee07f1-2f7d-5ccc-bbc0-c779451d502a,tg:lhps:42544,Items,1,,BB 38 / A,225279/321,,,
a45d4e1c-c6bb-5538-a6e5-8640dc35ea65,tg:lhps:14324,Items,1,tr:lh:7632,"BB 5 / A (LK IV,7)",214763,,,
93ced721-c819-507d-ba67-33e0d884e09e,tg:lhps:40579,Items,1,,V 486 / A,225271/574,,,
1c2b8559-019e-5404-95f4-288787836563,tg:lhps:16319,Items,1,,B 41523 / A,216141/1,,,
c46dab40-d1af-513c-ad53-793db6ed1508,tg:lhps:45281,Items,1,,H 890 / A,225289/346,,,
9e9abfb8-3e38-5ed8-b9c4-3cc4062edc48,tg:lhps:23057,Items,1,,K 989 / A,225235/12,,,
887a366d-c4e9-5c23-b835-2efec809711a,tg:lhps:24792,Items,1,tr:lh:6496,M 5173 / A,159275/6,isad:lh:92579,,
bbad4661-0bf2-5280-8741-bd439a4d631a,tg:lhps:8244,Items,1,,V 758 / A,236331,,,
389aafe0-e522-5cdd-aac4-a39f27e67a78,tg:lhps:46507,Items,1,tr:lh:30822,PP 210 / A (CA 857),300042/131,isad:lh:98631,,
a121b96e-7457-5280-b3c8-a80741787a2b,tg:lhps:10367,Items,1,tr:lh:7284,O 33745 / A,185322,,,
bac5d5d0-4be4-5025-8177-7163200e2363,tg:lhps:25029,Items,1,tr:lh:7875,O 3369 / A (CM1810),225212/2807,isad:lh:92200,,
f1c6bf62-c8a7-5ae3-bd7e-edf9e58cf321,tg:lhps:58519,Items,1,,F 221 / A,,isad:lh:135969,,
d7acc2c5-649c-57ae-b244-a7a8086ae395,tg:lhps:27014,Items,1,tr:lh:7875,O 3369 / A (CM2941),225212/3939,isad:lh:92200,,
4ca3ede1-58f1-5c89-922c-c7cc2989d5a0,tg:lhps:1966,Items,1,,"E 4152 / A (LK IV,10)",238278/1,,,
d3cc62be-26a4-5348-8e6e-77ed4777ada4,tg:lhps:52114,Items,1,tr:lh:110437,A 357 / A,,,,
eaf0f147-534c-580d-a7a5-47c832fdea4c,tg:lhps:50129,Items,1,tr:lh:110342,ZZ 30 / A,,,,
805eb0c1-df12-5e0f-b02a-40e8b2d71889,tg:lhps:19845,Items,1,,E 285 / A,48492/2,,,
805eb0c1-df12-5e0f-b02a-40e8b2d71889,tg:lhps:19845,Items,2,,P 8265 / A,48845/3,,,
