ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,source role,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Impressum van de gedrukte almanak: t'Antwerpen, By de Wed. Gymnicus, woonende op de groote Mert, inden H. Geest. 1719</p>
","<p>Impressum van de gedrukte almanak: t'Antwerpen, By de Wed. Gymnicus, woonende op de groote Mert, inden H. Geest. 1719</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_AssociatedRecords,1,,,,,,mpmre,1720,volgend register,tg:mpmre:706,Verwijzing naar MPM objectbeschrijvingen,70c635ac-cc0f-5e2c-a64a-253df5799d4d,"[{""resourceId"": ""70c635ac-cc0f-5e2c-a64a-253df5799d4d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d70de38-2af2-42fb-92f5-a080de07efc3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_AssociatedRecords,2,,,,,,mpmre,1718,vorig register,tg:mpmre:704,Verwijzing naar MPM objectbeschrijvingen,52ee7d14-7ca8-52f6-97df-4257e6c872a4,"[{""resourceId"": ""52ee7d14-7ca8-52f6-97df-4257e6c872a4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7e093420-968e-4a03-8b2e-80716162dfc8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e440751f-5499-412b-ac20-1b5e309b5a05"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4b8fae28-20d3-445e-9b8e-c602f6003fcf"", ""inverseOntologyProperty"": """"}]"
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,1834,No Copyright - Public Domain Mark 1.0,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_CreationActors,1,,,,,,,,,,,,,25698b1e-409a-5a91-a3fa-8210d28b1095,au::108565,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17191231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1719-01-01,,1719-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000692,referentienummer,False,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:705,brocade id,False,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:705/N,brocade url,False,,,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""262572e6-1413-5ca2-b41f-50965275ab91"", ""ontologyProperty"": """", ""resourceXresourceId"": ""064a7d41-d8eb-470d-a702-675f695def03"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almanak 1719,titles proper,Dutch (language),,,,
39852fe8-e294-50ed-9d57-e0f252a5d065,tg:mpmre:705,e73_Titles,2,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Almanach voor het iaer ons heeren Iesu Christi MDCCXIX,incipits,Dutch (language),,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:461,https://data.museumplantinmoretus.be/ark:/11975/39eeef98-65f4-5a25-97dd-2fa82afb8290,Registers,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_AssociatedRecords,1,,,,,,mpmre,,vorig register,tg:mpmre:460,Verwijzing naar MPM objectbeschrijvingen,d77ce95a-d65a-5efe-bad0-9d7c2091abff,"[{""resourceId"": ""d77ce95a-d65a-5efe-bad0-9d7c2091abff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ffda2124-072d-41cf-a7ed-2ddd3a0740a6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""63fe5524-c210-44c0-a6ed-831f096fa076"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1cf322f-dc3f-4ae6-a71e-1978fae8513c"", ""inverseOntologyProperty"": """"}]"
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589,1704,No Copyright - Public Domain Mark 1.0,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15890101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15920229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1589-01-01,,1592-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal inzake de detailhandel in de boekwinkel,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_Languages,1,kenmerken.mpmlanguage,lat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin (language),,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_Languages,2,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000456,referentienummer,False,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:461,brocade id,False,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:461/N,brocade url,False,,,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6b37c968-e3e0-59b8-b899-11a33fe2db9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f41cfc6d-cfb2-4633-9399-ed080993cf87"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
39eeef98-65f4-5a25-97dd-2fa82afb8290,tg:mpmre:461,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal boekwinkel 1589-1592,titles proper,Dutch (language),,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:441,https://data.museumplantinmoretus.be/ark:/11975/3a038e0f-5ab4-581f-9103-88bc7371868e,Registers,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 15 losse stukken waaronder inventarissen van de papiervoorraad in 1755</p>
","<p>Bevat 15 losse stukken waaronder inventarissen van de papiervoorraad in 1755</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1e8e8619-deae-41d2-ba3c-bfab72a31788"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4973a5cd-7a29-4fb0-8a50-72d7016fdff8"", ""inverseOntologyProperty"": """"}]"
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,1800,No Copyright - Public Domain Mark 1.0,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16850129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1685-01-29,,1759-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000436,referentienummer,False,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:441,brocade id,False,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:441/N,brocade url,False,,,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8202da70-7e8b-58cd-8603-699ba11ad703"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cae5c1d0-b3ae-4129-b819-ec17e518d6d4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verbruiksjournaal papiermagazijn 1685-1728,titles proper,Dutch (language),,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_Titles,2,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grootboek papiermagazijn per editie 1732-1739,titles proper,Dutch (language),,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_Titles,3,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontvangstjournaal papiermagazijn 1753-1759,titles proper,Dutch (language),,,,
3a038e0f-5ab4-581f-9103-88bc7371868e,tg:mpmre:441,e73_Titles,4,id.title/in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memori boeck voort uijt geven van de witte papieren a° 1685,incipits,Dutch (language),,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:226,https://data.museumplantinmoretus.be/ark:/11975/3a6f6047-a597-5a45-a886-247420e0e561,Akten,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""802ae2a8-8cb5-43b0-a61e-cd1b4c25716e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1179f55f-15c3-4419-9d17-b7bb2586b34a"", ""inverseOntologyProperty"": """"}]"
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,1762,No Copyright - Public Domain Mark 1.0,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_CreationActors,1,,,,,,,,,,,,,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_CreationActors,2,,,,,,,,,,,,,28542784-c61c-5b7a-b3fb-6b1efa69a413,au::109854,,,,od,signers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1647,datum na,1655,datum vóór,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000214,referentienummer,False,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:226,brocade id,False,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:226/N,brocade url,False,,,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""665b99ff-8975-5ebe-889d-de58898272cd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""35dd4ca1-b137-4a11-854b-21e1174189f4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwitantie van Elisabeth de Prince aan Balthasar II Moretus inzake een geldsom van 1400 gulden te betalen aan Cornelis Moerentorf uit de nalatenschap van Elisabeth Joossens,titles proper,Dutch (language),,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:330,https://data.museumplantinmoretus.be/ark:/11975/3ab9b70d-7244-5358-a200-13ac03f52e37,Registers,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:331,Verwijzing naar MPM objectbeschrijvingen,abd4c5e4-edff-5b0b-9dda-fffadd1524f3,"[{""resourceId"": ""abd4c5e4-edff-5b0b-9dda-fffadd1524f3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4adbbd4c-4033-4f2c-82e7-6cf019b89322"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:329,Verwijzing naar MPM objectbeschrijvingen,964b5e33-d61e-5e24-9c53-91b79b242d71,"[{""resourceId"": ""964b5e33-d61e-5e24-9c53-91b79b242d71"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b36a5235-52d0-4fed-8ddd-30ed84bfc41f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""28045ba7-eeb4-4fc9-91f5-df59290afe16"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a8cac354-1507-4119-aa20-640aab6c3719"", ""inverseOntologyProperty"": """"}]"
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,1711,No Copyright - Public Domain Mark 1.0,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_CreationActors,1,,,,,,,,,,,,,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,,,,av,originators (administrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15960102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15961231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,1596-01-02,,1596-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000325,referentienummer,False,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:330,brocade id,False,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:330/N,brocade url,False,,,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e811e1ff-15c2-5daa-8eb9-ec429dbbcad6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""36168995-010f-419b-83a4-eb9aafabc36f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journaal 1596,titles proper,Dutch (language),,,,
3ab9b70d-7244-5358-a200-13ac03f52e37,tg:mpmre:330,e73_Titles,2,id.title/ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal de l'an M.D.XCVI. signé Hh,incipits,French (language),,,,
3ac73ff2-72f5-5146-a128-27e41fbe913f,tg:mpmre:508,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:508,https://data.museumplantinmoretus.be/ark:/11975/3ac73ff2-72f5-5146-a128-27e41fbe913f,Registers,,,,,,,
3ac73ff2-72f5-5146-a128-27e41fbe913f,tg:mpmre:508,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Gedrukt stuk met handgeschreven inventaris van de voorraad liturgische boeken op 20/01/1756 met specificatie van het jaar van uitgave.</p>
","<p>Gedrukt stuk met handgeschreven inventaris van de voorraad liturgische boeken op 20/01/1756 met specificatie van het jaar van uitgave.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
