Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:2193,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2193/N,acd147e9-2051-5b99-a0b3-099b9b5c84ac,BE-ANN14/gr/000002193,Rubenianum,https://data.rubenianum.be//ark:/86530/acd147e9-2051-5b99-a0b3-099b9b5c84ac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3151,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3151/N,77cc2bdd-4788-5c63-ba14-f60e706e9a76,BE-ANN14/gr/000003151,Rubenianum,https://data.rubenianum.be//ark:/86530/77cc2bdd-4788-5c63-ba14-f60e706e9a76,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2310,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2310/N,76acee32-1491-55d8-82a1-d30dc27f2f80,BE-ANN14/gr/000002310,Rubenianum,https://data.rubenianum.be//ark:/86530/76acee32-1491-55d8-82a1-d30dc27f2f80,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2255,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2255/N,ee1c0d14-5963-56a2-aa18-5febed47009d,BE-ANN14/gr/000002255,Rubenianum,https://data.rubenianum.be//ark:/86530/ee1c0d14-5963-56a2-aa18-5febed47009d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2605,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2605/N,650824f7-25ba-5e6e-99fd-b8e970458faa,BE-ANN14/gr/000002605,Rubenianum,https://data.rubenianum.be//ark:/86530/650824f7-25ba-5e6e-99fd-b8e970458faa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3281,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3281/N,a5dac4e4-aea8-52c3-8997-955a9b400e0e,BE-ANN14/gr/000003281,Rubenianum,https://data.rubenianum.be//ark:/86530/a5dac4e4-aea8-52c3-8997-955a9b400e0e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1316,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1316/N,810e529c-4cfb-5f36-9b0e-339276216d32,BE-ANN14/gr/000001316,Rubenianum,https://data.rubenianum.be//ark:/86530/810e529c-4cfb-5f36-9b0e-339276216d32,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2306,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2306/N,2fb1321d-d223-5774-b87d-b7e11754b904,BE-ANN14/gr/000002306,Rubenianum,https://data.rubenianum.be//ark:/86530/2fb1321d-d223-5774-b87d-b7e11754b904,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1480,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1480/N,99e04a98-4ac2-52c7-b64f-da4222e200ca,BE-ANN14/gr/000001480,Rubenianum,https://data.rubenianum.be//ark:/86530/99e04a98-4ac2-52c7-b64f-da4222e200ca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:374,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:374/N,41e38a9a-6f5e-5bf8-98c6-f32568556140,BE-ANN14/gr/000000374,Rubenianum,https://data.rubenianum.be//ark:/86530/41e38a9a-6f5e-5bf8-98c6-f32568556140,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:231,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:231/N,fcb9061a-6de6-5007-9932-c937b7042d63,BE-ANN14/gr/000000231,Rubenianum,https://data.rubenianum.be//ark:/86530/fcb9061a-6de6-5007-9932-c937b7042d63,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2644,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2644/N,cc85858b-fd77-58e1-b4dd-a3753b829db7,BE-ANN14/gr/000002644,Rubenianum,https://data.rubenianum.be//ark:/86530/cc85858b-fd77-58e1-b4dd-a3753b829db7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:180,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:180/N,ff824a8e-6eb1-53ee-bf5c-9ca5114c653f,BE-ANN14/gr/000000180,Rubenianum,https://data.rubenianum.be//ark:/86530/ff824a8e-6eb1-53ee-bf5c-9ca5114c653f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2633,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2633/N,4106055b-b06c-5d3f-a56b-48e1c9b7b9a0,BE-ANN14/gr/000002633,Rubenianum,https://data.rubenianum.be//ark:/86530/4106055b-b06c-5d3f-a56b-48e1c9b7b9a0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:883,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:883/N,29b31f8d-19f8-552b-a7b1-02a44fff02ef,BE-ANN14/gr/000000883,Rubenianum,https://data.rubenianum.be//ark:/86530/29b31f8d-19f8-552b-a7b1-02a44fff02ef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2263,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2263/N,25c5020e-dfec-5c26-a5be-30666d904a1c,BE-ANN14/gr/000002263,Rubenianum,https://data.rubenianum.be//ark:/86530/25c5020e-dfec-5c26-a5be-30666d904a1c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1859,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1859/N,3ec16a80-779f-55b1-ab75-b67ae04188f7,BE-ANN14/gr/000001859,Rubenianum,https://data.rubenianum.be//ark:/86530/3ec16a80-779f-55b1-ab75-b67ae04188f7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1789,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1789/N,2c84467b-8d5a-5f9b-9320-985992ccffd5,BE-ANN14/gr/000001789,Rubenianum,https://data.rubenianum.be//ark:/86530/2c84467b-8d5a-5f9b-9320-985992ccffd5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:753,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:753/N,338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,BE-ANN14/gr/000000753,Rubenianum,https://data.rubenianum.be//ark:/86530/338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2664,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2664/N,8209c1a5-db31-533a-90fa-9f837c86d73c,BE-ANN14/gr/000002664,Rubenianum,https://data.rubenianum.be//ark:/86530/8209c1a5-db31-533a-90fa-9f837c86d73c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1048,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1048/N,41d4d044-8bd2-5b13-9e1c-68858e7f8a99,BE-ANN14/gr/000001048,Rubenianum,https://data.rubenianum.be//ark:/86530/41d4d044-8bd2-5b13-9e1c-68858e7f8a99,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4476,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4476/N,b41619e2-542f-54ae-8c07-e343aa17f7ca,BE-ANN14/gr/000004476,Rubenianum,https://data.rubenianum.be//ark:/86530/b41619e2-542f-54ae-8c07-e343aa17f7ca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2058,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2058/N,5001e9ad-b31c-51a2-9dbd-7750882316e5,BE-ANN14/gr/000002058,Rubenianum,https://data.rubenianum.be//ark:/86530/5001e9ad-b31c-51a2-9dbd-7750882316e5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2672,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2672/N,cc246775-3079-55df-b07b-be4b37ef14ac,BE-ANN14/gr/000002672,Rubenianum,https://data.rubenianum.be//ark:/86530/cc246775-3079-55df-b07b-be4b37ef14ac,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2388,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2388/N,f4c69118-e74c-5256-bed2-367146e90726,BE-ANN14/gr/000002388,Rubenianum,https://data.rubenianum.be//ark:/86530/f4c69118-e74c-5256-bed2-367146e90726,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2222,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2222/N,1c673a0f-cf90-534d-9a0f-9ce0acc1098e,BE-ANN14/gr/000002222,Rubenianum,https://data.rubenianum.be//ark:/86530/1c673a0f-cf90-534d-9a0f-9ce0acc1098e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2737,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2737/N,a3d0786b-8434-5181-9a27-523cb9c6cf5e,BE-ANN14/gr/000002737,Rubenianum,https://data.rubenianum.be//ark:/86530/a3d0786b-8434-5181-9a27-523cb9c6cf5e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2367,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2367/N,9a58cc1f-600e-52f0-befa-3fa3a600d2b1,BE-ANN14/gr/000002367,Rubenianum,https://data.rubenianum.be//ark:/86530/9a58cc1f-600e-52f0-befa-3fa3a600d2b1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1398,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1398/N,c651bea7-e6c7-5a5f-b2f3-c4df55e6f3cc,BE-ANN14/gr/000001398,Rubenianum,https://data.rubenianum.be//ark:/86530/c651bea7-e6c7-5a5f-b2f3-c4df55e6f3cc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2275,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2275/N,ea58ae57-3beb-5687-a3c3-7dde4b31653c,BE-ANN14/gr/000002275,Rubenianum,https://data.rubenianum.be//ark:/86530/ea58ae57-3beb-5687-a3c3-7dde4b31653c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:179,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:179/N,7ad9e225-a8f2-5c48-a589-d217c7fe1728,BE-ANN14/gr/000000179,Rubenianum,https://data.rubenianum.be//ark:/86530/7ad9e225-a8f2-5c48-a589-d217c7fe1728,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1320,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1320/N,9f27c1ad-1ab1-54f9-8d28-1801a3ed6afe,BE-ANN14/gr/000001320,Rubenianum,https://data.rubenianum.be//ark:/86530/9f27c1ad-1ab1-54f9-8d28-1801a3ed6afe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2577,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2577/N,16efc67f-124a-530c-b828-2d56a75d7263,BE-ANN14/gr/000002577,Rubenianum,https://data.rubenianum.be//ark:/86530/16efc67f-124a-530c-b828-2d56a75d7263,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3389,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3389/N,df3facf0-800b-5a3f-8bf2-d13da174eef7,BE-ANN14/gr/000003389,Rubenianum,https://data.rubenianum.be//ark:/86530/df3facf0-800b-5a3f-8bf2-d13da174eef7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2432,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2432/N,22292a2d-27b0-529f-8b30-7cbcb86d78ea,BE-ANN14/gr/000002432,Rubenianum,https://data.rubenianum.be//ark:/86530/22292a2d-27b0-529f-8b30-7cbcb86d78ea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2062,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2062/N,d1baff79-f320-51b9-ba5b-ea42cf01bdd8,BE-ANN14/gr/000002062,Rubenianum,https://data.rubenianum.be//ark:/86530/d1baff79-f320-51b9-ba5b-ea42cf01bdd8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2598,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2598/N,f29442b7-1841-5b95-bb48-04c1796d4f76,BE-ANN14/gr/000002598,Rubenianum,https://data.rubenianum.be//ark:/86530/f29442b7-1841-5b95-bb48-04c1796d4f76,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3331,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3331/N,1ce3f284-d86f-56d5-a3ac-7153ed52ebc1,BE-ANN14/gr/000003331,Rubenianum,https://data.rubenianum.be//ark:/86530/1ce3f284-d86f-56d5-a3ac-7153ed52ebc1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3274,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3274/N,762d5ed7-9411-53ca-b6cc-4494f89af8c9,BE-ANN14/gr/000003274,Rubenianum,https://data.rubenianum.be//ark:/86530/762d5ed7-9411-53ca-b6cc-4494f89af8c9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3848,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3848/N,75cb7d52-2f7e-54d0-bfb9-bdab1bd82664,BE-ANN14/gr/000003848,Rubenianum,https://data.rubenianum.be//ark:/86530/75cb7d52-2f7e-54d0-bfb9-bdab1bd82664,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4661,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4661/N,baf2ad8d-1419-58c4-8346-df539430454e,BE-ANN14/gr/000004661,Rubenianum,https://data.rubenianum.be//ark:/86530/baf2ad8d-1419-58c4-8346-df539430454e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2166,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2166/N,23b4c1d3-4e3e-5a71-b189-6b026e45c57b,BE-ANN14/gr/000002166,Rubenianum,https://data.rubenianum.be//ark:/86530/23b4c1d3-4e3e-5a71-b189-6b026e45c57b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3327,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3327/N,7b452e3d-81b9-5daf-80bf-7c7f9d4c5d71,BE-ANN14/gr/000003327,Rubenianum,https://data.rubenianum.be//ark:/86530/7b452e3d-81b9-5daf-80bf-7c7f9d4c5d71,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:285,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:285/N,3284df85-3d3e-525e-824d-3b5458cfdc71,BE-ANN14/gr/000000285,Rubenianum,https://data.rubenianum.be//ark:/86530/3284df85-3d3e-525e-824d-3b5458cfdc71,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2189,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2189/N,2b42041e-fa5d-5a03-b391-c5b23a05fbea,BE-ANN14/gr/000002189,Rubenianum,https://data.rubenianum.be//ark:/86530/2b42041e-fa5d-5a03-b391-c5b23a05fbea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2356,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2356/N,01c8e252-0dd6-595d-bf6d-27747e0a3e2f,BE-ANN14/gr/000002356,Rubenianum,https://data.rubenianum.be//ark:/86530/01c8e252-0dd6-595d-bf6d-27747e0a3e2f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3402,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3402/N,2dbd966d-6a33-5ca1-8f03-5e064659fc13,BE-ANN14/gr/000003402,Rubenianum,https://data.rubenianum.be//ark:/86530/2dbd966d-6a33-5ca1-8f03-5e064659fc13,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2643,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2643/N,bf0080a3-19d7-5d04-a2e0-761bbc229834,BE-ANN14/gr/000002643,Rubenianum,https://data.rubenianum.be//ark:/86530/bf0080a3-19d7-5d04-a2e0-761bbc229834,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2585,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2585/N,14859b3f-1d1a-587d-b1c8-84dfa9030e4a,BE-ANN14/gr/000002585,Rubenianum,https://data.rubenianum.be//ark:/86530/14859b3f-1d1a-587d-b1c8-84dfa9030e4a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2301,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2301/N,5c925377-dc50-505b-bbe4-e7d501d35009,BE-ANN14/gr/000002301,Rubenianum,https://data.rubenianum.be//ark:/86530/5c925377-dc50-505b-bbe4-e7d501d35009,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2614,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2614/N,d0d97662-579f-5d74-ba59-6d37984ae4ad,BE-ANN14/gr/000002614,Rubenianum,https://data.rubenianum.be//ark:/86530/d0d97662-579f-5d74-ba59-6d37984ae4ad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3286,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3286/N,469600e1-ea20-5d29-add9-986955571c9c,BE-ANN14/gr/000003286,Rubenianum,https://data.rubenianum.be//ark:/86530/469600e1-ea20-5d29-add9-986955571c9c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3793,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3793/N,5c9fae6f-2718-58ca-bcfe-c825f51fc4aa,BE-ANN14/gr/000003793,Rubenianum,https://data.rubenianum.be//ark:/86530/5c9fae6f-2718-58ca-bcfe-c825f51fc4aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2317,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2317/N,99bfa22e-3078-53b7-81cf-9a1742817766,BE-ANN14/gr/000002317,Rubenianum,https://data.rubenianum.be//ark:/86530/99bfa22e-3078-53b7-81cf-9a1742817766,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2602,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2602/N,863aabd4-f8c6-567d-a5d9-83cbec975446,BE-ANN14/gr/000002602,Rubenianum,https://data.rubenianum.be//ark:/86530/863aabd4-f8c6-567d-a5d9-83cbec975446,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3290,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3290/N,f7e0d038-cf36-5891-84a8-0baab4d226ce,BE-ANN14/gr/000003290,Rubenianum,https://data.rubenianum.be//ark:/86530/f7e0d038-cf36-5891-84a8-0baab4d226ce,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2194,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2194/N,7c69889f-3b5b-5ba3-8018-97ffc0244b6b,BE-ANN14/gr/000002194,Rubenianum,https://data.rubenianum.be//ark:/86530/7c69889f-3b5b-5ba3-8018-97ffc0244b6b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:51,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:51/N,a4dc60eb-db7a-5a7f-b527-e969ebae5dcc,BE-ANN14/gr/000000051,Rubenianum,https://data.rubenianum.be//ark:/86530/a4dc60eb-db7a-5a7f-b527-e969ebae5dcc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2655,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2655/N,4c314289-44b9-59b5-905b-3a3e104ba145,BE-ANN14/gr/000002655,Rubenianum,https://data.rubenianum.be//ark:/86530/4c314289-44b9-59b5-905b-3a3e104ba145,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1645,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1645/N,d1747915-90a9-50d5-80a9-b2ffd1e7f4c8,BE-ANN14/gr/000001645,Rubenianum,https://data.rubenianum.be//ark:/86530/d1747915-90a9-50d5-80a9-b2ffd1e7f4c8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1901,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1901/N,657f2127-fea9-580a-ab96-f6470961edd2,BE-ANN14/gr/000001901,Rubenianum,https://data.rubenianum.be//ark:/86530/657f2127-fea9-580a-ab96-f6470961edd2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1147,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1147/N,85357ec8-ad78-52db-8cb5-a71febd4d4ee,BE-ANN14/gr/000001147,Rubenianum,https://data.rubenianum.be//ark:/86530/85357ec8-ad78-52db-8cb5-a71febd4d4ee,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2291,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2291/N,403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,BE-ANN14/gr/000002291,Rubenianum,https://data.rubenianum.be//ark:/86530/403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2157,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2157/N,ecb4b6e3-3ba8-5b84-b152-b4a5c0307cf1,BE-ANN14/gr/000002157,Rubenianum,https://data.rubenianum.be//ark:/86530/ecb4b6e3-3ba8-5b84-b152-b4a5c0307cf1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2507,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2507/N,4a0da24b-0d38-583d-934a-c055c1f6a81a,BE-ANN14/gr/000002507,Rubenianum,https://data.rubenianum.be//ark:/86530/4a0da24b-0d38-583d-934a-c055c1f6a81a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3316,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3316/N,32bfb308-969b-5162-8c6e-013e1c5b5850,BE-ANN14/gr/000003316,Rubenianum,https://data.rubenianum.be//ark:/86530/32bfb308-969b-5162-8c6e-013e1c5b5850,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2679,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2679/N,bb12196f-e08a-5608-a307-d418ada105d0,BE-ANN14/gr/000002679,Rubenianum,https://data.rubenianum.be//ark:/86530/bb12196f-e08a-5608-a307-d418ada105d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2383,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2383/N,0fc429d5-3926-59eb-b6fe-5aebd50a05be,BE-ANN14/gr/000002383,Rubenianum,https://data.rubenianum.be//ark:/86530/0fc429d5-3926-59eb-b6fe-5aebd50a05be,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2696,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2696/N,ca24e4f9-8722-52f5-9f6c-c1eacf24300d,BE-ANN14/gr/000002696,Rubenianum,https://data.rubenianum.be//ark:/86530/ca24e4f9-8722-52f5-9f6c-c1eacf24300d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3087,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3087/N,672a26ad-e222-5aeb-9387-8e08a3c4f87e,BE-ANN14/gr/000003087,Rubenianum,https://data.rubenianum.be//ark:/86530/672a26ad-e222-5aeb-9387-8e08a3c4f87e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2415,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2415/N,38937fca-468d-5ca4-aa57-569520ea0c06,BE-ANN14/gr/000002415,Rubenianum,https://data.rubenianum.be//ark:/86530/38937fca-468d-5ca4-aa57-569520ea0c06,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2045,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2045/N,35d9d58f-2f6d-5f20-b613-c3b51cc62175,BE-ANN14/gr/000002045,Rubenianum,https://data.rubenianum.be//ark:/86530/35d9d58f-2f6d-5f20-b613-c3b51cc62175,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1239,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1239/N,cafb098b-c775-5106-a890-a60c5396815a,BE-ANN14/gr/000001239,Rubenianum,https://data.rubenianum.be//ark:/86530/cafb098b-c775-5106-a890-a60c5396815a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:349,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:349/N,9930ba41-eedf-586f-b895-260dcd4b0f41,BE-ANN14/gr/000000349,Rubenianum,https://data.rubenianum.be//ark:/86530/9930ba41-eedf-586f-b895-260dcd4b0f41,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2395,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2395/N,60024bf2-04c6-5cdd-b9cf-8c7f68bbcb60,BE-ANN14/gr/000002395,Rubenianum,https://data.rubenianum.be//ark:/86530/60024bf2-04c6-5cdd-b9cf-8c7f68bbcb60,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
