Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Transcription ID,Status,Access Type,Keeper,Object Identifier,Transcription URL,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:mpmak:297,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:297/N,dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,BE-ANN00/ak/000000285,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:151,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:151/N,224d9d00-0803-5155-86f9-59d7cdea0c8a,BE-ANN00/ak/000000139,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/224d9d00-0803-5155-86f9-59d7cdea0c8a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:106,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:106/N,d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,BE-ANN00/ak/000000094,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:311,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:311/N,8f3120fc-19f9-508d-b595-011936ba8380,BE-ANN00/ak/000000299,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8f3120fc-19f9-508d-b595-011936ba8380,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:254,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:254/N,384702b3-f2cb-5384-8228-6a2d56d9f88a,BE-ANN00/ak/000000242,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/384702b3-f2cb-5384-8228-6a2d56d9f88a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:25,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:25/N,de180aae-e556-5094-94af-9aa2d3821821,BE-ANN00/ak/000000016,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/de180aae-e556-5094-94af-9aa2d3821821,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:192,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:192/N,806f8195-199c-598a-8da6-599fc058858e,BE-ANN00/ak/000000180,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/806f8195-199c-598a-8da6-599fc058858e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:346,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:346/N,a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,BE-ANN00/ak/000000334,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:203,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:203/N,ed7ddb61-11da-5693-b503-ccf22244ec16,BE-ANN00/ak/000000191,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ed7ddb61-11da-5693-b503-ccf22244ec16,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:72,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:72/N,6b2b5f77-d852-5193-8d8d-05696a203ba5,BE-ANN00/ak/000000062,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6b2b5f77-d852-5193-8d8d-05696a203ba5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:350,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:350/N,4cc6e957-af47-5a9a-ac9f-3f57a9185c31,BE-ANN00/ak/000000338,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4cc6e957-af47-5a9a-ac9f-3f57a9185c31,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:215,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:215/N,c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,BE-ANN00/ak/000000203,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:64,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:64/N,f5c179b2-516c-5c58-94d2-3c229e4c8c29,BE-ANN00/ak/000000055,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f5c179b2-516c-5c58-94d2-3c229e4c8c29,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:307,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:307/N,0e55c946-56fc-57f7-800b-51fcf5b7ff2b,BE-ANN00/ak/000000295,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0e55c946-56fc-57f7-800b-51fcf5b7ff2b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:242,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:242/N,88dac751-9023-5f4c-b3b2-7ca8282b8855,BE-ANN00/ak/000000230,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/88dac751-9023-5f4c-b3b2-7ca8282b8855,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:33,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:33/N,46ebb84d-e773-5947-9551-f1fea91b10fe,BE-ANN00/ak/000000024,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/46ebb84d-e773-5947-9551-f1fea91b10fe,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:184,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:184/N,2ad4c1fa-8ad9-5187-9783-daa84f34bafb,BE-ANN00/ak/000000172,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2ad4c1fa-8ad9-5187-9783-daa84f34bafb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:44,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:44/N,8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,BE-ANN00/ak/000000035,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:235,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:235/N,86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,BE-ANN00/ak/000000223,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:13,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:13/N,6a36ab81-9442-5a8c-a694-37940cd30173,BE-ANN00/ak/000000005,parchment (animal material),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6a36ab81-9442-5a8c-a694-37940cd30173,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:262,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:262/N,d3f470c7-3a62-5ef2-badd-09000c133eee,BE-ANN00/ak/000000250,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d3f470c7-3a62-5ef2-badd-09000c133eee,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:327,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:327/N,db9dd6fc-84e4-5cda-ada6-f44c52283e79,BE-ANN00/ak/000000315,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/db9dd6fc-84e4-5cda-ada6-f44c52283e79,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:274,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:274/N,ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,BE-ANN00/ak/000000262,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:331,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:331/N,a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,BE-ANN00/ak/000000319,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:52,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:52/N,190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,BE-ANN00/ak/000000043,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:223,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:223/N,0cad9f75-d711-50d7-bc82-e732f4934b9b,BE-ANN00/ak/000000211,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0cad9f75-d711-50d7-bc82-e732f4934b9b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:29,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:29/N,4312ab52-9639-54cf-9ca5-8f972615d209,BE-ANN00/ak/000000020,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4312ab52-9639-54cf-9ca5-8f972615d209,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:171,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:171/N,92e2f92a-9f6c-595d-b32d-6d05167747f4,BE-ANN00/ak/000000159,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/92e2f92a-9f6c-595d-b32d-6d05167747f4,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:258,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:258/N,5751d0c2-df53-5d72-bb05-c6a2470e9afd,BE-ANN00/ak/000000246,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5751d0c2-df53-5d72-bb05-c6a2470e9afd,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:126,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:126/N,cc1ce48f-50dd-5c75-b6e6-b0067a80d473,BE-ANN00/ak/000000114,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/cc1ce48f-50dd-5c75-b6e6-b0067a80d473,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:91,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:91/N,a733e498-0d9f-5884-87fc-68a2a6e0943a,BE-ANN00/ak/000000080,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a733e498-0d9f-5884-87fc-68a2a6e0943a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:68,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:68/N,2710272f-0932-541c-99a7-97b1d34cc378,BE-ANN00/ak/000000059,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2710272f-0932-541c-99a7-97b1d34cc378,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:130,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:130/N,47cf333b-c8b7-5007-bffd-1cac013f988e,BE-ANN00/ak/000000118,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/47cf333b-c8b7-5007-bffd-1cac013f988e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:87,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:87/N,ec26d06d-411a-514f-867d-712b9bdf9532,BE-ANN00/ak/000000076,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ec26d06d-411a-514f-867d-712b9bdf9532,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:167,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:167/N,9fda81e9-b4d7-51b9-a9c1-b69ac9ee4b9f,BE-ANN00/ak/000000155,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9fda81e9-b4d7-51b9-a9c1-b69ac9ee4b9f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:188,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:188/N,db60acd0-4fa3-584f-894c-6d0a828d2098,BE-ANN00/ak/000000176,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/db60acd0-4fa3-584f-894c-6d0a828d2098,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:34,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:34/N,49378a0a-2619-5dbd-a108-29fc6540440c,BE-ANN00/ak/000000025,paper (fiber product),d:mpmdoc:2637,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/49378a0a-2619-5dbd-a108-29fc6540440c,https://anet.be/docstore/d:mpmdoc:2637,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:183,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:183/N,1cc0f223-edd2-56d9-a312-ddca9a46476b,BE-ANN00/ak/000000171,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1cc0f223-edd2-56d9-a312-ddca9a46476b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:300,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:300/N,8ef821da-d11d-5397-868d-7114c5bd311e,BE-ANN00/ak/000000288,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8ef821da-d11d-5397-868d-7114c5bd311e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:245,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:245/N,40d900ea-9c6c-5589-97fa-ed518d3af2cc,BE-ANN00/ak/000000233,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/40d900ea-9c6c-5589-97fa-ed518d3af2cc,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:63,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:63/N,44a08216-abdd-5360-b18b-6d184364d9d3,BE-ANN00/ak/000000054,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/44a08216-abdd-5360-b18b-6d184364d9d3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:357,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:357/N,6c9a3b6b-ddd3-594c-bb98-8f5a90a55333,BE-ANN00/ak/000000345,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6c9a3b6b-ddd3-594c-bb98-8f5a90a55333,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:212,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:212/N,7f313a7b-8908-5715-a298-e4bb13353465,BE-ANN00/ak/000000200,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7f313a7b-8908-5715-a298-e4bb13353465,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:75,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:75/N,82ef7be7-8e9c-55cf-a0ff-9474f12230d5,BE-ANN00/ak/000000065,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/82ef7be7-8e9c-55cf-a0ff-9474f12230d5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:341,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:341/N,a1a7cc33-bad6-5d62-a3c8-eed539625630,BE-ANN00/ak/000000329,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a1a7cc33-bad6-5d62-a3c8-eed539625630,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:204,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:204/N,9aa2b57b-785c-54bd-8cbc-e34831bf903b,BE-ANN00/ak/000000192,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9aa2b57b-785c-54bd-8cbc-e34831bf903b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:195,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:195/N,2b35c8d5-d0e5-510f-aac3-6fab69a6842d,BE-ANN00/ak/000000183,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2b35c8d5-d0e5-510f-aac3-6fab69a6842d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:316,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:316/N,3f795fa8-cc5d-5283-b74a-0c34a482ecb5,BE-ANN00/ak/000000304,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3f795fa8-cc5d-5283-b74a-0c34a482ecb5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:253,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:253/N,ac146845-12fe-55b1-9a37-11950e554f2a,BE-ANN00/ak/000000241,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ac146845-12fe-55b1-9a37-11950e554f2a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:59,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:59/N,5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,BE-ANN00/ak/000000050,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:101,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:101/N,3567426e-85da-51f2-90f1-203e03078b84,BE-ANN00/ak/000000090,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3567426e-85da-51f2-90f1-203e03078b84,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:228,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:228/N,6bb2aaf6-0507-5916-926d-0508e8cc2321,BE-ANN00/ak/000000216,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6bb2aaf6-0507-5916-926d-0508e8cc2321,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:156,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:156/N,331184aa-7241-54df-a5a2-855105e81c1c,BE-ANN00/ak/000000144,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/331184aa-7241-54df-a5a2-855105e81c1c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:290,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:290/N,f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,BE-ANN00/ak/000000278,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:18,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:18/N,301a244a-7da1-5132-8326-287a7034ae8c,BE-ANN00/ak/000000009,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/301a244a-7da1-5132-8326-287a7034ae8c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:140,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:140/N,353c5c9d-cc97-5ce9-a412-e299be9186c2,BE-ANN00/ak/000000128,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/353c5c9d-cc97-5ce9-a412-e299be9186c2,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:269,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:269/N,17929a17-9a68-5a3b-ae82-5e6ea8e22681,BE-ANN00/ak/000000257,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/17929a17-9a68-5a3b-ae82-5e6ea8e22681,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:286,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:286/N,db800c7a-f282-55f4-b9f6-7eb65a63e95d,BE-ANN00/ak/000000274,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/db800c7a-f282-55f4-b9f6-7eb65a63e95d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:249,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:249/N,90723a45-ac70-5075-acf5-6d6de111b164,BE-ANN00/ak/000000237,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/90723a45-ac70-5075-acf5-6d6de111b164,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:38,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:38/N,3906361b-e3e2-54d1-b0f2-dc134a472714,BE-ANN00/ak/000000029,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3906361b-e3e2-54d1-b0f2-dc134a472714,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:160,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:160/N,89efcf60-ec42-5d6b-a967-f29e208e8aa5,BE-ANN00/ak/000000148,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/89efcf60-ec42-5d6b-a967-f29e208e8aa5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:137,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:137/N,2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,BE-ANN00/ak/000000125,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:80,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:80/N,563136cf-6f2f-5cd6-a591-3b314e55ac86,BE-ANN00/ak/000000069,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/563136cf-6f2f-5cd6-a591-3b314e55ac86,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:208,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:208/N,36a3d200-ee4b-5857-96a2-edbae7510816,BE-ANN00/ak/000000196,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/36a3d200-ee4b-5857-96a2-edbae7510816,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:121,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:121/N,4bcd8c83-b31e-5038-81d3-e761e4dc3293,BE-ANN00/ak/000000109,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4bcd8c83-b31e-5038-81d3-e761e4dc3293,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:96,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:96/N,f5c777c2-b746-58c7-b637-0d43faaa684c,BE-ANN00/ak/000000085,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f5c777c2-b746-58c7-b637-0d43faaa684c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:176,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:176/N,10bb1e3e-f96f-5ae2-854e-465b1430584d,BE-ANN00/ak/000000164,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/10bb1e3e-f96f-5ae2-854e-465b1430584d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:199,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:199/N,1a27a405-4f9b-5aae-88e4-36a7769e6661,BE-ANN00/ak/000000187,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1a27a405-4f9b-5aae-88e4-36a7769e6661,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:224,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:224/N,0e3d92c0-d950-5219-8f34-214124603e7e,BE-ANN00/ak/000000212,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0e3d92c0-d950-5219-8f34-214124603e7e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:55,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:55/N,5a36c39f-3aa0-54ae-8150-d5970e7813fd,BE-ANN00/ak/000000046,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5a36c39f-3aa0-54ae-8150-d5970e7813fd,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
