ResourceID,brocade.id,card,order,source_field,Place_code
e2888c40-11ee-50ba-ac04-00355c81b042,tg:rubhs:36_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
9a63a518-a510-5a4d-8abd-f8507e1d708f,tg:rubhs:26_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
097b8fc7-ecb0-54d2-8c97-6af7ed12f22e,tg:rubhs:131_#1,e22_ProductionPlacesSource,1,id/place.place,au::105203
097b8fc7-ecb0-54d2-8c97-6af7ed12f22e,tg:rubhs:131_#1,e22_ProductionPlacesSource,2,id/place.place,au::106421
5b881a0a-c4d8-535a-8c06-d9183fb65ee4,tg:rubhs:18_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
16939ae4-0e3a-5352-9a02-76bfe59c7d54,tg:rubhs:143_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
16939ae4-0e3a-5352-9a02-76bfe59c7d54,tg:rubhs:143_#1,e22_ProductionPlacesSource,2,id/place.place,au::103801
16939ae4-0e3a-5352-9a02-76bfe59c7d54,tg:rubhs:143_#1,e22_ProductionPlacesSource,3,id/place.place,au::103853
16939ae4-0e3a-5352-9a02-76bfe59c7d54,tg:rubhs:143_#1,e22_ProductionPlacesSource,4,id/place.place,au::102076
dc088ae6-67cb-53dd-88e3-3cb50a886763,tg:rubhs:153_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
285ac27a-84a6-5916-9e38-e8e1660bacce,tg:rubhs:45_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
003de1d7-0676-536d-8019-307d3a7f61c7,tg:rubhs:55_#1,e22_ProductionPlacesSource,1,id/place.place,au::100105
e9ee0f47-8c16-5cd8-abbe-38712c5466a3,tg:rubhs:27_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
3035042d-fe0a-5a1a-b2ed-237bbb3bcfea,tg:rubhs:37_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
73f58a22-4888-5185-990c-9df0456f53b7,tg:rubhs:11_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
9b4fbebb-a7fa-54dd-8cc5-8a8ad984b77c,tg:rubhs:138_#1,e22_ProductionPlacesSource,1,id/place.place,au::102018
9b4fbebb-a7fa-54dd-8cc5-8a8ad984b77c,tg:rubhs:138_#1,e22_ProductionPlacesSource,2,id/place.place,au::101982
9b4fbebb-a7fa-54dd-8cc5-8a8ad984b77c,tg:rubhs:138_#1,e22_ProductionPlacesSource,3,id/place.place,au::101969
9b4fbebb-a7fa-54dd-8cc5-8a8ad984b77c,tg:rubhs:138_#1,e22_ProductionPlacesSource,4,id/place.place,au::102087
9b4fbebb-a7fa-54dd-8cc5-8a8ad984b77c,tg:rubhs:138_#1,e22_ProductionPlacesSource,5,id/place.place,au::102084
9b4fbebb-a7fa-54dd-8cc5-8a8ad984b77c,tg:rubhs:138_#1,e22_ProductionPlacesSource,6,id/place.place,au::100105
05a87375-69fc-5eca-b8ee-e6fc4b5e8818,tg:rubhs:63_#1,e22_ProductionPlacesSource,1,id/place.place,au::104810
05a87375-69fc-5eca-b8ee-e6fc4b5e8818,tg:rubhs:63_#1,e22_ProductionPlacesSource,2,id/place.place,au::100105
05a87375-69fc-5eca-b8ee-e6fc4b5e8818,tg:rubhs:63_#1,e22_ProductionPlacesSource,3,id/place.place,au::102197
05a87375-69fc-5eca-b8ee-e6fc4b5e8818,tg:rubhs:63_#1,e22_ProductionPlacesSource,4,id/place.place,au::102247
05a87375-69fc-5eca-b8ee-e6fc4b5e8818,tg:rubhs:63_#1,e22_ProductionPlacesSource,5,id/place.place,au::102076
05a87375-69fc-5eca-b8ee-e6fc4b5e8818,tg:rubhs:63_#1,e22_ProductionPlacesSource,6,id/place.place,au::102291
b52013a0-b63c-54df-bdf2-1b915b99805b,tg:rubhs:73_#1,e22_ProductionPlacesSource,1,id/place.place,au::104810
b52013a0-b63c-54df-bdf2-1b915b99805b,tg:rubhs:73_#1,e22_ProductionPlacesSource,2,id/place.place,au::104840
b52013a0-b63c-54df-bdf2-1b915b99805b,tg:rubhs:73_#1,e22_ProductionPlacesSource,3,id/place.place,au::104985
b52013a0-b63c-54df-bdf2-1b915b99805b,tg:rubhs:73_#1,e22_ProductionPlacesSource,4,id/place.place,au::105203
b52013a0-b63c-54df-bdf2-1b915b99805b,tg:rubhs:73_#1,e22_ProductionPlacesSource,5,id/place.place,au::105187
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,1,id/place.place,au::106648
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,10,id/place.place,au::100654
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,11,id/place.place,au::101023
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,12,id/place.place,au::100141
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,13,id/place.place,au::100229
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,14,id/place.place,au::100231
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,15,id/place.place,au::100105
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,2,id/place.place,au::106603
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,3,id/place.place,au::106600
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,4,id/place.place,au::104810
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,5,id/place.place,au::104840
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,6,id/place.place,au::105203
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,7,id/place.place,au::105989
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,8,id/place.place,au::102018
dcee3243-7c53-5e76-baaa-c95dc3f4a1f6,tg:rubhs:175_#1,e22_ProductionPlacesSource,9,id/place.place,au::106118
f39b851e-21b9-510b-810c-df304501335b,tg:rubhs:87_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
f39b851e-21b9-510b-810c-df304501335b,tg:rubhs:87_#1,e22_ProductionPlacesSource,2,id/place.place,au::105989
f39b851e-21b9-510b-810c-df304501335b,tg:rubhs:87_#1,e22_ProductionPlacesSource,3,id/place.place,au::106230
f39b851e-21b9-510b-810c-df304501335b,tg:rubhs:87_#1,e22_ProductionPlacesSource,4,id/place.place,au::106192
f39b851e-21b9-510b-810c-df304501335b,tg:rubhs:87_#1,e22_ProductionPlacesSource,5,id/place.place,au::106210
f39b851e-21b9-510b-810c-df304501335b,tg:rubhs:87_#1,e22_ProductionPlacesSource,6,id/place.place,au::106078
bfa7278f-aae3-5c02-a8e8-2c42270616fc,tg:rubhs:213_#1,e22_ProductionPlacesSource,1,id/place.place,au::102989
dbe7fb7f-d180-5e7f-a479-0b6c59d29bf1,tg:rubhs:107_#1,e22_ProductionPlacesSource,1,id/place.place,au::102247
dbe7fb7f-d180-5e7f-a479-0b6c59d29bf1,tg:rubhs:107_#1,e22_ProductionPlacesSource,2,id/place.place,au::100141
dbe7fb7f-d180-5e7f-a479-0b6c59d29bf1,tg:rubhs:107_#1,e22_ProductionPlacesSource,3,id/place.place,au::106118
0f166e9d-4096-5628-a533-7236debeeb47,tg:rubhs:141_#1,e22_ProductionPlacesSource,1,id/place.place,au::105373
34de7e8d-7340-5e2d-ab81-bbf9b56b21a5,tg:rubhs:133_#1,e22_ProductionPlacesSource,1,id/place.place,au::102849
83a4b19f-c80d-5ad2-aabe-6ea68f26aa6b,tg:rubhs:68_#1,e22_ProductionPlacesSource,1,id/place.place,au::104840
29022d7b-8902-5fa3-b328-9c706d3f8376,tg:rubhs:78_#1,e22_ProductionPlacesSource,1,id/place.place,au::102849
d8b5bf72-7cbd-586e-838d-90886ab0b882,tg:rubhs:9_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
3e8d6af7-23ea-5371-b038-a5134f367cb7,tg:rubhs:35_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
6b1492e3-51fa-53e0-8cc2-580b0b61fe02,tg:rubhs:25_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
6b1492e3-51fa-53e0-8cc2-580b0b61fe02,tg:rubhs:25_#1,e22_ProductionPlacesSource,2,id/place.place,au::106118
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_ProductionPlacesSource,1,id/place.place,au::101023
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_ProductionPlacesSource,2,id/place.place,au::100141
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_ProductionPlacesSource,3,id/place.place,au::100229
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_ProductionPlacesSource,4,id/place.place,au::100105
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_ProductionPlacesSource,5,id/place.place,au::101457
11af4609-627e-59a8-8d39-4e0c36f20741,tg:rubhs:57_#1,e22_ProductionPlacesSource,6,id/place.place,au::100231
f7b59239-6e5b-5810-917c-71694554a8ce,tg:rubhs:47_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
75b4f59d-c74b-54b1-9481-9aa030f29786,tg:rubhs:71_#1,e22_ProductionPlacesSource,1,id/place.place,au::105187
5cadb8ee-a015-5d15-b772-220dcf425e0b,tg:rubhs:61_#1,e22_ProductionPlacesSource,1,id/place.place,au::104810
5cadb8ee-a015-5d15-b772-220dcf425e0b,tg:rubhs:61_#1,e22_ProductionPlacesSource,2,id/place.place,au::100141
5cadb8ee-a015-5d15-b772-220dcf425e0b,tg:rubhs:61_#1,e22_ProductionPlacesSource,3,id/place.place,au::100105
5cadb8ee-a015-5d15-b772-220dcf425e0b,tg:rubhs:61_#1,e22_ProductionPlacesSource,4,id/place.place,au::106118
5cadb8ee-a015-5d15-b772-220dcf425e0b,tg:rubhs:61_#1,e22_ProductionPlacesSource,5,id/place.place,au::102849
a2fc095f-69b2-5fac-868c-651297f3fba2,tg:rubhs:13_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
9e90cbd1-20ae-512d-ba3e-f24f6666c9c9,tg:rubhs:158_#1,e22_ProductionPlacesSource,1,id/place.place,au::102087
9e90cbd1-20ae-512d-ba3e-f24f6666c9c9,tg:rubhs:158_#1,e22_ProductionPlacesSource,2,id/place.place,au::102084
c95dd17e-9f64-58eb-98da-6982741d0dc6,tg:rubhs:115_#1,e22_ProductionPlacesSource,1,id/place.place,au::100141
523fc9f1-c0b0-59eb-afde-4b2241ab1fad,tg:rubhs:105_#1,e22_ProductionPlacesSource,1,id/place.place,au::103801
91cb9802-642a-5a21-b808-23acc66cc145,tg:rubhs:85_#1,e22_ProductionPlacesSource,1,id/place.place,au::102849
91cb9802-642a-5a21-b808-23acc66cc145,tg:rubhs:85_#1,e22_ProductionPlacesSource,2,id/place.place,au::106118
91cb9802-642a-5a21-b808-23acc66cc145,tg:rubhs:85_#1,e22_ProductionPlacesSource,3,id/place.place,au::100141
91cb9802-642a-5a21-b808-23acc66cc145,tg:rubhs:85_#1,e22_ProductionPlacesSource,4,id/place.place,au::105203
b9d634ea-f3ef-52da-ab1f-d2464342cdf3,tg:rubhs:60_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
2f8cddc3-d439-5df7-b107-b64376ec7a53,tg:rubhs:70_#1,e22_ProductionPlacesSource,1,id/place.place,au::105203
2f8cddc3-d439-5df7-b107-b64376ec7a53,tg:rubhs:70_#1,e22_ProductionPlacesSource,2,id/place.place,au::105014
ca99dd6f-1ea4-5b22-986e-dc0ccc849956,tg:rubhs:12_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,1,id/place.place,au::103715
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,10,id/place.place,au::105810
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,2,id/place.place,au::103801
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,3,id/place.place,au::103705
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,4,id/place.place,au::103726
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,5,id/place.place,au::103654
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,6,id/place.place,au::103698
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,7,id/place.place,au::103766
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,8,id/place.place,au::103853
2636be68-8ab5-5b5c-946d-3dc6b62cc625,tg:rubhs:84_#1,e22_ProductionPlacesSource,9,id/place.place,au::103855
d5d0f7f4-80dc-5a9f-aaef-db316bc03407,tg:rubhs:94_#1,e22_ProductionPlacesSource,1,id/place.place,au::105373
bbe84db1-323f-5d08-80c3-4fa68ed743f0,tg:rubhs:176_#1,e22_ProductionPlacesSource,1,id/place.place,au::100141
6e360931-0f53-5122-8a19-48783af5bf3a,tg:rubhs:79_#1,e22_ProductionPlacesSource,1,id/place.place,au::106890
43b46744-0739-51c0-b88c-97654a1e6391,tg:rubhs:69_#1,e22_ProductionPlacesSource,1,id/place.place,au::105203
eaeae0ba-eacf-5a0a-9f60-4592485b84a7,tg:rubhs:132_#1,e22_ProductionPlacesSource,1,id/place.place,au::102357
f3588c10-fcef-54cd-8bac-2ce640818d00,tg:rubhs:24_#1,e22_ProductionPlacesSource,1,id/place.place,au::102047
7fa18fd0-1546-5e83-96a0-f39c4f344b05,tg:rubhs:34_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
2d5edbc7-0201-54f3-9f9a-38ee44ae8557,tg:rubhs:46_#1,e22_ProductionPlacesSource,1,id/place.place,au::106118
dfbdc721-6ce6-5076-a3ca-97fdf2115eb4,tg:rubhs:56_#1,e22_ProductionPlacesSource,1,id/place.place,au::105919
