ResourceID,brocade.id,card,order,Archive Note,adm.isadPartOf,Warehouse Location (begin),Serial Number,adm.note,Warehouse Location (ende)
cd52b8c2-1b55-581d-9a17-61e0b6e71c69,tg:rubgr:3350,Items,1,AFG_093_013,isad:rub:3019,,,,
b6a91651-6531-5c53-a207-d7c3ea44d202,tg:rubgr:1697,Items,1,AFG_045_053,isad:rub:2975,,,,
2b0da9a1-a08f-53df-af21-2d82d265ca6a,tg:rubgr:358,Items,1,AFG_007_007,isad:rub:2937,,,,
eb6fbece-92db-5652-9b28-432e696f310c,tg:rubgr:2111,Items,1,AFG_058_025,isad:rub:2988,,,,
bfda4da5-677c-5cf4-8a07-f1d88480ea2a,tg:rubgr:2541,Items,1,AFG_083_091,isad:rub:3013,,,,
a567216e-ed68-5abd-88dc-a5236bab7bb4,tg:rubgr:1044,Items,1,AFG_022_077,isad:rub:2952,,,,
51466c60-2fde-5c1b-999a-ba1b27599f89,tg:rubgr:3079,Items,1,AFG_089_079,isad:rub:3018,,,,
a7e90956-6ebb-516b-9d95-4743dbae036f,tg:rubgr:4246,Items,1,AFG_111_041,isad:rub:3032,,,,
21e5c9d9-c4d7-5d6d-82fc-0f610a8425b0,tg:rubgr:3583,Items,1,AFG_097_029,isad:rub:3021,,,,
ece73b78-d132-56c3-9fe8-3ccd3d63498f,tg:rubgr:1414,Items,1,AFG_038_020,isad:rub:2968,,,,
6e0771ce-4909-5fe9-ba00-10e338e23431,tg:rubgr:3429,Items,1,AFG_093_092,isad:rub:3019,,,,
0cac5e13-65c1-5811-ac93-ee095e5d48ed,tg:rubgr:421,Items,1,AFG_009_010,isad:rub:2939,,,,
4d9650ca-83bb-5280-a31c-2a6f3a205a89,tg:rubgr:4616,Items,1,AFG_118_042,isad:rub:3039,,,,
1f2d0302-5e99-5fe3-a99e-98c92026661c,tg:rubgr:1947,Items,1,AFG_054_038,isad:rub:2984,,,,
c5f04414-a98c-5994-afb1-066bc276b489,tg:rubgr:972,Items,1,AFG_022_005,isad:rub:2952,,,,
65d9ec45-1ce4-5c73-979b-605437062ac9,tg:rubgr:7,Items,1,AFG_001_007,isad:rub:2930,,,,
0ffb8355-fec3-5b1c-b48b-9e6973bc45ef,tg:rubgr:83,Items,1,AFG_003_011,isad:rub:2933,,,,
7de846fc-810a-5249-b32a-4aa608bf0162,tg:rubgr:5007,Items,1,AFG_137_042,isad:rub:3059,,,,
9273e4ba-4396-5d6f-be17-9dc3118a470c,tg:rubgr:837,Items,1,AFG_019_008,isad:rub:2949,,,,
70c6d3bd-5f56-54c6-bc49-8cbac6aa3d91,tg:rubgr:3995,Items,1,AFG_103_023,isad:rub:3024,,,,
23b7289e-1dd2-578f-8204-feae4ba20a07,tg:rubgr:5142,Items,1,AFG_143_021,isad:rub:3065,,,,
591777af-504a-53eb-aa92-9ddf506aa96f,tg:rubgr:1101,Items,1,AFG_023_049,isad:rub:2953,,,,
53c56370-4eec-5fb8-b752-29b8c8195bda,tg:rubgr:3096,Items,1,AFG_090_016,isad:rub:3018,,,,
de441251-0e68-5da6-9fdb-2b54d1d416a9,tg:rubgr:4753,Items,1,AFG_128_053,isad:rub:3050,,,,
e6971097-815f-59c8-adef-5505d6923aec,tg:rubgr:3203,Items,1,AFG_091_007,isad:rub:3018,,,,
3e86ad13-0886-5e71-93f8-ad448c07bc8d,tg:rubgr:2941,Items,1,AFG_086_199,isad:rub:3016,,,,
fc49729e-ce07-5038-85f9-366793f6eb8b,tg:rubgr:3653,Items,1,AFG_097_099,isad:rub:3021,,,,
45532cf3-5d67-5f03-84f2-0d92d49e54e2,tg:rubgr:1394,Items,1,AFG_037_030,isad:rub:2967,,,,
b844db5d-1390-5511-9faf-84b7ae45abbd,tg:rubgr:5338,Items,1,AFG_145_068,isad:rub:3068,,,,
77dd6158-e29c-5488-be58-1861fdaec7db,tg:rubgr:2107,Items,1,AFG_058_021,isad:rub:2988,,,,
efa73ea7-e715-5b64-b082-5692c647f70b,tg:rubgr:4179,Items,1,AFG_109_059,isad:rub:3030,,,,
9b2dba63-8b31-5874-8dc6-1ba5fe8c7458,tg:rubgr:1681,Items,1,AFG_045_037,isad:rub:2975,,,,
6f7efa74-352a-5ea3-acc6-45c1e17b743c,tg:rubgr:4483,Items,1,AFG_114_017,isad:rub:3035,,,,
30101ae7-2c11-504d-8da4-a772eb3fa4b6,tg:rubgr:3346,Items,1,AFG_093_009,isad:rub:3019,,,,
704716f9-1691-5f7c-a747-6a159a4c57a7,tg:rubgr:4529,Items,1,AFG_116_016,isad:rub:3037,,,,
9b3defec-0b1d-55c6-b1a7-39121cccba79,tg:rubgr:2804,Items,1,AFG_086_062,isad:rub:3016,,,,
95b927c2-8dd7-5604-a184-c19f27ba193c,tg:rubgr:3716,Items,1,AFG_098_024,isad:rub:3021,,,,
8dbb50ac-d310-5517-b229-01cfd2f50a47,tg:rubgr:5011,Items,1,AFG_137_046,isad:rub:3059,,,,
ee30f7b0-37b2-55ce-8eed-dd0b4b7dd533,tg:rubgr:95,Items,1,AFG_003_023,isad:rub:2933,,,,
7a5142c4-7f16-5efb-b04e-f186bad130be,tg:rubgr:4600,Items,1,AFG_118_026,isad:rub:3039,,,,
d4bc7b0e-b435-5c3c-b65b-cd52c2bcda3e,tg:rubgr:437,Items,1,AFG_009_026,isad:rub:2939,,,,
9f976eb9-ec8c-5517-a6cc-d7f2fedaa715,tg:rubgr:1402,Items,1,AFG_038_008,isad:rub:2968,,,,
f5ee8ab8-ff35-568b-bffe-dec415586548,tg:rubgr:4250,Items,1,AFG_111_045,isad:rub:3032,,,,
c8aa9096-3633-5bd4-ba24-9c725a9cbeb7,tg:rubgr:3595,Items,1,AFG_097_041,isad:rub:3021,,,,
7148c8fd-6c76-5382-b621-15be48de3d33,tg:rubgr:1547,Items,1,AFG_041_021,isad:rub:2971,,,,
84957c55-9a01-568f-8796-6294c826ceb8,tg:rubgr:3080,Items,1,AFG_089_080,isad:rub:3018,,,,
bd7137df-55a2-5a87-8d30-91e3d39359d6,tg:rubgr:1117,Items,1,AFG_023_065,isad:rub:2953,,,,
a111438e-1b99-5a79-9d2b-183c787efe7c,tg:rubgr:4315,Items,1,AFG_111_110,isad:rub:3032,,,,
8b5a0b13-d2a4-5695-a26b-aa5bb4ca2192,tg:rubgr:122,Items,1,AFG_003_050,isad:rub:2933,,,,
ff3c1745-79c5-577f-88b5-6c084e6193ea,tg:rubgr:5154,Items,1,AFG_143_033,isad:rub:3065,,,,
0be744bc-d7b4-5510-84d7-f44992232fc1,tg:rubgr:3983,Items,1,AFG_103_011,isad:rub:3024,,,,
5f1e1465-ebc8-5856-8d7d-a374ed4b2156,tg:rubgr:3829,Items,1,AFG_100_005,isad:rub:3021,,,,
06651af8-affd-53eb-9330-6201d5b09a84,tg:rubgr:1814,Items,1,AFG_047_005,isad:rub:2977,,,,
15b0c42a-730f-5572-989e-16759ab908bc,tg:rubgr:821,Items,1,AFG_018_010,isad:rub:2948,,,,
307be73f-3b67-578d-81f3-bc377ec1d2dc,tg:rubgr:2015,Items,1,AFG_055_046,isad:rub:2985,,,,
94c5da29-1153-5689-9db4-3c4682213002,tg:rubgr:2916,Items,1,AFG_086_174,isad:rub:3016,,,,
5c96cf50-b348-5206-b4b0-d5e47ef06e7d,tg:rubgr:1793,Items,1,AFG_046_096,isad:rub:2976,,,,
2d048dd6-cf7d-5ae8-a659-62a7094e310a,tg:rubgr:1269,Items,1,AFG_033_007,isad:rub:2963,,,,
fb66627a-dd7d-50f1-921b-32d572c2cd38,tg:rubgr:3254,Items,1,AFG_091_058,isad:rub:3018,,,,
6434cf39-b1f4-509b-84f2-18836eb468b4,tg:rubgr:2853,Items,1,AFG_086_111,isad:rub:3016,,,,
0a8d5aa4-da09-5bde-a3a8-346f97fb9eac,tg:rubgr:3741,Items,1,AFG_098_049,isad:rub:3021,,,,
6eb0c171-3db3-53ae-b60f-a42938fe24be,tg:rubgr:4084,Items,1,AFG_108_005,isad:rub:3029,,,,
2cc7027b-994c-5d85-b5cb-ebd56b2bb1d2,tg:rubgr:3311,Items,1,AFG_092_041,isad:rub:3018,,,,
2d0c8c00-7fe3-5bc9-86ec-612eb7d03994,tg:rubgr:319,Items,1,AFG_006_033,isad:rub:2936,,,,
bb82fd5a-6e1e-54db-93fd-242c06372520,tg:rubgr:4987,Items,1,AFG_137_022,isad:rub:3059,,,,
2af37c18-ee5d-58b9-b768-d1844cc5626d,tg:rubgr:3038,Items,1,AFG_089_038,isad:rub:3018,,,,
17acea50-0381-58ec-bcf2-c3c1e33a3b99,tg:rubgr:1005,Items,1,AFG_022_038,isad:rub:2952,,,,
b06478cb-3128-532d-a37e-39bade692127,tg:rubgr:4207,Items,1,AFG_111_002,isad:rub:3032,,,,
faf0e9f9-8e75-5c1f-8921-611b132c66e7,tg:rubgr:3468,Items,1,AFG_094_032,isad:rub:3020,,,,
08459a09-5982-5d97-b240-c60b9582c81c,tg:rubgr:1455,Items,1,AFG_038_061,isad:rub:2968,,,,
1d61dcf5-1a0f-5783-a590-57b33db82928,tg:rubgr:3192,Items,1,AFG_090_112,isad:rub:3018,,,,
39b11996-9d77-54f1-ac06-09834b47005b,tg:rubgr:4657,Items,1,AFG_121_025,isad:rub:3042,,,,
d0a6b220-c231-5d04-bbce-944187bb36f5,tg:rubgr:460,Items,1,AFG_009_049,isad:rub:2939,,,,
ed4dfb7e-7eaa-5302-b7a0-0211b61227d4,tg:rubgr:2629,Items,1,AFG_084_043,isad:rub:3014,,,,
f50478d0-add5-5c12-a9f0-fc30fc27928a,tg:rubgr:933,Items,1,AFG_021_017,isad:rub:2951,,,,
ac75627b-6ee4-514f-a6a3-13e088d66bac,tg:rubgr:899,Items,1,AFG_020_012,isad:rub:2950,,,,
297e55df-85f1-5c9a-92a8-d5c95aae24b4,tg:rubgr:5046,Items,1,AFG_140_009,isad:rub:3062,,,,
97838b26-79ab-5afc-a0a4-67833fe3ca59,tg:rubgr:2783,Items,1,AFG_086_041,isad:rub:3016,,,,
9cfd22f2-da53-5a24-a66e-4dc1b475c03a,tg:rubgr:3891,Items,1,AFG_102_006,isad:rub:3023,,,,
62df88bc-eef3-55bd-9fe8-caced4596b8c,tg:rubgr:1843,Items,1,AFG_049_016,isad:rub:2979,,,,
648d99c9-a3a8-5f6e-a0de-c5236b568bdc,tg:rubgr:4342,Items,1,AFG_111_137,isad:rub:3032,,,,
5291c94a-c18e-5e6b-89b9-ede06eacaa40,tg:rubgr:3487,Items,1,AFG_094_051,isad:rub:3020,,,,
86780e1a-2c31-596f-893e-864a5dd02964,tg:rubgr:525,Items,1,AFG_010_040,isad:rub:2940,,,,
07e64251-01fd-5a85-8a06-9aba24b42088,tg:rubgr:1510,Items,1,AFG_039_034,isad:rub:2969,,,,
c042ed00-3900-5399-b9d8-716fda90e949,tg:rubgr:4505,Items,1,AFG_115_021,isad:rub:3036,,,,
a9538bb6-cb31-53fe-99c7-6f03ab7925d1,tg:rubgr:732,Items,1,AFG_017_025,isad:rub:2947,,,,
efb9a40b-213f-5fce-a7e8-df0bfbba68c1,tg:rubgr:698,Items,1,AFG_016_031,isad:rub:2946,,,,
bc41e0ce-d105-5bc5-980b-0fd16a1ef946,tg:rubgr:1357,Items,1,AFG_036_010,isad:rub:2966,,,,
8700599e-6218-5560-97a1-94c1a34ac87c,tg:rubgr:4155,Items,1,AFG_109_035,isad:rub:3030,,,,
500ce573-aab9-5d47-ba5f-f793c9b3add9,tg:rubgr:3690,Items,1,AFG_097_136,isad:rub:3021,,,,
49cf85cd-7ceb-5bbd-b291-ed2a3ba58b83,tg:rubgr:362,Items,1,AFG_007_011,isad:rub:2937,,,,
b9eeab8a-8d36-55ff-ad26-a56e8768c845,tg:rubgr:2081,Items,1,AFG_057_008,isad:rub:2987,,,,
c0387ee1-9305-5682-8f23-2dfe9cec0acb,tg:rubgr:5251,Items,1,AFG_144_035,isad:rub:3066,,,,
32e2111a-998d-5569-a506-e5033c9979bc,tg:rubgr:2594,Items,1,AFG_084_008,isad:rub:3014,,,,
ed6104b5-85ca-522e-aef8-fd2ee6128e5e,tg:rubgr:677,Items,1,AFG_016_010,isad:rub:2946,,,,
c43b1369-d716-57c5-9d7a-5cf08b64baf9,tg:rubgr:1642,Items,1,AFG_044_043,isad:rub:2974,,,,
106d4678-ff95-5e00-a585-1669861c9eff,tg:rubgr:4010,Items,1,AFG_104_013,isad:rub:3025,,,,
212739e6-caf8-56d8-b326-287c8e5b24f5,tg:rubgr:1212,Items,1,AFG_029_021,isad:rub:2959,,,,
41a4651b-9b10-59de-bc04-a5421205bf79,tg:rubgr:2717,Items,1,AFG_085_030,isad:rub:3015,,,,
ed35aa9e-a026-596b-85c7-6375eaf61fdb,tg:rubgr:1838,Items,1,AFG_049_011,isad:rub:2979,,,,
47c2e9f9-65ce-5f61-a1c4-5bf9bea763fa,tg:rubgr:5178,Items,1,AFG_143_057,isad:rub:3065,,,,
48608518-b626-53f2-966f-9fbd084c7906,tg:rubgr:1992,Items,1,AFG_055_023,isad:rub:2985,,,,
0b7f2793-ccae-525e-85c8-8e2649e066c9,tg:rubgr:56,Items,1,AFG_002_001,isad:rub:2932,,,,
e3a610b2-f210-51b0-98f0-b9568708bbfd,tg:rubgr:4339,Items,1,AFG_111_134,isad:rub:3032,,,,
4dce0a70-2ed9-59d0-9c81-4d5440b8f2f7,tg:rubgr:4769,Items,1,AFG_129_005,isad:rub:3051,,,,
2f6ae55e-21fc-530a-bb74-ca046442bf05,tg:rubgr:1091,Items,1,AFG_023_039,isad:rub:2953,,,,
9b2fd871-d544-5209-af87-398c639c8c9f,tg:rubgr:3556,Items,1,AFG_097_002,isad:rub:3021,,,,
d0d0d8c8-8d0f-5e84-a778-ac034f9e8dbe,tg:rubgr:4293,Items,1,AFG_111_088,isad:rub:3032,,,,
f43bf94b-2fc4-553a-b521-ad9595c4f434,tg:rubgr:4786,Items,1,AFG_129_022,isad:rub:3051,,,,
c60a55f2-8234-57b2-8a27-5f91727bc81b,tg:rubgr:3043,Items,1,AFG_089_043,isad:rub:3018,,,,
4b2a313c-b362-5357-86ec-5fe0b5479c7e,tg:rubgr:1584,Items,1,AFG_043_005,isad:rub:2973,,,,
86279dff-1514-5b3c-98e6-5900c93ad341,tg:rubgr:3413,Items,1,AFG_093_076,isad:rub:3019,,,,
5a4c1083-c063-59e8-b739-a52efbd207e8,tg:rubgr:2652,Items,1,AFG_084_066,isad:rub:3014,,,,
91abd7ec-a2dd-5fdb-b983-66f517525945,tg:rubgr:5197,Items,1,AFG_143_076,isad:rub:3065,,,,
b289298c-3a1b-5867-a791-cccbe71fccd0,tg:rubgr:3940,Items,1,AFG_102_055,isad:rub:3023,,,,
b722b365-769a-5514-b65a-6a6b7f29a238,tg:rubgr:4801,Items,1,AFG_132_007,isad:rub:3054,,,,
d27d39bb-c4f3-5f7d-b229-38429fa663dc,tg:rubgr:5343,Items,1,AFG_145_073,isad:rub:3068,,,,
b4615cc2-3bd3-560c-a1ea-9fbf532a8109,tg:rubgr:2486,Items,1,AFG_083_036,isad:rub:3013,,,,
2f66c8d2-0650-5c9e-92f6-23c4b2b8c371,tg:rubgr:4102,Items,1,AFG_108_023,isad:rub:3029,,,,
ea6cc410-f175-51ae-a45b-ddcacf2d9b72,tg:rubgr:1300,Items,1,AFG_034_015,isad:rub:2964,,,,
f1ec1871-914a-5f4c-b5c1-8d86b9c8755f,tg:rubgr:3297,Items,1,AFG_092_027,isad:rub:3018,,,,
55ff9ef6-0b9f-54a1-9d3a-ade7adbaa07f,tg:rubgr:4552,Items,1,AFG_116_039,isad:rub:3037,,,,
18531e86-ace5-521a-8834-82af168f7d9c,tg:rubgr:765,Items,1,AFG_017_058,isad:rub:2947,,,,
55b2058d-7870-5bfd-b1b6-487b8887ef0d,tg:rubgr:1245,Items,1,AFG_030_009,isad:rub:2960,,,,
3da93331-d435-5abe-8afd-8c31ddc1390a,tg:rubgr:2890,Items,1,AFG_086_148,isad:rub:3016,,,,
80ece46c-4798-55ef-996c-faf377859695,tg:rubgr:4047,Items,1,AFG_106_032,isad:rub:3027,,,,
d2a73bf8-d9be-5a57-adf1-2c65607b3309,tg:rubgr:3782,Items,1,AFG_099_020,isad:rub:3021,,,,
ef4d4fd0-2dbf-5b36-9358-6f86a9c71c49,tg:rubgr:270,Items,1,AFG_005_034,isad:rub:2935,,,,
9535bb5b-1aab-5e6b-b9a8-63f09fd6859e,tg:rubgr:1615,Items,1,AFG_044_016,isad:rub:2974,,,,
650efedc-b7c6-5db3-ab9e-5a7e20c2c554,tg:rubgr:3628,Items,1,AFG_097_074,isad:rub:3021,,,,
f5f275d3-d3c9-5898-8b57-b4bac4ab27df,tg:rubgr:4417,Items,1,AFG_112_024,isad:rub:3033,,,,
c85703f0-acb4-5049-96ca-6e0616c517e5,tg:rubgr:620,Items,1,AFG_013_023,isad:rub:2943,,,,
30f2bcde-29a2-5e8b-a5ad-c722d2af3fc8,tg:rubgr:2469,Items,1,AFG_083_019,isad:rub:3013,,,,
113795d0-a438-53d2-b6b5-bbc7408390ce,tg:rubgr:4944,Items,1,AFG_136_072,isad:rub:3058,,,,
6a194d88-0977-5053-9776-83908eeab34a,tg:rubgr:2039,Items,1,AFG_055_070,isad:rub:2985,,,,
aa97db9f-ff2a-520b-8290-6f3f1340ac79,tg:rubgr:5206,Items,1,AFG_143_085,isad:rub:3065,,,,
851b3f9e-0af9-5b67-89ca-81ee504739c0,tg:rubgr:509,Items,1,AFG_010_024,isad:rub:2940,,,,
93d17ba4-5f5a-5503-8e7b-5084a40b2931,tg:rubgr:4694,Items,1,AFG_126_002,isad:rub:3048,,,,
0bb3539b-a4e8-5fc8-8e1f-ff6649b0351e,tg:rubgr:1496,Items,1,AFG_039_020,isad:rub:2969,,,,
a04c1d4f-ae94-5759-bfa2-ec45de4bd743,tg:rubgr:2740,Items,1,AFG_085_053,isad:rub:3015,,,,
b52b6956-73a4-5be0-bf62-a5c74ace28bf,tg:rubgr:3917,Items,1,AFG_102_032,isad:rub:3023,,,,
0a72bb22-2f92-55b6-8cae-bbd9602f47c6,tg:rubgr:1183,Items,1,AFG_028_004,isad:rub:2958,,,,
90bac7ee-24b9-5b0a-ac9e-8e26beb34d5f,tg:rubgr:3444,Items,1,AFG_094_008,isad:rub:3020,,,,
75811ea5-486c-5d0e-9789-2027555b4b24,tg:rubgr:4381,Items,1,AFG_111_176,isad:rub:3032,,,,
65cab4d1-1923-5347-9f32-f8285af1cc9c,tg:rubgr:3014,Items,1,AFG_089_014,isad:rub:3018,,,,
2654a2d4-214a-5947-aa6c-d0e83711f132,tg:rubgr:1029,Items,1,AFG_022_062,isad:rub:2952,,,,
3b5b7123-0b00-5b31-ab7a-3752158e2ec9,tg:rubgr:1746,Items,1,AFG_046_049,isad:rub:2976,,,,
7ff5ff1e-0c6c-508f-b2d3-e3e2a50a6afc,tg:rubgr:2869,Items,1,AFG_086_127,isad:rub:3016,,,,
2716e55a-84b7-5698-a4ab-54760e3674ab,tg:rubgr:289,Items,1,AFG_006_003,isad:rub:2936,,,,
264a301c-2417-52fd-9641-90e290f5a922,tg:rubgr:773,Items,1,AFG_017_066,isad:rub:2947,,,,
527b975a-3518-5a08-99b9-dcb186a6eafe,tg:rubgr:4544,Items,1,AFG_116_031,isad:rub:3037,,,,
f0ce7967-4671-5547-a252-420d5a131404,tg:rubgr:323,Items,1,AFG_006_037,isad:rub:2936,,,,
4c095cfd-5fb3-526c-8d69-23aeafb30888,tg:rubgr:4114,Items,1,AFG_108_035,isad:rub:3029,,,,
24300d6a-74ac-5bac-addd-b4f9593b1cf8,tg:rubgr:2490,Items,1,AFG_083_040,isad:rub:3013,,,,
92f04253-64f5-5d00-9c9e-a827d31750a9,tg:rubgr:4817,Items,1,AFG_134_001,isad:rub:3056,,,,
7a741b98-bab5-57cc-b0ae-61f991e4383f,tg:rubgr:5210,Items,1,AFG_143_089,isad:rub:3065,,,,
61b30258-2c0b-5009-a544-c3f6a9050c54,tg:rubgr:2185,Items,1,AFG_063_001,isad:rub:2993,,,,
4cee64d7-c4a5-5247-af6f-1c6b971e3d28,tg:rubgr:4952,Items,1,AFG_136_080,isad:rub:3058,,,,
2053d149-106e-505d-a23b-d9e72ce4bb1d,tg:rubgr:636,Items,1,AFG_014_006,isad:rub:2944,,,,
5d7efcc4-c58d-54d0-923e-be5d6e53a70b,tg:rubgr:1603,Items,1,AFG_044_004,isad:rub:2974,,,,
930d4b94-d485-5842-91a8-a4cb252f621f,tg:rubgr:266,Items,1,AFG_005_030,isad:rub:2935,,,,
700ee5bf-814e-5049-92a0-1bad9b887416,tg:rubgr:4051,Items,1,AFG_106_036,isad:rub:3027,,,,
35a904f7-5f97-5621-8992-cb7cb898badb,tg:rubgr:3794,Items,1,AFG_099_032,isad:rub:3021,,,,
d8adaf5b-bb60-5d79-b7db-22e0625d8f3f,tg:rubgr:2886,Items,1,AFG_086_144,isad:rub:3016,,,,
ba614933-bc79-5243-8d4a-87af5eb26ce8,tg:rubgr:2756,Items,1,AFG_086_014,isad:rub:3016,,,,
d898da00-4fe1-51ac-b1fb-7eba5f1f38bb,tg:rubgr:5139,Items,1,AFG_143_018,isad:rub:3065,,,,
64406cd4-edb6-5f4c-9e88-3764c1ee8d7e,tg:rubgr:4378,Items,1,AFG_111_173,isad:rub:3032,,,,
05d2eeb3-d4a9-58b4-89cb-c7d6aaf78690,tg:rubgr:4682,Items,1,AFG_123_003,isad:rub:3045,,,,
02b37b98-cbe0-5fb3-b6c1-4d511a22f6a6,tg:rubgr:3147,Items,1,AFG_090_067,isad:rub:3018,,,,
14674ec5-b20b-54f8-a0dd-6eeff3662b65,tg:rubgr:3517,Items,1,AFG_095_002,isad:rub:3021,,,,
96f47cb1-845a-5456-be1b-c99de6435098,tg:rubgr:3002,Items,1,AFG_089_002,isad:rub:3018,,,,
0cbc5376-9de4-5745-934b-adc4a75620f4,tg:rubgr:3452,Items,1,AFG_094_016,isad:rub:3020,,,,
5f897ac2-3b74-58c3-afe1-93bf18dde5b1,tg:rubgr:1195,Items,1,AFG_029_004,isad:rub:2959,,,,
062dc996-a6c4-53b5-a686-0be875cba668,tg:rubgr:3901,Items,1,AFG_102_016,isad:rub:3023,,,,
e0839940-5a02-50bd-a1ba-7cfde883b18b,tg:rubgr:909,Items,1,AFG_020_022,isad:rub:2950,,,,
e104c4c3-fe40-532d-9da9-d237162a0bc2,tg:rubgr:2097,Items,1,AFG_058_011,isad:rub:2988,,,,
f9f80cdc-0a47-5a8e-9669-c764a530bb62,tg:rubgr:4840,Items,1,AFG_134_024,isad:rub:3056,,,,
987c6b60-4cc7-56ca-936e-59575c805ea1,tg:rubgr:5302,Items,1,AFG_145_032,isad:rub:3068,,,,
e11f0dc2-77c3-518c-ae46-fc8c0565d2b0,tg:rubgr:4143,Items,1,AFG_109_023,isad:rub:3030,,,,
477e1f1e-82f0-5115-9c03-ea756c61c88c,tg:rubgr:3686,Items,1,AFG_097_132,isad:rub:3021,,,,
b704a3d9-22ea-59f6-b744-e171ebe104cd,tg:rubgr:2994,Items,1,AFG_088_015,isad:rub:3018,,,,
5aab0c53-660f-57e2-b49c-91f337918879,tg:rubgr:1341,Items,1,AFG_035_007,isad:rub:2965,,,,
24a49520-d1ce-5fbe-92d3-c1fb10ef60e0,tg:rubgr:724,Items,1,AFG_017_017,isad:rub:2947,,,,
3e4b4143-f2a7-54b2-96a0-a3b017eb7c9d,tg:rubgr:4513,Items,1,AFG_115_029,isad:rub:3036,,,,
85669e8d-0b85-5323-9b8e-ca03726fde9a,tg:rubgr:1711,Items,1,AFG_046_014,isad:rub:2976,,,,
e5f05bd4-f21f-5d6a-8fe7-536c6743fe4a,tg:rubgr:3239,Items,1,AFG_091_043,isad:rub:3018,,,,
37d082ee-a2da-5915-ad80-b13dc3b6d667,tg:rubgr:1204,Items,1,AFG_029_013,isad:rub:2959,,,,
b6b453a5-ab21-53cb-b91f-d115ef354dae,tg:rubgr:4006,Items,1,AFG_104_009,isad:rub:3025,,,,
c175cc93-d67a-5745-8485-9fb1faf5666c,tg:rubgr:3669,Items,1,AFG_097_115,isad:rub:3021,,,,
2adc565c-6170-5992-a802-273c15dcda24,tg:rubgr:1654,Items,1,AFG_045_010,isad:rub:2975,,,,
df17dc10-e8e9-5044-8979-8b2d2d332b9e,tg:rubgr:661,Items,1,AFG_015_018,isad:rub:2945,,,,
01a49b67-ede1-59a9-9003-7c061ca13a10,tg:rubgr:3393,Items,1,AFG_093_056,isad:rub:3019,,,,
b24c8ba3-f3e6-554f-9541-fb5ece6e41ee,tg:rubgr:4456,Items,1,AFG_113_020,isad:rub:3034,,,,
016b15a7-0bde-5ec2-834b-d4703f2b6115,tg:rubgr:5247,Items,1,AFG_144_031,isad:rub:3066,,,,
5acddff4-5d6b-548b-817e-a86676e13b5b,tg:rubgr:2582,Items,1,AFG_083_132,isad:rub:3013,,,,
c9ff9385-2174-5ea8-821b-0802cd7a1953,tg:rubgr:3540,Items,1,AFG_095_025,isad:rub:3021,,,,
1514792e-3e16-54a2-b56b-c571cdf35651,tg:rubgr:4285,Items,1,AFG_111_080,isad:rub:3032,,,,
c315f4ea-959d-5b39-8732-1fb756681fbe,tg:rubgr:548,Items,1,AFG_011_007,isad:rub:2941,,,,
cd4ab1db-574b-54d8-8497-308a25a2e8cb,tg:rubgr:3110,Items,1,AFG_090_030,isad:rub:3018,,,,
35c2c230-fe43-5875-a049-bd21169bcb71,tg:rubgr:118,Items,1,AFG_003_046,isad:rub:2933,,,,
8283ea4e-c4a6-5ec1-ada7-ee6e6797e3cc,tg:rubgr:1984,Items,1,AFG_055_015,isad:rub:2985,,,,
11883cd1-c710-58e3-8576-e12f150f5263,tg:rubgr:3813,Items,1,AFG_099_051,isad:rub:3021,,,,
e7d4d48c-5928-521a-af03-bb84076fa249,tg:rubgr:2214,Items,1,AFG_067_002,isad:rub:2997,,,,
ee6a9844-ae37-5767-9a01-bd86f5a3f2aa,tg:rubgr:5181,Items,1,AFG_143_060,isad:rub:3065,,,,
20cbfe8d-0e3c-5271-b096-e2581d26bd49,tg:rubgr:1438,Items,1,AFG_038_044,isad:rub:2968,,,,
a951616b-1876-5e40-bef4-630ba134c8c7,tg:rubgr:3405,Items,1,AFG_093_068,isad:rub:3019,,,,
62b98cf5-fbc9-59c2-8f38-5621e0d90b65,tg:rubgr:1592,Items,1,AFG_043_013,isad:rub:2973,,,,
8e887832-add3-5c90-aa6a-61682d5313ff,tg:rubgr:1068,Items,1,AFG_023_016,isad:rub:2953,,,,
a028cfa6-ef0e-5c96-92be-3a8d03da2651,tg:rubgr:3055,Items,1,AFG_089_055,isad:rub:3018,,,,
4d1fde95-cd1a-52c1-b533-26b31f907a04,tg:rubgr:3022,Items,1,AFG_089_022,isad:rub:3018,,,,
5f7a7299-f025-5d53-8289-38dcfa56b837,tg:rubgr:3472,Items,1,AFG_094_036,isad:rub:3020,,,,
03917780-83f7-57cd-8182-e6671eb27031,tg:rubgr:3188,Items,1,AFG_090_108,isad:rub:3018,,,,
3722a367-b710-5dce-a5f5-4f5d92b23743,tg:rubgr:3921,Items,1,AFG_102_036,isad:rub:3023,,,,
20086ffc-9539-5188-ab01-7d96edc12868,tg:rubgr:2799,Items,1,AFG_086_057,isad:rub:3016,,,,
5a0fa42b-3378-5f5b-9b99-fe23ea2fa13f,tg:rubgr:3864,Items,1,AFG_101_016,isad:rub:3022,,,,
8d11b753-c130-53aa-80b5-e152ecaaab9b,tg:rubgr:2776,Items,1,AFG_086_034,isad:rub:3016,,,,
05d2e77e-e7d0-59cd-a3d8-b311fcc5ac32,tg:rubgr:5119,Items,1,AFG_142_036,isad:rub:3064,,,,
