brocade.id,Change History Identifier,Change History Timespan,Change History User,Change History Description,Change History Activity,ResourceID
tg:rubhs:44,,2016-07-19 14:39:50 +0000 UTC,dbuelens,,Creatie,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,9380998,2016-07-19 14:39:50 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,9380999,2016-07-19 14:39:50 +0000 UTC,dbuelens,Bewerken van de items,edit,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,9381000,2016-07-19 14:39:50 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,9381004,2016-07-19 14:39:50 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10130814,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10134543,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10138281,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10181966,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10199791,2017-08-17 11:33:16 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10199792,2017-08-17 11:33:16 +0000 UTC,dbuelens,Bewerken van de items,edit,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,10757490,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,11812869,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,11816892,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,11820915,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,12399033,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:44,15475006,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,2c26cff8-3a61-521f-803e-bc4524c3f5c6
tg:rubhs:134,,2016-07-26 12:03:10 +0000 UTC,dbuelens,,Creatie,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9385171,2016-07-26 12:03:10 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9385172,2016-07-26 12:03:10 +0000 UTC,dbuelens,Bewerken van de items,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9385173,2016-07-26 12:03:10 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9385177,2016-07-26 12:03:10 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9385208,2016-07-26 12:05:47 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9391981,2016-08-01 13:40:28 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,9391984,2016-08-01 13:40:28 +0000 UTC,dbuelens,Bewerken van de annotaties,edit,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,10130715,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,10134444,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,10138182,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,10181867,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,10757388,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,11812767,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,11816790,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,11820813,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,12398931,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:134,15474904,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,7c225786-d095-55ee-8d80-eaf75ab82926
tg:rubhs:50,,2016-07-19 15:44:57 +0000 UTC,dbuelens,,Creatie,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9381526,2016-07-19 15:44:57 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9381527,2016-07-19 15:44:57 +0000 UTC,dbuelens,Bewerken van de items,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9381528,2016-07-19 15:44:57 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9381532,2016-07-19 15:44:57 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9381535,2016-07-19 15:46:23 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9483762,2016-10-12 11:35:25 +0000 UTC,egacoms,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9483780,2016-10-12 11:37:53 +0000 UTC,egacoms,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,9483789,2016-10-12 11:38:13 +0000 UTC,egacoms,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10130821,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10134550,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10138288,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10181973,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10195526,2017-08-17 09:40:12 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10199872,2017-08-17 11:41:49 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10199881,2017-08-17 11:41:53 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10199882,2017-08-17 11:41:53 +0000 UTC,dbuelens,Bewerken van de items,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10199890,2017-08-17 11:42:06 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,10757497,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,11812876,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,11816899,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,11820922,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,12399040,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:50,15475013,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f
tg:rubhs:78,,2016-07-25 09:55:21 +0000 UTC,dbuelens,,Creatie,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,9382953,2016-07-25 09:55:21 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,9382954,2016-07-25 09:55:21 +0000 UTC,dbuelens,Bewerken van de items,edit,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,9382955,2016-07-25 09:55:21 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,9382959,2016-07-25 09:55:21 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,9391266,2016-07-29 15:19:31 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,9391275,2016-07-29 15:19:48 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,10130850,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,10134579,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,10138317,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,10182002,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,10757526,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,11812905,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,11816928,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,11820951,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,12399069,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:78,15475042,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,a5efeb61-b101-58a6-89dd-4e0f5ebc0e0b
tg:rubhs:108,,2016-07-25 15:13:32 +0000 UTC,dbuelens,,Creatie,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9384036,2016-07-25 15:13:32 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9384037,2016-07-25 15:13:32 +0000 UTC,dbuelens,Bewerken van de items,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9384038,2016-07-25 15:13:32 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9384042,2016-07-25 15:13:32 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9391601,2016-08-01 10:54:11 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9391603,2016-08-01 10:54:11 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,9391610,2016-08-01 10:54:15 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,10130686,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,10134415,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,10138153,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,10181838,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,10757359,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,11812738,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,11816761,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,11820784,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,12398902,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:108,15474875,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,1c10d76a-7a30-5a5b-8337-268acd0ae9f1
tg:rubhs:87,,2016-07-25 11:01:05 +0000 UTC,dbuelens,,Creatie,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9383242,2016-07-25 11:01:05 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9383243,2016-07-25 11:01:05 +0000 UTC,dbuelens,Bewerken van de items,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9383244,2016-07-25 11:01:05 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9383248,2016-07-25 11:01:05 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9391448,2016-08-01 09:48:24 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9391450,2016-08-01 09:48:24 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,9391451,2016-08-01 09:48:24 +0000 UTC,dbuelens,Bewerken van de annotaties,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10130859,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10134588,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10138326,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10182011,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10225777,2017-08-28 16:15:56 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10225780,2017-08-28 16:15:56 +0000 UTC,dbuelens,Bewerken van de annotaties,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10225786,2017-08-28 16:16:28 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10225789,2017-08-28 16:16:28 +0000 UTC,dbuelens,Bewerken van de annotaties,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,10757535,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,11812914,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,11816937,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,11820960,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,12399078,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,15420748,2021-12-20 10:46:54 +0000 UTC,lnijkamp,Bewerken van de identificatie,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,15420751,2021-12-20 10:46:54 +0000 UTC,lnijkamp,Bewerken van de annotaties,edit,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:87,15475051,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,c8de16ec-31f2-5b12-9718-450e360a0516
tg:rubhs:93,,2016-07-25 12:02:45 +0000 UTC,dbuelens,,Creatie,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,9383503,2016-07-25 12:02:45 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,9383504,2016-07-25 12:02:45 +0000 UTC,dbuelens,Bewerken van de items,edit,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,9383505,2016-07-25 12:02:45 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,9383509,2016-07-25 12:02:45 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,9391538,2016-08-01 10:19:53 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,10130866,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,10134595,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,10138333,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,10182018,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,10757542,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,11812921,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,11816944,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,11820967,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,12399085,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:93,15475058,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,7ca2c966-4338-5709-9350-b5fba5d88fa8
tg:rubhs:92,,2016-07-25 11:38:33 +0000 UTC,dbuelens,,Creatie,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,9383422,2016-07-25 11:38:33 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,9383423,2016-07-25 11:38:33 +0000 UTC,dbuelens,Bewerken van de items,edit,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,9383424,2016-07-25 11:38:33 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,9383428,2016-07-25 11:38:33 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,10130865,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,10134594,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,10138332,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,10182017,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,10757541,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,11812920,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,11816943,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,11820966,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,12399084,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:92,15475057,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,98f0d247-783b-5752-836d-9621070e1b9e
tg:rubhs:86,,2016-07-25 10:55:09 +0000 UTC,dbuelens,,Creatie,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,9383224,2016-07-25 10:55:09 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,9383225,2016-07-25 10:55:09 +0000 UTC,dbuelens,Bewerken van de items,edit,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,9383226,2016-07-25 10:55:09 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,9383230,2016-07-25 10:55:09 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,9391356,2016-07-29 16:31:13 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,9391365,2016-07-29 16:33:30 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,10130858,2017-07-13 10:21:32 +0000 UTC,dbuelens,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,10134587,2017-07-13 10:22:52 +0000 UTC,dbuelens,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,10138325,2017-07-13 10:27:24 +0000 UTC,dbuelens,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,10182010,2017-08-10 15:57:49 +0000 UTC,dbuelens,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,10757534,2017-11-17 09:58:04 +0000 UTC,dbuelens,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,11812913,2018-09-26 12:13:18 +0000 UTC,tomdmey,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,11816936,2018-09-26 12:13:45 +0000 UTC,tomdmey,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,11820959,2018-09-26 12:14:22 +0000 UTC,tomdmey,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,12399077,2019-04-30 16:01:49 +0000 UTC,egacoms,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:86,15475050,2022-01-07 10:41:17 +0000 UTC,egacoms,Markering als gecontroleerd,,e3892281-ff12-5fbb-af35-1c31ea5db980
tg:rubhs:109,,2016-07-25 15:17:07 +0000 UTC,dbuelens,,Creatie,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d
tg:rubhs:109,9384063,2016-07-25 15:17:07 +0000 UTC,dbuelens,Bewerken van de identificatie,edit,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d
tg:rubhs:109,9384064,2016-07-25 15:17:07 +0000 UTC,dbuelens,Bewerken van de items,edit,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d
tg:rubhs:109,9384065,2016-07-25 15:17:07 +0000 UTC,dbuelens,Bewerken van de kenmerken,edit,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d
tg:rubhs:109,9384069,2016-07-25 15:17:07 +0000 UTC,dbuelens,Bewerken van de ISAAR relaties,edit,e84d86a6-03a8-526f-b4ed-5f2ab3a1956d
