ResourceID,brocade.id,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
7e1b25fc-1b36-5942-8b69-baf28773589f,tg:rubdoc:4243,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:903,image low resolution,False
5dd75205-93b0-531d-9982-092197211ad1,tg:rubdoc:4253,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:913,image low resolution,False
bc88e8f3-f190-53e4-98f4-eaf2cd7853b0,tg:rubdoc:4265,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:944,image low resolution,False
616a414b-ad6a-5ac5-b454-cb93f1f04d40,tg:rubdoc:4275,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:976,image low resolution,False
5b356edf-c5f9-5149-8ed6-d7d3e977de20,tg:rubdoc:71,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:751,image low resolution,False
854fad8b-41aa-51e9-80c4-14d3bd36ff6d,tg:rubdoc:61,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:742,image low resolution,False
48f64614-b025-58bb-9f89-e7a7f465e01f,tg:rubdoc:4322,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1071,image low resolution,False
1440154d-0cc4-5b93-b36a-d8277a5beaf0,tg:rubdoc:115,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:692,image low resolution,False
858dc832-c91a-5504-94c5-12410b420ab7,tg:rubdoc:105,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:682,image low resolution,False
20632ae3-ebb6-51a0-ba82-bad4f4870171,tg:rubdoc:95,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:774,image low resolution,False
5d8631b5-0f9f-576d-bfdc-e30e2f5e42e5,tg:rubdoc:85,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:765,image low resolution,False
90e00f30-1f30-5bd6-bec8-a4a5702c7165,tg:rubdoc:4281,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:981,image low resolution,False
e16a3e5e-d5b1-59a3-837c-1b03f154ee7c,tg:rubdoc:4291,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1009,image low resolution,False
d15c8209-774c-5d57-ab00-597e1868d4c3,tg:rubdoc:4238,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:894,image low resolution,False
14db1bde-a748-5dc9-b232-2c4baf24762d,tg:rubdoc:4228,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1103,image low resolution,False
46c5a7d2-ac5b-5fd4-887d-b9a0dc8fc81f,tg:rubdoc:4274,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:975,image low resolution,False
18f6d53b-16db-5239-95e1-b1a52a095f17,tg:rubdoc:4264,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:943,image low resolution,False
84ec8356-5425-56b3-b9fa-249fd67d4bea,tg:rubdoc:60,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:741,image low resolution,False
f729ccb3-d1a2-564e-b0a1-c73b7f7a7043,tg:rubdoc:70,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:750,image low resolution,False
8fd4d454-4427-5368-b845-c5bc2a9c31a5,tg:rubdoc:104,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:878,image low resolution,False
e43ed77d-b126-570f-8e20-2a09c6e581fc,tg:rubdoc:114,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:691,image low resolution,False
b9fec0f3-4714-52d0-829a-b3a91b99677a,tg:rubdoc:4323,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1072,image low resolution,False
4a4a46e3-0de4-599f-a2ee-4a159e0385d4,tg:rubdoc:4229,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1104,image low resolution,False
4db75db4-19e1-5e98-8721-c22d2d56d5d0,tg:rubdoc:4239,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:899,image low resolution,False
8c40ffd5-a0e0-5085-a92a-17dd8667ddae,tg:rubdoc:84,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:764,image low resolution,False
7c0cf42b-9c6d-5215-b8c8-c3fe026119f6,tg:rubdoc:94,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:773,image low resolution,False
5e3eaded-df0c-5cdb-a239-647b5beadb12,tg:rubdoc:4290,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1008,image low resolution,False
28a44f43-0516-54d2-bb38-7ee5621a40dd,tg:rubdoc:4280,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1035,image low resolution,False
4f045a5b-c787-5558-9a8b-334ed021ffff,tg:rubdoc:140,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:717,image low resolution,False
a7dac399-cebf-5278-9b61-b8398b423ed8,tg:rubdoc:4315,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1048,image low resolution,False
c215e56f-1363-5651-99d2-d6b8b5f1cbd2,tg:rubdoc:4305,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1038,image low resolution,False
467f24dd-cecc-5594-b7e2-935a66d09e0e,tg:rubdoc:79,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:759,image low resolution,False
f24bef11-83fc-5732-a0ab-4cc1e756e417,tg:rubdoc:69,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:749,image low resolution,False
7d9d0fe7-7484-5a10-b7a3-279e017588c4,tg:rubdoc:122,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:699,image low resolution,False
29b13016-f629-5315-a698-31b41be50952,tg:rubdoc:132,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:709,image low resolution,False
cf68fc39-4ade-58d9-a61e-4dd2a5d7512e,tg:rubdoc:4230,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1113,image low resolution,False
22de2ccf-7d41-523d-9f5a-9e25c0c18d43,tg:rubdoc:4289,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1007,image low resolution,False
6e40f39b-f482-501b-bf8d-0d216f62c211,tg:rubdoc:4299,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1016,image low resolution,False
952b1a91-8650-5cd2-9a17-bd0250fe9360,tg:rubdoc:46,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:728,image low resolution,False
6e14b01e-ac83-5ee2-8674-0240133c7394,tg:rubdoc:56,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:738,image low resolution,False
ecd32164-b687-5dd9-b46a-ffa8dcd23841,tg:rubdoc:4252,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:912,image low resolution,False
04c5dc7c-a632-5cda-97f4-0574cf735963,tg:rubdoc:4242,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:902,image low resolution,False
00aae731-40a4-579d-872d-30c121a1187f,tg:rubhs:218,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1107,image low resolution,False
362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,tg:rubhs:219,e73_LegacyImages,1,ill.lowres,https://anet.be/docstore/d:rub:1095,image low resolution,False
