Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,source_field,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Description,Description Type,Description Language,Dimension Source Note,Illustration URL,Illustration Type,adm.acquiredVia,adm.inv,adm.isadPartOf,adm.plaatsingsnummer,adm.note,adm.volgnummer,adm.magazijnplaats,adm.magazijnplaats_alt6,Legacy Information Value,Legacy Information Type,Legacy Information Published,Object Type,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier,Visual ISAAR Brocade ID,Visual Actor Role,Visual Actor Widget,Visual Actor Identifier,Brocade Production Actor ID,Production Actor Role,Production Actor Widget,Production Actor Identifier,Start Date,End Date,Start Date Note,Start Date Note Type,Start Date Note Language
,,3b8c5eda-22e6-5d27-8bf6-e8351448375f,,,,,4,OriginalBrocade,tg:lhph:33542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb3f142c-f9b4-532c-be89-bd009937161a,au::57826,keywords,,"dlod={""id"":""ark:/83110/x0/bb3f142c-f9b4-532c-be89-bd009937161a"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/bb3f142c-f9b4-532c-be89-bd009937161a,,,,,,,,,,,,,
,,3b8c5eda-22e6-5d27-8bf6-e8351448375f,,,,,1,ProductionActors,tg:lhph:33542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,083b6d4c-771f-5a84-b2f7-7c6f21eae122,,,,,,,,,,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122,,,,,
,,3b8c5eda-22e6-5d27-8bf6-e8351448375f,,,,,,ProductionTimeSpans,tg:lhph:33542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b8c5eda-22e6-5d27-8bf6-e8351448375f,,,,,1,VisualContent,tg:lhph:33542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,083b6d4c-771f-5a84-b2f7-7c6f21eae122,,,,,,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122,,,,,,,,,
tg:lhph:35992,Foto's,3b942ff5-396c-56b3-8fe9-522f34275bef,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3b942ff5-396c-56b3-8fe9-522f34275bef,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,Acquisitions,tg:lhph:35992,tr:lh:3100,"dlod={""id"":""ark:/24970/x0/d266f728-7a81-51da-84ca-f3e6810f4148"",""text"":""Schenking van Remi de Cnodder"",""name"":""Schenking van Remi de Cnodder"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/d266f728-7a81-51da-84ca-f3e6810f4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,Annotations,tg:lhph:35992,,,,note.lhalg," Marianneke """" met een Scaldianahostess op heet kermismolentje te Rupelmonde.",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,Descriptions,,,,,id.desc,,,,,,,Denise de Weerdt met haar zuster Francine de Weerdt.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,DimensionSourceNotes,tg:lhph:35992,,,,kenmerken.lhformatph,,,,,,,,,,232 x 169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,DimensionSourceNotes,tg:lhph:35992,,,,kenmerken.lhformatph,,,,,,,,,,232 x 169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,Images,tg:lhph:35992,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:35443,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,Items,tg:lhph:35992,,,,,,,,,,,,,,,,,tr:lh:3100,62412/2,,W 35458 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000034793,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:35992,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:35992/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,ObjectTypes,tg:lhph:35992,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,2,OriginalBrocade,tg:lhph:35992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef69ff1a-177a-5823-8934-4aa55d985470,au::21138,keywords,,"dlod={""id"":""ark:/83110/x0/ef69ff1a-177a-5823-8934-4aa55d985470"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef69ff1a-177a-5823-8934-4aa55d985470,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,3,OriginalBrocade,tg:lhph:35992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71425287-d632-5782-9036-860e4eaef35c,au::13548,keywords,,"dlod={""id"":""ark:/83110/x0/71425287-d632-5782-9036-860e4eaef35c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/71425287-d632-5782-9036-860e4eaef35c,,,,,,,,,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,ProductionActors,tg:lhph:35992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d836616-856f-57e5-b2ff-dfbc8316d578,,,,,,,,,,au::46950,photographers,"dlod={""id"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578,,,,,
,,3b942ff5-396c-56b3-8fe9-522f34275bef,,,,,1,VisualContent,tg:lhph:35992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d836616-856f-57e5-b2ff-dfbc8316d578,,,,,,au::46950,photographers,"dlod={""id"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578,,,,,,,,,
tg:lhph:24287,Foto's,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3bb70279-4e5f-56f6-8779-e02cf1acb3b7,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,Acquisitions,tg:lhph:24287,tr:lh:6453,"dlod={""id"":""ark:/24970/x0/791fe2bf-6d2c-53cd-ae73-2903361c7db6"",""text"":""Archief van Corneel Mertens"",""name"":""Archief van Corneel Mertens"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/791fe2bf-6d2c-53cd-ae73-2903361c7db6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,Annotations,tg:lhph:24287,,,,note.lhalg,"Datumstempel 1976, maar mevrouw draagt brochure van milleniumconcert '75...",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,Archives,tg:lhph:24287,,,,,,,,isad:lh:95035,"dlod={""id"":""ark:/24970/x0/9cb6dd56-38ad-56ce-9c8c-882e457e0a2e"",""text"":""Foto's i.v.m. au::12648"",""name"":""Foto's i.v.m. au::12648"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/9cb6dd56-38ad-56ce-9c8c-882e457e0a2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,Descriptions,,,,,id.desc,,,,,,,Corneel Mertens; met gouverneur Kinsbergen en L. Mertens.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,DimensionSourceNotes,tg:lhph:24287,,,,kenmerken.lhformatph,,,,,,,,,,120 x 165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,DimensionSourceNotes,tg:lhph:24287,,,,kenmerken.lhformatph,,,,,,,,,,120 x 165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,Images,tg:lhph:24287,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:23957,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,Items,tg:lhph:24287,,,,,,,,,,,,,,,,,tr:lh:6453,158487/16,isad:lh:95035,MM 82 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000023251,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:24287,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:24287/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,ObjectTypes,tg:lhph:24287,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,1,OriginalBrocade,tg:lhph:24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3594bfcd-91b8-555d-802f-8e4c37e19eb6,au::10303,keywords,,"dlod={""id"":""ark:/83110/x0/3594bfcd-91b8-555d-802f-8e4c37e19eb6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3594bfcd-91b8-555d-802f-8e4c37e19eb6,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,2,OriginalBrocade,tg:lhph:24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97c9f14d-036d-559f-9631-3cd601bf18e2,au::12648,keywords,,"dlod={""id"":""ark:/83110/x0/97c9f14d-036d-559f-9631-3cd601bf18e2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/97c9f14d-036d-559f-9631-3cd601bf18e2,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,3,OriginalBrocade,tg:lhph:24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de030236-cf88-5a0c-8f3b-792ab90bd8d2,au::37566,keywords,,"dlod={""id"":""ark:/83110/x0/de030236-cf88-5a0c-8f3b-792ab90bd8d2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/de030236-cf88-5a0c-8f3b-792ab90bd8d2,,,,,,,,,,,,,
,,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,,,,,,ProductionTimeSpans,tg:lhph:24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976-11-26,,,,
tg:lhph:11258,Foto's,3bd154ee-1563-5694-8378-a59f21828ac9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3bd154ee-1563-5694-8378-a59f21828ac9,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,Acquisitions,tg:lhph:11258,tr:lh:3151,"dlod={""id"":""ark:/24970/x0/835e6f1f-eb67-5e6f-ac2d-df36b17322e3"",""text"":""Schenking van Stadsbibliotheek"",""name"":""Schenking van Stadsbibliotheek"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/835e6f1f-eb67-5e6f-ac2d-df36b17322e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,Descriptions,,,,,id.desc,,,,,,,Lode Baekelmans. Groepsportret van een tochtje in roeiboot op de Schelde.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,DimensionSourceNotes,tg:lhph:11258,,,,kenmerken.lhformatph,,,,,,,,,,88 x 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,DimensionSourceNotes,tg:lhph:11258,,,,kenmerken.lhformatph,,,,,,,,,,88 x 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,Images,tg:lhph:11258,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:11681,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,Items,tg:lhph:11258,,,,,,,,,,,,,,,,,tr:lh:3151,62894/1,,B 1333 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,2,Items,tg:lhph:11258,,,,,,,,,,,,,,,,,,234410/1,,B 1333 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000010678,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:11258,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:11258/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,ObjectTypes,tg:lhph:11258,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,1,OriginalBrocade,tg:lhph:11258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,au::930,keywords,,"dlod={""id"":""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,,,,,,,,,,,,,
,,3bd154ee-1563-5694-8378-a59f21828ac9,,,,,,ProductionTimeSpans,tg:lhph:11258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,,,,
tg:lhph:52786,Foto's,3c2488af-61f6-54d1-9674-64e646f1a36b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3c2488af-61f6-54d1-9674-64e646f1a36b,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,Acquisitions,tg:lhph:52786,tr:lh:139964,"dlod={""id"":""ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c"",""text"":""Archief van Stijn Streuvels"",""name"":""Archief van Stijn Streuvels"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,Annotations,tg:lhph:52786,,,,adm.note,Bruikleen Vlaamse Gemeenschap - STR11743,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,Archives,tg:lhph:52786,,,,,,,,isad:lh:161173,"dlod={""id"":""ark:/24970/x0/11dd7511-6687-58bb-a533-0e54b177152a"",""text"":""Doos 489"",""name"":""Doos 489"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""archiveobject"",""json"":""""}",ark:/24970/x0/11dd7511-6687-58bb-a533-0e54b177152a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,Descriptions,,,,,id.desc,,,,,,,Albert Saverys.,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,DimensionSourceNotes,tg:lhph:52786,,,,kenmerken.lhformatph,,,,,,,,,,86 x 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,DimensionSourceNotes,tg:lhph:52786,,,,kenmerken.lhformatph,,,,,,,,,,86 x 115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,Images,tg:lhph:52786,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:723713,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,Items,tg:lhph:52786,,,,,,,,,,,,,,,,,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11743,S 935 / 489,,,,,,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000050894,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:52786,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:52786/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,ObjectTypes,tg:lhph:52786,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,2,OriginalBrocade,tg:lhph:52786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a28c2ec0-221f-5b36-933b-8157c3dfa8c2,au::16396,keywords,,"dlod={""id"":""ark:/83110/x0/a28c2ec0-221f-5b36-933b-8157c3dfa8c2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a28c2ec0-221f-5b36-933b-8157c3dfa8c2,,,,,,,,,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,ProductionActors,tg:lhph:52786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247e719e-494a-57ff-9807-6ae2f352503b,,,,,,,,,,au::17799,photographers,"dlod={""id"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b,,,,,
,,3c2488af-61f6-54d1-9674-64e646f1a36b,,,,,1,VisualContent,tg:lhph:52786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247e719e-494a-57ff-9807-6ae2f352503b,,,,,,au::17799,photographers,"dlod={""id"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b,,,,,,,,,
tg:lhph:14109,Foto's,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3ccf43b1-d27a-55a5-8bc8-859c74fabe07,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,Descriptions,,,,,id.desc,,,,,,,"Jos Daelman, genietend van een glaasje bier (een 'bolleke' De Koninck).",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,DimensionSourceNotes,tg:lhph:14109,,,,kenmerken.lhformatph,,,,,,,,,,177 x 127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,DimensionSourceNotes,tg:lhph:14109,,,,kenmerken.lhformatph,,,,,,,,,,177 x 127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,Images,tg:lhph:14109,,,,ill.lowres,,,,,,,,,,,https://anet.be/docstore/d:lh:14347,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,Items,tg:lhph:14109,,,,,,,,,,,,,,,,,,234887,,D 11498 / P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ph/000013385,referentienummer,False,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,,,,,,,,,,,,,,tg:lhph:14109,brocade id,False,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:14109/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,ObjectTypes,tg:lhph:14109,,,,kenmerken.lhtypeph,,,,,,,,,,,,,,,,,,,,,,,,black-and-white photographs,,,,,,,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,1,OriginalBrocade,tg:lhph:14109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac8c8c13-d9ab-57e4-bd1a-ace646b69323,au::4807,keywords,,"dlod={""id"":""ark:/83110/x0/ac8c8c13-d9ab-57e4-bd1a-ace646b69323"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ac8c8c13-d9ab-57e4-bd1a-ace646b69323,,,,,,,,,,,,,
,,3ccf43b1-d27a-55a5-8bc8-859c74fabe07,,,,,2,OriginalBrocade,tg:lhph:14109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f176b6-b88c-542d-8d91-bc3e7a1edcb1,au::48176,keywords,,,,,,,,,,,,,,,,
tg:lhph:52728,Foto's,3d21a7af-dc4f-54d8-9b12-07bf6f7c20a7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3d21a7af-dc4f-54d8-9b12-07bf6f7c20a7,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3d21a7af-dc4f-54d8-9b12-07bf6f7c20a7,,,,,1,Acquisitions,tg:lhph:52728,tr:lh:139964,"dlod={""id"":""ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c"",""text"":""Archief van Stijn Streuvels"",""name"":""Archief van Stijn Streuvels"",""nameWithContext"":"""",""orgID"":""lh"",""suggestType"":""accessions"",""json"":""""}",ark:/24970/x0/5b7620a3-4d03-5c47-b618-9edf4a2a4d3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
