ResourceID,brocade.id,card,order,adm.inv,adm.isadPartOf,adm.magazijnplaats,adm.volgnummer,adm.note
d5b58463-974a-5c7b-9bf4-7d61967da56c,tg:mpmbr:319,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 435-438,
82ee9f45-a1b7-5ade-a082-84426dbe619c,tg:mpmbr:1005,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 124-127,
457bfc14-d4c7-5b86-9598-1949c355ed3b,tg:mpmbr:933,Items,1,SCH HF BA 39,isad:mpm:301,15 Q 5 E,,
6334737e-50b4-5729-8a9e-fa654a459da1,tg:mpmbr:899,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 277-278,
67d650ea-c3d0-561e-b097-5eba0094f490,tg:mpmbr:876,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 175-176,
54b5f2ea-a317-52f6-9e89-b22272373c7e,tg:mpmbr:175,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.b.7,
c304de5a-94c4-5050-b87f-4664c674ed3f,tg:mpmbr:1140,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 548-551,
429c7b17-2e56-5788-b3b3-5413cd9b1bf6,tg:mpmbr:525,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 369-372,
8f6d9c4c-44df-5ca2-960e-6da7b62b7c1c,tg:mpmbr:732,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 347-348,
27c5b1d1-b1c6-5acb-a6ca-eb72cc108572,tg:mpmbr:698,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
0830e8c4-e609-5533-9198-dde47f53c52f,tg:mpmbr:362,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.613-616,
e1948d62-e71b-5bd8-a7af-97af4db3b026,tg:mpmbr:677,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
88515e52-f228-5e2c-9672-9ba78efec8d3,tg:mpmbr:227,Items,1,Arch. 1460,isad:mpm:359,10 R 3 B,9,
0f682653-a2e5-53bb-a69d-8dd2cc3be0ac,tg:mpmbr:1212,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 822-825,
e4638624-7423-5336-aab9-33b9330397fe,tg:mpmbr:56,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.b.1.1,
7c8df1a5-feed-5652-8b18-c3a740f9002e,tg:mpmbr:1091,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 745-748,
847cff5e-e936-553f-ae7f-b4f3c9fe8e88,tg:mpmbr:948,Items,1,SCH HF BA 56,isad:mpm:301,15 Q 5 D,6,
e02c2ee1-5fc3-5be3-9ac5-e3bc6a54e56a,tg:mpmbr:335,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 505-508,
f71796b2-da83-5303-bd57-a91631385725,tg:mpmbr:765,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 419-420,
b1374441-f8d5-5ab5-9048-873ae6d5f103,tg:mpmbr:270,Items,1,Arch. 277,isad:mpm:158,10 Q 4 B,los stuk 5,tussen fol. 61-62
f06edfbc-d891-58a5-9bd8-3256e57e9cee,tg:mpmbr:620,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 239-240,
72d75b38-8bc7-5cdc-ab72-5e5d491669fc,tg:mpmbr:509,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 307-310,
c7186943-48c7-5306-97d2-fdfc27e2ba07,tg:mpmbr:159,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.a.2.3,
26da0382-39c1-50f3-a281-b711f7a21f4f,tg:mpmbr:1183,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 714-715,
49ca09fb-a750-5a6f-a530-ba396d0810e9,tg:mpmbr:1029,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 228-231,
71985bb0-1b89-5858-8627-43008f63737c,tg:mpmbr:289,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.343-346,
b3b38d31-7093-5a13-ad38-24bd1e37ff02,tg:mpmbr:773,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 435-436,
75d549f4-9185-54f2-8a22-58b6a1ad2416,tg:mpmbr:323,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 451-454,
91147b83-bd8a-5812-9173-1d5c23744f1b,tg:mpmbr:636,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 45-48,
f8b43090-5f34-5691-91f4-667ea602c0bb,tg:mpmbr:266,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 271-274,
6b8f3bff-8566-5eff-b591-2b65fd8828d7,tg:mpmbr:17,Items,1,Arch. 915 bis,isad:mpm:46,10 R 8 D,,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden
91d709b7-af8a-5a25-9ac8-792b45251645,tg:mpmbr:1195,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 766-767,
2af424b1-cf47-5cb6-b9e9-96a2c0173825,tg:mpmbr:909,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 581-582,
edf86dcb-ca20-56d8-bb04-3106ded49423,tg:mpmbr:374,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.661-664,
d80b6851-fc69-5a9d-8d4d-8883fa598194,tg:mpmbr:724,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 325-326,
976b0c9e-9c47-5b13-a17b-da1a9b517e53,tg:mpmbr:1204,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 794-795,
c91b8507-71fe-5fce-8785-548bfdad6987,tg:mpmbr:231,Items,1,Arch. 296,isad:mpm:365,10 Q 4 A,los stuk 2,
688c301b-ba3c-58c6-aedb-89b99bc59aa3,tg:mpmbr:661,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 145-148,
d7270d0f-4df8-55fb-89da-92179163c529,tg:mpmbr:1087,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 729-732,
28e0bc58-16bf-5ec4-b413-3c150708d9c0,tg:mpmbr:548,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 453-456,
b98dfb4b-ddc7-5262-a97e-fca7bb5a7448,tg:mpmbr:118,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.5,
61398ff5-f7af-5158-b736-832f5e1baef8,tg:mpmbr:40,Items,1,Arch. 322,isad:mpm:166,10 Q 5 D,,Los stuk tussen fol. 290 links-rechts
a5894acc-39b6-543c-b4d0-0375896b723a,tg:mpmbr:1068,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,"p. 368-371, p. 376-379",
96c4b38e-4728-5de0-b24f-165f4887d07a,tg:mpmbr:180,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.e.2,
20cea426-a17b-5586-b86d-9ba7630798a0,tg:mpmbr:929,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 630A-630B,
9b58a0ec-f440-5844-8841-f40c905033fa,tg:mpmbr:883,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 201-202,
6ebb4593-b272-5c5e-a08f-99a474a74d0b,tg:mpmbr:37,Items,1,Arch. TS A stuk 4,isad:mpm:325,15 R 1 A,,Tussen fol. 36 links-rechts
1eb798cf-cd16-5634-8b10-c50740f8405c,tg:mpmbr:495,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 259-262,
0d66bd3a-2781-5e96-b00b-6014df4c24c2,tg:mpmbr:616,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 237-238,
16af7986-da08-5a1f-95b5-e1d68f8f9632,tg:mpmbr:246,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 189-192,
08a8f6ae-5471-502d-965c-2cec37ce78ed,tg:mpmbr:753,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 395-396,
3dfa36ee-203d-52e7-90e7-4a1c08d4c825,tg:mpmbr:303,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.401-404,
0a4676c1-e029-5edf-9d4e-a743a9055c4f,tg:mpmbr:587,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 605-608,
e687756a-1c8c-551e-b0fb-6c08b0ae577e,tg:mpmbr:1048,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 306-307,
a3872c7e-18d5-5701-8a18-e11783a75131,tg:mpmbr:568,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 531-534,
3289ea9e-3d6e-5c1a-9581-1ac99e46f83f,tg:mpmbr:138,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.d.3.1,
d4682bf0-a680-5672-b48d-4c52d606cd55,tg:mpmbr:991,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 65-66,
fac2507b-2e58-54b3-9157-781c1f21437c,tg:mpmbr:60,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.b.2.3,
0f16ad01-075a-5fd8-aa35-fa50fd880269,tg:mpmbr:1224,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 866-869,
961e3b41-4a90-5eaa-9f38-0184ca87d2c9,tg:mpmbr:211,Items,1,Arch. 1457,isad:mpm:343,10 R 3 B,5,
ce93fd7f-4180-5340-900c-5694c6ea4ec2,tg:mpmbr:641,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 65-68,
5fa5309d-c75f-583b-8312-b47e6de09666,tg:mpmbr:354,Items,1,Arch. 286,isad:mpm:87,10 Q 4 A,los stuk 8,tussen fol. 246-247
dbc6e892-6a4f-5860-b0e8-67e2f15a18c0,tg:mpmbr:704,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 1-2,
7cfe3a13-12ba-57d3-b85c-ed0c89e8c5a2,tg:mpmbr:591,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 621-624,
8ecca11f-ea34-57c8-a6f5-680b307c86f0,tg:mpmbr:968,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 677-680,
5a687032-cb4b-5659-bf7e-41b3e2397780,tg:mpmbr:99,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.2.2,
58d4a99e-f0a6-50f5-b453-002e041ec702,tg:mpmbr:76,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.b.9.1,
6642d10c-9732-5e95-90e3-12b94d1869f8,tg:mpmbr:987,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 47-50,
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 129-132,
f152e6d6-e91b-5a36-9533-5a285c4eba0c,tg:mpmbr:207,Items,1,Arch. 1457,isad:mpm:343,10 R 3 B,1,
dfbe75cf-b644-5283-b503-5f552a96ff19,tg:mpmbr:1232,Items,1,SCH HF BA 16,isad:mpm:301,15 Q 4 B,1674/5,
eeb0c1fd-7ea9-530b-9599-3562a1507552,tg:mpmbr:712,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 297-298,
76e306e0-b6b7-5081-b8b9-a18f1c803d6e,tg:mpmbr:342,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 533-536,
e8dd38ac-5efa-5c32-b752-90861dc9fcca,tg:mpmbr:895,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 267-270,
dc7a94f2-27d4-5700-ab2f-7790c5849a60,tg:mpmbr:196,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.i.6.2,
a4ab6521-ae55-5cd0-9838-0682bebb59d0,tg:mpmbr:1009,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 138-141,
5438c202-dcb7-5913-9834-4edffbd9d0b3,tg:mpmbr:529,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 385-388,
f3699c87-9b8d-5494-bf22-2d96034b6b98,tg:mpmbr:179,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.e.1.2,
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,Items,1,Arch. 609,isad:mpm:136,10 Q 7 A,pp. 204-207,
67cd6e32-af47-5428-acf5-79c3580b42fc,tg:mpmbr:250,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 201-206,
09771145-0a34-5713-91b7-f3d6198add99,tg:mpmbr:315,Items,1,Arch. 682,isad:mpm:123,10 Q 9 D,los stuk 5,
735e95c0-4f4d-5be8-b78b-18ddcd1308d5,tg:mpmbr:745,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 377-378,
89b91f8e-bcda-5f36-b8c5-7279a5c45a43,tg:mpmbr:552,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 469-472,
5b69ce5b-be15-5a04-a6f6-30c4a94ab712,tg:mpmbr:1137,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 540-543,
b14e6bfd-a0c3-539a-a041-69af1709d6b3,tg:mpmbr:102,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.3.2,
493fcd28-232e-559c-8fff-6999254ee879,tg:mpmbr:801,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 491-492,
57c1e286-572f-5749-9943-54016c228519,tg:mpmbr:944,Items,1,SCH HF BA 56,isad:mpm:301,15 Q 5 D,2,
3c868d10-573c-5b16-8781-b9285256b372,tg:mpmbr:417,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 117-120,
8be0d21c-f9af-526d-b45d-f5c691527451,tg:mpmbr:1072,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 392-397,
95f4df38-1c73-5386-a839-f86ecd421a1c,tg:mpmbr:694,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
9aa657c5-839d-5f54-aeb0-448b50e8dd0e,tg:mpmbr:381,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.689-692,
7b7eaf7f-ef3f-53e0-9664-d0346ccc26b0,tg:mpmbr:856,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 119-120,
f0588cb8-6c9b-54c4-9170-501baee7abab,tg:mpmbr:155,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.d.5.2,
d702ed20-05cb-5456-a589-e2f02a8a3112,tg:mpmbr:1160,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 624-625,
7eb475be-0318-587a-aa76-6366b2d020a5,tg:mpmbr:505,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 291-294,
90ac20c5-2a32-5f20-8dce-ff67010af55d,tg:mpmbr:1025,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 212-215,
8ab24c6a-9f78-5e9b-9a7d-94d710728976,tg:mpmbr:440,Items,1,Arch. 79,isad:mpm:30,10 Q 2 G,p. 209-212,
99a15835-b09d-5d87-9b2d-61e0db2aed45,tg:mpmbr:913,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 589-592,
756ef171-159c-5654-a923-08b1a0a5b529,tg:mpmbr:293,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.359-362,
a7ff6f88-3a47-53f1-854e-6703e6f17172,tg:mpmbr:769,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 427-428,
431dc087-0a4f-5e28-b131-363d83658b1f,tg:mpmbr:339,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 521-524,
31d4b0dd-8efc-5e69-827b-d6e9e8a0a760,tg:mpmbr:786,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 463-468,
05d3100d-62d6-5ecd-97a3-01375ae8c64c,tg:mpmbr:513,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 323-326,
6767ecbf-43cc-501b-a962-4d21f430ab11,tg:mpmbr:1176,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 678-681,
f6616767-5f6a-50dd-a742-e38306a659e2,tg:mpmbr:143,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.c.5,
f6d5a576-ee49-575e-9575-4266859983ce,tg:mpmbr:840,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 57-58,
51281494-6603-541b-8cee-2d79403ca8fa,tg:mpmbr:905,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 563-564,
0a1b0310-70cb-548b-a1db-7bde4016c0d7,tg:mpmbr:1199,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 780-781,
042cdf76-9781-50f5-897e-3b28c0decbe4,tg:mpmbr:1033,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 240-243,
a8d521d2-bea9-579d-aa2a-fc0d34bc435c,tg:mpmbr:285,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.327-330,
86c7d54c-4546-53e1-a2cf-03cdf643b603,tg:mpmbr:790,Items,1,Arch. 611,isad:mpm:138,10 Q 7 A,p. 493-494,
136df5cf-68a3-51aa-98cc-9b0a3fcde79b,tg:mpmbr:817,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 531-532,
bf3cacb1-effa-50e6-a161-f55457b96c97,tg:mpmbr:114,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.3,
c42995fd-a574-5dab-84e5-40fe7c2f232d,tg:mpmbr:1121,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 480-483,
3f9bb545-8038-5eb9-a88d-f0a6cdf15da4,tg:mpmbr:544,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 437-440,
c79cb09c-b8cd-58eb-aaa5-3141caeb2e80,tg:mpmbr:1064,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 352-359,
50ce005a-fbca-56d8-929c-69f513884dbd,tg:mpmbr:401,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 53-56,
71975ca1-2cf6-5996-b417-10dec5e1e7cf,tg:mpmbr:728,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 339-340,
9c00d374-51f5-54c8-bac4-b478b19ed5db,tg:mpmbr:682,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
872b3ecd-10d0-5e02-aaf1-9a8db5f09081,tg:mpmbr:378,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 677-680,
1d9277ab-32a1-579f-898d-d57a9970bc46,tg:mpmbr:397,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 37-40,
0195e8c2-8615-5e9a-9f2d-6b527d058e91,tg:mpmbr:1208,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 808-809,
9045696d-9e47-58e0-96e3-9992f8a29bf1,tg:mpmbr:47,Items,1,Arch. 319,isad:mpm:124,10 Q 5 D,,Los stuk 3 tussen fol. 183 links-rechts
d2c6c402-4cb0-5d56-b5a4-96b1603b513c,tg:mpmbr:1080,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 711-712,
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 649-652,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,Items,1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,,
da546241-af51-538b-b9b0-63b8378d3985,tg:mpmbr:373,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.657-660,
d36e0072-e3b6-586e-bf9d-d5b422a6279f,tg:mpmbr:723,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 323-324,
c6d5486d-db77-5a06-bd42-88fdb7d41923,tg:mpmbr:236,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 151-152,
84f7c4d3-9047-593e-a9b7-157e2acc6325,tg:mpmbr:1203,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 792-793,
52b65f65-ae87-5bf5-a468-6002bf4e78ba,tg:mpmbr:666,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 161-164,
c5f11fff-5ab9-5e26-bd30-4d7d2b73b457,tg:mpmbr:148,Items,1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,A.d.2.4,
4399c00e-9c16-5ca9-bdfe-fda9940bbc03,tg:mpmbr:518,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 343-346,
5a9ff689-b5e1-5fd4-8af9-c451269e80f1,tg:mpmbr:1038,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 260-265,
5dec58fe-3917-5930-8063-fc18764fd25a,tg:mpmbr:1192,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 752-753,
574c4551-9f71-564b-aa3a-779ab7983d95,tg:mpmbr:774,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 437-438,
f2e1acd0-34ee-5c21-a4ca-72f6175fbf65,tg:mpmbr:324,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 455-460,
6d0e3aed-9d73-5ab4-a528-4149c83c5945,tg:mpmbr:631,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 25-28,
0a0fd539-c010-51b3-9ccf-25a77dd5996d,tg:mpmbr:261,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 251-254,
121cd02b-305d-5b9f-a807-a723a19ec9e5,tg:mpmbr:1184,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 716-721,
5efa8ae3-67ca-5be7-8648-0fb6a7a50155,tg:mpmbr:918,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 605-606,
818f33c9-f9a4-569c-ab98-88258fcc0c4d,tg:mpmbr:332,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 493-496,
6457d30d-9758-59b8-b8ed-7039684a16a4,tg:mpmbr:298,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.381-384,
8cc76c94-d752-5010-bcf4-558d135b004f,tg:mpmbr:762,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 413-414,
c08f1e8c-a2d3-50d6-aaa8-afe23182ddd6,tg:mpmbr:277,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.295-298,
c237fd46-fc76-5fb7-ae19-db897807c09c,tg:mpmbr:627,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 9-12,
8011898f-616d-5d60-a8ea-a21c3b058e10,tg:mpmbr:109,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.e.8,
0f550cde-4ff4-59d0-a80d-1ebc74575a9e,tg:mpmbr:1096,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 765-768,
a4a524e5-8982-589a-bc26-cb33e85b9f3b,tg:mpmbr:559,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 497-500,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,Items,1,Arch. 498,isad:mpm:43,10 Q 6 C,,Los stuk 13 vooraan
89730afc-c2d7-531e-98e2-dd44076ad7fd,tg:mpmbr:1079,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 709-710,
131170bc-9cde-54d0-8911-5028f217dd51,tg:mpmbr:735,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 353-354,
e821b1c6-5bbc-5a9f-9659-f4c6df446fb9,tg:mpmbr:365,Items,1,Arch.78,isad:mpm:30,10 Q 2 G,p.625-628,
4f1a51fd-2360-5bba-85f3-66b0f3dec0d9,tg:mpmbr:670,Items,1,Arch. 80,isad:mpm:32,10 Q 2 G,p. 210A-210B,
e1a7a95c-a7f4-5a42-8275-c38e0a0e7726,tg:mpmbr:1215,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 834-837,
908ac2dd-870a-5cc9-9a79-1da398574071,tg:mpmbr:220,Items,1,Arch. 1457,isad:mpm:343,10 R 3 B,14,
86843377-8569-53b2-bc15-4abca8e3eaa6,tg:mpmbr:934,Items,1,SCH HF BA 169,isad:mpm:301,15 Q 7 C,2,
c891da0f-722f-53c2-9a48-0ac05494227a,tg:mpmbr:1002,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 112-115,
8fa034e0-f0cd-527b-86ab-b82ed95decd7,tg:mpmbr:467,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 145-148,
e906c3c1-1f5c-5373-a210-f3547e97ad67,tg:mpmbr:1147,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 576-579,
4ec31dd1-c168-5af7-b29b-72fcc90faa27,tg:mpmbr:488,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 231-234A,
45d8b5cf-a1ae-5f9a-8da4-38eb0203134f,tg:mpmbr:172,Items,1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,B.b.5.1,
e5f527d6-cdef-5e14-b688-69ad4adf1b71,tg:mpmbr:522,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 357-360,
3c635020-9fdd-51a8-841a-ccc6ba91031a,tg:mpmbr:871,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 157-160,
74bf08f3-7bb9-5eaf-905c-f75c8ec28ca9,tg:mpmbr:430,Items,1,Arch. 79,isad:mpm:30,10 Q 2 G,p. 169-172,
4a795c1c-7202-5a39-9263-a0dbfec6aa04,tg:mpmbr:1055,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 322-325,
a9cca4ce-09b0-59fc-9fdd-020853e7b30e,tg:mpmbr:963,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 661-662,
413618f4-1990-5e73-92ce-7e0ecbdcb3ab,tg:mpmbr:92,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.d.3.1,
95e5e139-c5b5-548b-ace9-5758bab6df7e,tg:mpmbr:826,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 5-6,
c86b27d4-b770-5f25-8dcf-2ed39a37814d,tg:mpmbr:575,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 559-562,
c6565cb0-1900-5e27-9b26-aa638b5b2068,tg:mpmbr:125,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.9,
630deec4-ed3c-5004-bae1-5fe8b4f2a0af,tg:mpmbr:1110,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 438-441,
4e8d798f-c095-5dd6-8b1d-9a0704bd9765,tg:mpmbr:349,Items,1,Arch. 78,isad:mpm:30,10 Q 2 G,p. 561-564,
c49d8dbb-12f8-5265-bffc-32e25c7eec36,tg:mpmbr:719,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 313-316,
382951d0-bbda-518f-9bc9-5836e423d6d2,tg:mpmbr:84,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.b.1.2,
d9f04a39-0c56-564c-8f69-be0747be8397,tg:mpmbr:975,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 697-700,
9121f174-4dd7-5e4b-9dbc-a3af5a767223,tg:mpmbr:1043,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 278-289,
76d31cf2-36c7-5bb8-adcc-8be8ec81dfee,tg:mpmbr:1106,Items,1,Arch. 638,isad:mpm:161,10 Q 8 C,p. 422-425,
85f51dae-c6b8-57f9-ac39-86d9cb22174a,tg:mpmbr:133,Items,1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,C.g.X6,
c5d43604-09ba-54b8-a0b8-b079cbd74318,tg:mpmbr:563,Items,1,Arch. 79,isad:mpm:31,10 Q 2 G,p. 511-514,
1354f136-9fa9-5053-bfb8-77048d7ad786,tg:mpmbr:830,Items,1,Arch. 89,isad:mpm:42,10 Q 2 D,p. 15-16,
