ResourceID,brocade.id,card,order,ire.isaar.uuid,Textual ISAAR Brocade ID,Textual Actor Role,Textual Actor Note,Textual Actor Widget,Textual Actor Identifier
7cfe3a13-12ba-57d3-b85c-ed0c89e8c5a2,tg:mpmbr:591,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
7cfe3a13-12ba-57d3-b85c-ed0c89e8c5a2,tg:mpmbr:591,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
8ecca11f-ea34-57c8-a6f5-680b307c86f0,tg:mpmbr:968,TextualContent,1,d77ec306-aefc-5d87-aa72-7f4e6fc19acb,au::108846,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb
8ecca11f-ea34-57c8-a6f5-680b307c86f0,tg:mpmbr:968,TextualContent,2,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,recipients (people),,"dlod={""id"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
5a687032-cb4b-5659-bf7e-41b3e2397780,tg:mpmbr:99,TextualContent,1,6464c84b-8283-5863-b9b2-40da615d96a8,au::108738,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8
5a687032-cb4b-5659-bf7e-41b3e2397780,tg:mpmbr:99,TextualContent,2,25698b1e-409a-5a91-a3fa-8210d28b1095,au::108565,recipients (people),,"dlod={""id"":""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095
58d4a99e-f0a6-50f5-b453-002e041ec702,tg:mpmbr:76,TextualContent,1,7e10ef90-4393-5836-aad9-735b8777c484,au::109467,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e10ef90-4393-5836-aad9-735b8777c484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e10ef90-4393-5836-aad9-735b8777c484
58d4a99e-f0a6-50f5-b453-002e041ec702,tg:mpmbr:76,TextualContent,2,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,recipients (people),,"dlod={""id"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
6642d10c-9732-5e95-90e3-12b94d1869f8,tg:mpmbr:987,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
6642d10c-9732-5e95-90e3-12b94d1869f8,tg:mpmbr:987,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
6642d10c-9732-5e95-90e3-12b94d1869f8,tg:mpmbr:987,TextualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
f152e6d6-e91b-5a36-9533-5a285c4eba0c,tg:mpmbr:207,TextualContent,1,20b1fb07-f535-5121-afa4-d60231c29934,au::109926,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/20b1fb07-f535-5121-afa4-d60231c29934"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/20b1fb07-f535-5121-afa4-d60231c29934
f152e6d6-e91b-5a36-9533-5a285c4eba0c,tg:mpmbr:207,TextualContent,2,4d58dd67-8f6d-5583-b3f4-1cd05310c61d,au::108386,recipients (people),,"dlod={""id"":""ark:/83110/x0/4d58dd67-8f6d-5583-b3f4-1cd05310c61d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4d58dd67-8f6d-5583-b3f4-1cd05310c61d
dfbe75cf-b644-5283-b503-5f552a96ff19,tg:mpmbr:1232,TextualContent,1,1af6daa3-995b-5bf5-af21-dca9c10052f0,au::113755,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/1af6daa3-995b-5bf5-af21-dca9c10052f0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1af6daa3-995b-5bf5-af21-dca9c10052f0
dfbe75cf-b644-5283-b503-5f552a96ff19,tg:mpmbr:1232,TextualContent,2,9e99a93c-489f-583b-a800-fd020f359f25,au::113756,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/9e99a93c-489f-583b-a800-fd020f359f25"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9e99a93c-489f-583b-a800-fd020f359f25
dfbe75cf-b644-5283-b503-5f552a96ff19,tg:mpmbr:1232,TextualContent,3,b03dd40d-6470-5373-baba-0a64aea212a7,au::106903,recipients (people),,"dlod={""id"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7
eeb0c1fd-7ea9-530b-9599-3562a1507552,tg:mpmbr:712,TextualContent,1,705d3396-2c6b-59bc-a3df-553856a484da,au::108859,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/705d3396-2c6b-59bc-a3df-553856a484da"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/705d3396-2c6b-59bc-a3df-553856a484da
eeb0c1fd-7ea9-530b-9599-3562a1507552,tg:mpmbr:712,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
76e306e0-b6b7-5081-b8b9-a18f1c803d6e,tg:mpmbr:342,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
76e306e0-b6b7-5081-b8b9-a18f1c803d6e,tg:mpmbr:342,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
e8dd38ac-5efa-5c32-b752-90861dc9fcca,tg:mpmbr:895,TextualContent,1,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
dc7a94f2-27d4-5700-ab2f-7790c5849a60,tg:mpmbr:196,TextualContent,1,5481c474-da4a-5843-870a-56c5d1d5a12c,au::108697,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c
dc7a94f2-27d4-5700-ab2f-7790c5849a60,tg:mpmbr:196,TextualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
dc7a94f2-27d4-5700-ab2f-7790c5849a60,tg:mpmbr:196,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
a4ab6521-ae55-5cd0-9838-0682bebb59d0,tg:mpmbr:1009,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
a4ab6521-ae55-5cd0-9838-0682bebb59d0,tg:mpmbr:1009,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
a4ab6521-ae55-5cd0-9838-0682bebb59d0,tg:mpmbr:1009,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
a4ab6521-ae55-5cd0-9838-0682bebb59d0,tg:mpmbr:1009,TextualContent,4,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,recipients (people),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
5438c202-dcb7-5913-9834-4edffbd9d0b3,tg:mpmbr:529,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
5438c202-dcb7-5913-9834-4edffbd9d0b3,tg:mpmbr:529,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
f3699c87-9b8d-5494-bf22-2d96034b6b98,tg:mpmbr:179,TextualContent,1,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
f3699c87-9b8d-5494-bf22-2d96034b6b98,tg:mpmbr:179,TextualContent,2,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,recipients (people),,"dlod={""id"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
f3699c87-9b8d-5494-bf22-2d96034b6b98,tg:mpmbr:179,TextualContent,3,a72d23ac-0560-5b54-b4d1-14dce7559732,au::108847,recipients (people),,"dlod={""id"":""ark:/83110/x0/a72d23ac-0560-5b54-b4d1-14dce7559732"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a72d23ac-0560-5b54-b4d1-14dce7559732
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,TextualContent,1,7f996130-10f3-540e-9cbc-c131aa3a5f75,au::108458,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7f996130-10f3-540e-9cbc-c131aa3a5f75
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,TextualContent,2,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,au::108463,recipients (people),,"dlod={""id"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,TextualContent,3,25698b1e-409a-5a91-a3fa-8210d28b1095,au::108565,recipients (people),,"dlod={""id"":""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095
67cd6e32-af47-5428-acf5-79c3580b42fc,tg:mpmbr:250,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
67cd6e32-af47-5428-acf5-79c3580b42fc,tg:mpmbr:250,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
09771145-0a34-5713-91b7-f3d6198add99,tg:mpmbr:315,TextualContent,1,e35ebc0b-63e0-56c9-ab1a-9176c008a1c2,au::111650,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/e35ebc0b-63e0-56c9-ab1a-9176c008a1c2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e35ebc0b-63e0-56c9-ab1a-9176c008a1c2
09771145-0a34-5713-91b7-f3d6198add99,tg:mpmbr:315,TextualContent,2,4d1b46af-955f-5961-b671-c2f112b11aef,au::111648,recipients (people),,"dlod={""id"":""ark:/83110/x0/4d1b46af-955f-5961-b671-c2f112b11aef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4d1b46af-955f-5961-b671-c2f112b11aef
735e95c0-4f4d-5be8-b78b-18ddcd1308d5,tg:mpmbr:745,TextualContent,1,7e0b8111-6d6a-5224-8df5-18ef038bd6e6,au::106907,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e0b8111-6d6a-5224-8df5-18ef038bd6e6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e0b8111-6d6a-5224-8df5-18ef038bd6e6
735e95c0-4f4d-5be8-b78b-18ddcd1308d5,tg:mpmbr:745,TextualContent,2,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,recipients (people),,"dlod={""id"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
735e95c0-4f4d-5be8-b78b-18ddcd1308d5,tg:mpmbr:745,TextualContent,3,a72d23ac-0560-5b54-b4d1-14dce7559732,au::108847,recipients (people),,"dlod={""id"":""ark:/83110/x0/a72d23ac-0560-5b54-b4d1-14dce7559732"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a72d23ac-0560-5b54-b4d1-14dce7559732
89b91f8e-bcda-5f36-b8c5-7279a5c45a43,tg:mpmbr:552,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
89b91f8e-bcda-5f36-b8c5-7279a5c45a43,tg:mpmbr:552,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
5b69ce5b-be15-5a04-a6f6-30c4a94ab712,tg:mpmbr:1137,TextualContent,1,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
5b69ce5b-be15-5a04-a6f6-30c4a94ab712,tg:mpmbr:1137,TextualContent,2,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
5b69ce5b-be15-5a04-a6f6-30c4a94ab712,tg:mpmbr:1137,TextualContent,3,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,recipients (people),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
5b69ce5b-be15-5a04-a6f6-30c4a94ab712,tg:mpmbr:1137,TextualContent,4,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,recipients (people),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
b14e6bfd-a0c3-539a-a041-69af1709d6b3,tg:mpmbr:102,TextualContent,1,d859564b-c899-5f1b-8052-69e7a4754bf6,au::108730,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/d859564b-c899-5f1b-8052-69e7a4754bf6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d859564b-c899-5f1b-8052-69e7a4754bf6
b14e6bfd-a0c3-539a-a041-69af1709d6b3,tg:mpmbr:102,TextualContent,2,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,au::108463,recipients (people),,"dlod={""id"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169
493fcd28-232e-559c-8fff-6999254ee879,tg:mpmbr:801,TextualContent,1,50d2268a-3bf7-5f73-827f-ffeb1016b259,au::108212,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259
493fcd28-232e-559c-8fff-6999254ee879,tg:mpmbr:801,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
57c1e286-572f-5749-9943-54016c228519,tg:mpmbr:944,TextualContent,1,74f3f99f-c699-549d-9b1b-a206c64c63f7,au::113416,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/74f3f99f-c699-549d-9b1b-a206c64c63f7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/74f3f99f-c699-549d-9b1b-a206c64c63f7
57c1e286-572f-5749-9943-54016c228519,tg:mpmbr:944,TextualContent,2,b03dd40d-6470-5373-baba-0a64aea212a7,au::106903,recipients (people),,"dlod={""id"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7
3c868d10-573c-5b16-8781-b9285256b372,tg:mpmbr:417,TextualContent,1,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,au::107473,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
3c868d10-573c-5b16-8781-b9285256b372,tg:mpmbr:417,TextualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
8be0d21c-f9af-526d-b45d-f5c691527451,tg:mpmbr:1072,TextualContent,1,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,correspondents (correspondence writers),,"dlod={""id"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
