Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:24792,Affiches,https://anet.be/record/opaclhobj/tg:lhps:24792/N,887a366d-c4e9-5c23-b835-2efec809711a,BE-ANN07/ps/000024132,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/887a366d-c4e9-5c23-b835-2efec809711a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:8244,Affiches,https://anet.be/record/opaclhobj/tg:lhps:8244/N,bbad4661-0bf2-5280-8741-bd439a4d631a,BE-ANN07/ps/000008108,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bbad4661-0bf2-5280-8741-bd439a4d631a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:46507,Affiches,https://anet.be/record/opaclhobj/tg:lhps:46507/N,389aafe0-e522-5cdd-aac4-a39f27e67a78,BE-ANN07/ps/000042392,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/389aafe0-e522-5cdd-aac4-a39f27e67a78,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:10367,Affiches,https://anet.be/record/opaclhobj/tg:lhps:10367/N,a121b96e-7457-5280-b3c8-a80741787a2b,BE-ANN07/ps/000010181,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a121b96e-7457-5280-b3c8-a80741787a2b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:25029,Affiches,https://anet.be/record/opaclhobj/tg:lhps:25029/N,bac5d5d0-4be4-5025-8177-7163200e2363,BE-ANN07/ps/000024368,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bac5d5d0-4be4-5025-8177-7163200e2363,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:58519,Affiches,https://anet.be/record/opaclhobj/tg:lhps:58519/N,f1c6bf62-c8a7-5ae3-bd7e-edf9e58cf321,BE-ANN07/ps/000054312,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f1c6bf62-c8a7-5ae3-bd7e-edf9e58cf321,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:27014,Affiches,https://anet.be/record/opaclhobj/tg:lhps:27014/N,d7acc2c5-649c-57ae-b244-a7a8086ae395,BE-ANN07/ps/000026336,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d7acc2c5-649c-57ae-b244-a7a8086ae395,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:1966,Affiches,https://anet.be/record/opaclhobj/tg:lhps:1966/N,4ca3ede1-58f1-5c89-922c-c7cc2989d5a0,BE-ANN07/ps/000001955,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4ca3ede1-58f1-5c89-922c-c7cc2989d5a0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:52114,Affiches,https://anet.be/record/opaclhobj/tg:lhps:52114/N,d3cc62be-26a4-5348-8e6e-77ed4777ada4,BE-ANN07/ps/000047955,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d3cc62be-26a4-5348-8e6e-77ed4777ada4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:50129,Affiches,https://anet.be/record/opaclhobj/tg:lhps:50129/N,eaf0f147-534c-580d-a7a5-47c832fdea4c,BE-ANN07/ps/000045995,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eaf0f147-534c-580d-a7a5-47c832fdea4c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:19845,Affiches,https://anet.be/record/opaclhobj/tg:lhps:19845/N,805eb0c1-df12-5e0f-b02a-40e8b2d71889,BE-ANN07/ps/000019222,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/805eb0c1-df12-5e0f-b02a-40e8b2d71889,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:18757,Affiches,https://anet.be/record/opaclhobj/tg:lhps:18757/N,d12cd337-31c7-55f5-9d25-aad8ce6cfb46,BE-ANN07/ps/000018139,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d12cd337-31c7-55f5-9d25-aad8ce6cfb46,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:33407,Affiches,https://anet.be/record/opaclhobj/tg:lhps:33407/N,a417ec01-8816-5401-a26e-531314e67362,BE-ANN07/ps/000032603,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/a417ec01-8816-5401-a26e-531314e67362,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:2649,Affiches,https://anet.be/record/opaclhobj/tg:lhps:2649/N,b35ea8ed-a53d-5015-ab7b-6b7fdec3512f,BE-ANN07/ps/000002620,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b35ea8ed-a53d-5015-ab7b-6b7fdec3512f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:29909,Affiches,https://anet.be/record/opaclhobj/tg:lhps:29909/N,a4eca086-3fc4-5244-a3cd-567154d0bac7,BE-ANN07/ps/000029216,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4eca086-3fc4-5244-a3cd-567154d0bac7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:36605,Affiches,https://anet.be/record/opaclhobj/tg:lhps:36605/N,369deef4-1157-5c52-9c83-ccff07b4c4cb,BE-ANN07/ps/000035773,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/369deef4-1157-5c52-9c83-ccff07b4c4cb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:60065,Affiches,https://anet.be/record/opaclhobj/tg:lhps:60065/N,a58c967c-a4ae-5fe0-8e98-4533932437cc,BE-ANN07/ps/000055856,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a58c967c-a4ae-5fe0-8e98-4533932437cc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:34638,Affiches,https://anet.be/record/opaclhobj/tg:lhps:34638/N,05ca1c17-b22f-566a-bce3-d4552f92a1c7,BE-ANN07/ps/000033809,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/05ca1c17-b22f-566a-bce3-d4552f92a1c7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:62058,Affiches,https://anet.be/record/opaclhobj/tg:lhps:62058/N,5c9ef6c1-bc87-5713-a801-31507717a530,BE-ANN07/ps/000057852,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5c9ef6c1-bc87-5713-a801-31507717a530,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:5476,Affiches,https://anet.be/record/opaclhobj/tg:lhps:5476/N,be592a46-d785-5b8d-838d-d199bbae7eef,BE-ANN07/ps/000005358,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/be592a46-d785-5b8d-838d-d199bbae7eef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:49308,Affiches,https://anet.be/record/opaclhobj/tg:lhps:49308/N,d00d0b24-be84-5d1e-9e73-d01d8ef34080,BE-ANN07/ps/000045180,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d00d0b24-be84-5d1e-9e73-d01d8ef34080,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:57316,Affiches,https://anet.be/record/opaclhobj/tg:lhps:57316/N,c43855e3-01c6-5420-bb48-f30837089df3,BE-ANN07/ps/000053113,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c43855e3-01c6-5420-bb48-f30837089df3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:42817,Affiches,https://anet.be/record/opaclhobj/tg:lhps:42817/N,af2f6fe4-e2c6-52c3-93d7-ede55d403eb0,BE-ANN07/ps/000038756,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/af2f6fe4-e2c6-52c3-93d7-ede55d403eb0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:953,Affiches,https://anet.be/record/opaclhobj/tg:lhps:953/N,499dd772-dcf9-514d-ab7f-c77aa75070ae,BE-ANN07/ps/000000946,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/499dd772-dcf9-514d-ab7f-c77aa75070ae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:22216,Affiches,https://anet.be/record/opaclhobj/tg:lhps:22216/N,c995179b-e1d6-5eb9-bbfd-6e0e723dda58,BE-ANN07/ps/000021564,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c995179b-e1d6-5eb9-bbfd-6e0e723dda58,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:41738,Affiches,https://anet.be/record/opaclhobj/tg:lhps:41738/N,9b5cf292-b7b8-584d-be76-8b00c1225cb5,BE-ANN07/ps/000037705,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9b5cf292-b7b8-584d-be76-8b00c1225cb5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:17158,Affiches,https://anet.be/record/opaclhobj/tg:lhps:17158/N,eeb3de16-ec71-5b19-80b3-cf66170f0396,BE-ANN07/ps/000016578,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eeb3de16-ec71-5b19-80b3-cf66170f0396,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:43705,Affiches,https://anet.be/record/opaclhobj/tg:lhps:43705/N,1fabc323-4a84-59d1-bbc3-51fdcbbd302a,BE-ANN07/ps/000039630,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1fabc323-4a84-59d1-bbc3-51fdcbbd302a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:15165,Affiches,https://anet.be/record/opaclhobj/tg:lhps:15165/N,e1658674-321f-5a66-9112-91ba46b1bc73,BE-ANN07/ps/000014640,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e1658674-321f-5a66-9112-91ba46b1bc73,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:58149,Affiches,https://anet.be/record/opaclhobj/tg:lhps:58149/N,2380a449-06d0-5bd0-af7a-158b2445f5a6,BE-ANN07/ps/000053944,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2380a449-06d0-5bd0-af7a-158b2445f5a6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:25479,Affiches,https://anet.be/record/opaclhobj/tg:lhps:25479/N,3d4bc630-2730-5236-84e0-b57a6b90bd72,BE-ANN07/ps/000024816,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3d4bc630-2730-5236-84e0-b57a6b90bd72,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:11825,Affiches,https://anet.be/record/opaclhobj/tg:lhps:11825/N,bd6b672c-d351-53f2-8c44-a761b09e3ba4,BE-ANN07/ps/000011493,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bd6b672c-d351-53f2-8c44-a761b09e3ba4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:20381,Affiches,https://anet.be/record/opaclhobj/tg:lhps:20381/N,5d71edd0-35ed-52ce-9b53-ffe633b96117,BE-ANN07/ps/000019753,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5d71edd0-35ed-52ce-9b53-ffe633b96117,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:9906,Affiches,https://anet.be/record/opaclhobj/tg:lhps:9906/N,881be083-d609-5f78-bd89-434ff7897d76,BE-ANN07/ps/000009723,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/881be083-d609-5f78-bd89-434ff7897d76,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:27444,Affiches,https://anet.be/record/opaclhobj/tg:lhps:27444/N,c42b2157-35c8-5d45-b00e-36a87c2ff92d,BE-ANN07/ps/000026765,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c42b2157-35c8-5d45-b00e-36a87c2ff92d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:40980,Affiches,https://anet.be/record/opaclhobj/tg:lhps:40980/N,33eddbf2-8252-5b3f-b30d-34bdc4303654,BE-ANN07/ps/000036963,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/33eddbf2-8252-5b3f-b30d-34bdc4303654,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:8614,Affiches,https://anet.be/record/opaclhobj/tg:lhps:8614/N,8b654ae0-8794-5697-9a9f-817282b2e45e,BE-ANN07/ps/000008464,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8b654ae0-8794-5697-9a9f-817282b2e45e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:41692,Affiches,https://anet.be/record/opaclhobj/tg:lhps:41692/N,201718f2-249f-5554-8c51-1719a018e43f,BE-ANN07/ps/000037659,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/201718f2-249f-5554-8c51-1719a018e43f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:10737,Affiches,https://anet.be/record/opaclhobj/tg:lhps:10737/N,9ab82ca0-9214-54ef-813f-41d3c7d22ba7,BE-ANN07/ps/000010542,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9ab82ca0-9214-54ef-813f-41d3c7d22ba7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:46157,Affiches,https://anet.be/record/opaclhobj/tg:lhps:46157/N,b04273f0-4f9f-57c0-b3f9-15095004d2a1,BE-ANN07/ps/000042052,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b04273f0-4f9f-57c0-b3f9-15095004d2a1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:2219,Affiches,https://anet.be/record/opaclhobj/tg:lhps:2219/N,9d545d21-79dd-5db1-b5cc-39b0f8245833,BE-ANN07/ps/000002206,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9d545d21-79dd-5db1-b5cc-39b0f8245833,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:33057,Affiches,https://anet.be/record/opaclhobj/tg:lhps:33057/N,2f27586b-9d75-5a83-9c2d-5c986e7c2b21,BE-ANN07/ps/000032278,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/2f27586b-9d75-5a83-9c2d-5c986e7c2b21,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:18307,Affiches,https://anet.be/record/opaclhobj/tg:lhps:18307/N,4fe0aa08-84fe-5862-8b96-54781b63a4ee,BE-ANN07/ps/000017693,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4fe0aa08-84fe-5862-8b96-54781b63a4ee,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:52544,Affiches,https://anet.be/record/opaclhobj/tg:lhps:52544/N,41bad578-7c6d-52c9-ae78-367b65aa4b77,BE-ANN07/ps/000048383,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/41bad578-7c6d-52c9-ae78-367b65aa4b77,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:50579,Affiches,https://anet.be/record/opaclhobj/tg:lhps:50579/N,a709c913-3fca-52e6-a458-a2130a9c7516,BE-ANN07/ps/000046439,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a709c913-3fca-52e6-a458-a2130a9c7516,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:57746,Affiches,https://anet.be/record/opaclhobj/tg:lhps:57746/N,ed4d591e-7223-5e23-bb5a-1ce5c5b8666d,BE-ANN07/ps/000053542,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ed4d591e-7223-5e23-bb5a-1ce5c5b8666d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:50083,Affiches,https://anet.be/record/opaclhobj/tg:lhps:50083/N,e73b6bfc-8981-5321-8a59-5801c1ae8d94,BE-ANN07/ps/000045950,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e73b6bfc-8981-5321-8a59-5801c1ae8d94,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:54869,Affiches,https://anet.be/record/opaclhobj/tg:lhps:54869/N,b94b0839-f472-5cad-8ef5-072c43813811,BE-ANN07/ps/000050675,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b94b0839-f472-5cad-8ef5-072c43813811,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:60435,Affiches,https://anet.be/record/opaclhobj/tg:lhps:60435/N,459706d6-baea-5714-b097-d2a1fa737d11,BE-ANN07/ps/000056224,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/459706d6-baea-5714-b097-d2a1fa737d11,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:49758,Affiches,https://anet.be/record/opaclhobj/tg:lhps:49758/N,7e394ccf-0306-5096-ba41-feb371ee445a,BE-ANN07/ps/000045626,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7e394ccf-0306-5096-ba41-feb371ee445a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:5026,Affiches,https://anet.be/record/opaclhobj/tg:lhps:5026/N,cd1c4dba-c385-546a-9ff3-bc72c8c23f26,BE-ANN07/ps/000004911,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd1c4dba-c385-546a-9ff3-bc72c8c23f26,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:62408,Affiches,https://anet.be/record/opaclhobj/tg:lhps:62408/N,ab84f3ac-000b-5f78-af00-8b2569755625,BE-ANN07/ps/000058206,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ab84f3ac-000b-5f78-af00-8b2569755625,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:34268,Affiches,https://anet.be/record/opaclhobj/tg:lhps:34268/N,be8726c8-8502-5705-bb3b-0286641e6707,BE-ANN07/ps/000033440,canvas (textile material),Letterenhuis,https://data.letterenhuis.be/ark:/24970/be8726c8-8502-5705-bb3b-0286641e6707,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:31590,Affiches,https://anet.be/record/opaclhobj/tg:lhps:31590/N,511faef6-0daa-5e48-80a9-39af3215e2a4,BE-ANN07/ps/000030880,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/511faef6-0daa-5e48-80a9-39af3215e2a4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:56854,Affiches,https://anet.be/record/opaclhobj/tg:lhps:56854/N,3c6248a4-5dc1-530d-9c12-e1ad1eceef3e,BE-ANN07/ps/000052644,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3c6248a4-5dc1-530d-9c12-e1ad1eceef3e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:17508,Affiches,https://anet.be/record/opaclhobj/tg:lhps:17508/N,7851a54d-7294-5c14-95de-48cb60c16657,BE-ANN07/ps/000016918,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7851a54d-7294-5c14-95de-48cb60c16657,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:41368,Affiches,https://anet.be/record/opaclhobj/tg:lhps:41368/N,911ac7ff-daca-5c5a-95eb-ff6ee767d4f5,BE-ANN07/ps/000037338,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/911ac7ff-daca-5c5a-95eb-ff6ee767d4f5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:23954,Affiches,https://anet.be/record/opaclhobj/tg:lhps:23954/N,e9ef444e-a9fe-58b6-bce8-725a1a0ce7b2,BE-ANN07/ps/000023296,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e9ef444e-a9fe-58b6-bce8-725a1a0ce7b2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:44490,Affiches,https://anet.be/record/opaclhobj/tg:lhps:44490/N,6eecc212-b8c9-57f0-8079-dd07c6d1be44,BE-ANN07/ps/000040407,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6eecc212-b8c9-57f0-8079-dd07c6d1be44,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:21969,Affiches,https://anet.be/record/opaclhobj/tg:lhps:21969/N,09e380de-d9b8-5d0a-8f60-8ef0690b2e5c,BE-ANN07/ps/000021317,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/09e380de-d9b8-5d0a-8f60-8ef0690b2e5c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:15535,Affiches,https://anet.be/record/opaclhobj/tg:lhps:15535/N,5186be43-a905-5f36-a9ce-b51ce258c86d,BE-ANN07/ps/000014995,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5186be43-a905-5f36-a9ce-b51ce258c86d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:43355,Affiches,https://anet.be/record/opaclhobj/tg:lhps:43355/N,79c53e4e-f6d3-5cbf-acad-314eeb8a2ae3,BE-ANN07/ps/000039283,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/79c53e4e-f6d3-5cbf-acad-314eeb8a2ae3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:25183,Affiches,https://anet.be/record/opaclhobj/tg:lhps:25183/N,d0b7fc64-57d4-5859-9a46-63dcacc7a710,BE-ANN07/ps/000024522,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d0b7fc64-57d4-5859-9a46-63dcacc7a710,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:22646,Affiches,https://anet.be/record/opaclhobj/tg:lhps:22646/N,86919df0-80e6-59c2-9fda-3a67549f8cb6,BE-ANN07/ps/000021992,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/86919df0-80e6-59c2-9fda-3a67549f8cb6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:27690,Affiches,https://anet.be/record/opaclhobj/tg:lhps:27690/N,662bfe3b-c23f-5bb8-8a0b-869cd19b5d29,BE-ANN07/ps/000027009,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/662bfe3b-c23f-5bb8-8a0b-869cd19b5d29,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:22168,Affiches,https://anet.be/record/opaclhobj/tg:lhps:22168/N,26ef6bff-09a9-56cb-a815-b18894507ba6,BE-ANN07/ps/000021516,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/26ef6bff-09a9-56cb-a815-b18894507ba6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:20155,Affiches,https://anet.be/record/opaclhobj/tg:lhps:20155/N,3cfdfc42-d794-513f-a340-13b55a4d843d,BE-ANN07/ps/000019530,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3cfdfc42-d794-513f-a340-13b55a4d843d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:46383,Affiches,https://anet.be/record/opaclhobj/tg:lhps:46383/N,235faebe-a26d-5a6a-ab1b-e82d6d5b80de,BE-ANN07/ps/000042269,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/235faebe-a26d-5a6a-ab1b-e82d6d5b80de,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:26982,Affiches,https://anet.be/record/opaclhobj/tg:lhps:26982/N,4e2d2cb3-4c07-5e3f-bfb0-41f576501993,BE-ANN07/ps/000026304,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4e2d2cb3-4c07-5e3f-bfb0-41f576501993,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:41446,Affiches,https://anet.be/record/opaclhobj/tg:lhps:41446/N,0e304945-d17c-507d-9ee0-0ea2decf188d,BE-ANN07/ps/000037416,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0e304945-d17c-507d-9ee0-0ea2decf188d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:17226,Affiches,https://anet.be/record/opaclhobj/tg:lhps:17226/N,cca25c85-a7ce-5db3-894e-60c51e18f22d,BE-ANN07/ps/000016645,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cca25c85-a7ce-5db3-894e-60c51e18f22d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:49076,Affiches,https://anet.be/record/opaclhobj/tg:lhps:49076/N,6097adf1-0a3a-565b-8650-d1c8f7f52303,BE-ANN07/ps/000044952,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6097adf1-0a3a-565b-8650-d1c8f7f52303,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:62326,Affiches,https://anet.be/record/opaclhobj/tg:lhps:62326/N,12f982f4-5303-55c5-8e20-23884b93d98a,BE-ANN07/ps/000058123,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/12f982f4-5303-55c5-8e20-23884b93d98a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:5708,Affiches,https://anet.be/record/opaclhobj/tg:lhps:5708/N,88b37783-f5cf-5d3b-af79-612df7dc0f2b,BE-ANN07/ps/000005588,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/88b37783-f5cf-5d3b-af79-612df7dc0f2b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:53882,Affiches,https://anet.be/record/opaclhobj/tg:lhps:53882/N,c17de163-217e-56b3-929a-808e477434dc,BE-ANN07/ps/000049690,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c17de163-217e-56b3-929a-808e477434dc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhps:7735,Affiches,https://anet.be/record/opaclhobj/tg:lhps:7735/N,24292f54-271c-5875-8c53-006a390a6747,BE-ANN07/ps/000007601,carbon paper,Letterenhuis,https://data.letterenhuis.be/ark:/24970/24292f54-271c-5875-8c53-006a390a6747,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
